"sp","assembly","accession","lower","N","assem.sz","date"
"Caenorhabditis_elegans","JU310_Canu","GCA_016989275.1",42.572883,0,71.668329,"2021-02-26"
"Caenorhabditis_elegans","QX1794_Canu","GCA_016989095.1",40.389014,0,68.289457,"2021-02-26"
"Caenorhabditis_elegans","XZ1516_Canu","GCA_016989125.1",38.884955,0,66.902122,"2021-02-26"
"Caenorhabditis_elegans","ECA36_Canu","GCA_016989455.1",39.234295,0,66.375216,"2021-02-26"
"Caenorhabditis_elegans","NIC526_Canu","GCA_016989115.1",38.406603,0,65.771315,"2021-02-26"
"Caenorhabditis_elegans","JU2600_Canu","GCA_016989245.1",38.434092,0,65.707961,"2021-02-26"
"Caenorhabditis_elegans","DL238_Canu","GCA_016989505.1",37.979755,0,65.413139,"2021-02-26"
"Caenorhabditis_elegans","JU1400_Canu","GCA_016989365.1",37.863294,0,65.410223,"2021-02-26"
"Caenorhabditis_elegans","EG4725_Canu","GCA_016989295.1",38.418846,0,65.381955,"2021-02-26"
"Caenorhabditis_elegans","MY2147_Canu","GCA_016989235.1",38.404122,0,65.378701,"2021-02-26"
"Caenorhabditis_elegans","ECA396_Canu","GCA_016989385.1",37.923651,0,65.351276,"2021-02-26"
"Caenorhabditis_elegans","JU2526_Canu","GCA_016989285.1",37.681083,0,65.235081,"2021-02-26"
"Caenorhabditis_elegans","NIC2_Canu","GCA_016989145.1",37.852502,0,65.204185,"2021-02-26"
"Caenorhabditis_elegans","MY2693_Canu","GCA_016989105.1",37.708312,0,65.196424,"2021-02-26"
"Caenorhabditis_elegans","ASM1340371v1","GCA_013403715.1",37.885925,0,65.165994,"2020-07-13"
"Caenorhabditis_elegans","ASM452629v1","GCA_004526295.1",37.635976,0.069,65.209809,"2019-03-31"
"Caenorhabditis_elegans","Cael_CB4856_1.0","GCA_000975215.1",34.757043,0.004593,63.541171,"2015-04-21"
"Caenorhabditis_elegans","C_elegans_Bristol_N2_v1_5_4","GCA_000939815.1",34.660816,2.569728,63.938286,"2014-09-24"
"Caenorhabditis_elegans","WBcel235","GCF_000002985.6",35.805809,0,64.480592,"2013-02-07"
"Caenorhabditis_elegans","WBcel235","GCA_000002985.3",35.805809,0,64.466798,"2013-02-07"
"Arabidopsis_thaliana","MA32-119.Col-0.PacbioHiFiAssembly","GCA_964199905.1",39.202351,6e-04,95.434312,"2025-05-01"
"Arabidopsis_thaliana","MA32-69.Col-0.PacbioHiFiAssembly","GCA_964199875.1",39.175002,8e-04,95.186679,"2025-05-01"
"Arabidopsis_thaliana","MA32-59.Col-0.PacbioHiFiAssembly","GCA_964199895.1",39.179447,7e-04,95.157623,"2025-05-01"
"Arabidopsis_thaliana","MA32-89.Col-0.PacbioHiFiAssembly","GCA_964199885.1",39.162049,7e-04,94.816504,"2025-05-01"
"Arabidopsis_thaliana","ASM4986107v1","GCA_049861075.1",39.20198,1e-04,94.675211,"2025-04-23"
"Arabidopsis_thaliana","Tsu-0.7373.PacbioHiFiAssembly","GCA_965152635.1",39.646401,4e-04,94.816915,"2025-03-20"
"Arabidopsis_thaliana","BOULO-A-16.22024.PacbioHiFiAssembly","GCA_965117625.1",42.801806,0.0013,96.751109,"2025-01-31"
"Arabidopsis_thaliana","MONT-B-14.22048.PacbioHiFiAssembly","GCA_965117515.1",40.852727,5e-04,96.441012,"2025-01-31"
"Arabidopsis_thaliana","MONF-A-1.22045.PacbioHiFiAssembly","GCA_965117475.1",43.023527,6e-04,95.93174,"2025-01-31"
"Arabidopsis_thaliana","CARL-A-10.22029.PacbioHiFiAssembly","GCA_965117695.1",40.868378,7e-04,95.794612,"2025-01-31"
"Arabidopsis_thaliana","NAUV-B-14.22051.PacbioHiFiAssembly","GCA_965117655.1",41.44823,0.0014,95.518242,"2025-01-31"
"Arabidopsis_thaliana","BELL-A-7.22022.PacbioHiFiAssembly","GCA_965117635.1",42.950579,0.0011,95.470481,"2025-01-31"
"Arabidopsis_thaliana","LUZE-A-14.22042.PacbioHiFiAssembly","GCA_965117505.1",39.080038,0.0011,95.439884,"2025-01-31"
"Arabidopsis_thaliana","CARL-A-16.22030.PacbioHiFiAssembly","GCA_965117685.1",41.107976,7e-04,95.340705,"2025-01-31"
"Arabidopsis_thaliana","JUZE-A-2.22035.PacbioHiFiAssembly","GCA_965117665.1",46.508506,0.001,95.296257,"2025-01-31"
"Arabidopsis_thaliana","MONF-A-14.22046.PacbioHiFiAssembly","GCA_965117595.1",42.574757,9e-04,95.27172,"2025-01-31"
"Arabidopsis_thaliana","MONT-B-12.22047.PacbioHiFiAssembly","GCA_965117705.1",41.958818,0.001,95.137194,"2025-01-31"
"Arabidopsis_thaliana","LUZE-A-12.22041.PacbioHiFiAssembly","GCA_965117585.1",42.894085,8e-04,95.068032,"2025-01-31"
"Arabidopsis_thaliana","BELL-A-1.22021.PacbioHiFiAssembly","GCA_965117545.1",42.561932,0.0013,95.043397,"2025-01-31"
"Arabidopsis_thaliana","NAUV-B-7.22052.PacbioHiFiAssembly","GCA_965117525.1",40.035436,0.0012,95.023741,"2025-01-31"
"Arabidopsis_thaliana","RAYR-A-9.22056.PacbioHiFiAssembly","GCA_965117605.1",42.75284,0.0013,94.870166,"2025-01-31"
"Arabidopsis_thaliana","JUZE-A-3.22036.PacbioHiFiAssembly","GCA_965117615.1",43.494734,4e-04,94.840923,"2025-01-31"
"Arabidopsis_thaliana","GAIL-B-9.22034.PacbioHiFiAssembly","GCA_965117715.1",41.690029,0.0014,94.834248,"2025-01-31"
"Arabidopsis_thaliana","PREI-A-9.22054.PacbioHiFiAssembly","GCA_965117555.1",40.757624,9e-04,94.813071,"2025-01-31"
"Arabidopsis_thaliana","LANT-B-1.22039.PacbioHiFiAssembly","GCA_965117495.1",42.141955,4e-04,94.806032,"2025-01-31"
"Arabidopsis_thaliana","LANT-B-10.22040.PacbioHiFiAssembly","GCA_965117575.1",38.964728,5e-04,94.70296,"2025-01-31"
"Arabidopsis_thaliana","LACR-C-4.22038.PacbioHiFiAssembly","GCA_965117535.1",40.823059,6e-04,94.586925,"2025-01-31"
"Arabidopsis_thaliana","RAYR-A-17.22055.PacbioHiFiAssembly","GCA_965117485.1",43.385222,0.0015,94.544839,"2025-01-31"
"Arabidopsis_thaliana","BOULO-A-1.22023.PacbioHiFiAssembly","GCA_965117675.1",40.994711,0.0011,94.518919,"2025-01-31"
"Arabidopsis_thaliana","AUZE-A-11.22011.PacbioHiFiAssembly","GCA_965117725.1",39.982541,9e-04,94.39086,"2025-01-31"
"Arabidopsis_thaliana","MERE-A-7.22044.PacbioHiFiAssembly","GCA_965117565.1",40.460323,8e-04,94.354022,"2025-01-31"
"Arabidopsis_thaliana","BROU-A-2.22026.PacbioHiFiAssembly","GCA_965117645.1",40.691855,0.0013,94.178737,"2025-01-31"
"Arabidopsis_thaliana","Can0_assembly","GCA_964341275.1",37.873542,5e-04,95.214742,"2024-11-30"
"Arabidopsis_thaliana","Col0_assembly","GCA_964341225.1",37.978753,0.137632,95.116958,"2024-11-30"
"Arabidopsis_thaliana","IMAGED_Live_14","GCA_043165315.1",33.223574,0,95.324492,"2024-10-15"
"Arabidopsis_thaliana","IMAGED_Live_20","GCA_043165325.1",33.992281,0,93.944457,"2024-10-15"
"Arabidopsis_thaliana","IMAGED_Live_21","GCA_043165235.1",34.207834,0,93.838442,"2024-10-15"
"Arabidopsis_thaliana","IMAGED_Live_23","GCA_043165945.1",35.009667,1e-04,93.781849,"2024-10-15"
"Arabidopsis_thaliana","ATRun1_SA_canu_assembly","GCA_964264635.1",28.552558,0,95.411003,"2024-09-23"
"Arabidopsis_thaliana","Arabidopsis_thaliana_Ag-0","GCA_964248535.1",30.638673,0.0021,95.36547,"2024-08-29"
"Arabidopsis_thaliana","Pent-46.2212.PacbioHiFiAssembly","GCA_964057255.1",42.758787,7e-04,95.184367,"2024-06-05"
"Arabidopsis_thaliana","14INRCT07.PacbioHiFiAssembly","GCA_964057275.1",42.742083,5e-04,94.717835,"2024-06-05"
"Arabidopsis_thaliana","LI-EF-011.685.PacbioHiFiAssembly","GCA_964057265.1",42.784287,4e-04,94.467473,"2024-06-05"
"Arabidopsis_thaliana","Col.TEmutant","GCA_963990585.1",25.81617,0.0628,93.283852,"2024-03-16"
"Arabidopsis_thaliana","ASM3692748v1","GCA_036927485.1",40.409315,0.0014,96.886469,"2024-02-29"
"Arabidopsis_thaliana","ASM3692743v1","GCA_036927435.1",41.07988,0.004403,94.721763,"2024-02-29"
"Arabidopsis_thaliana","ASM3692745v1","GCA_036927455.1",40.277554,0.010105,94.496612,"2024-02-29"
"Arabidopsis_thaliana","ASM3692727v1","GCA_036927275.1",36.729893,0.009302,94.490186,"2024-02-29"
"Arabidopsis_thaliana","ASM3692747v1","GCA_036927475.1",43.240946,0.010404,94.348609,"2024-02-29"
"Arabidopsis_thaliana","ASM3692725v1","GCA_036927255.1",38.305088,0.0085,94.324779,"2024-02-29"
"Arabidopsis_thaliana","ASM3692726v1","GCA_036927265.1",38.213401,0.006,94.27246,"2024-02-29"
"Arabidopsis_thaliana","ASM3692696v1","GCA_036926965.1",33.925013,0.003901,94.267319,"2024-02-29"
"Arabidopsis_thaliana","ASM3692708v1","GCA_036927085.1",37.154524,0.007602,94.231732,"2024-02-29"
"Arabidopsis_thaliana","ASM3692750v1","GCA_036927505.1",37.051686,0.0015,94.228927,"2024-02-29"
"Arabidopsis_thaliana","ASM3692697v1","GCA_036926975.1",35.366079,0.005401,94.220815,"2024-02-29"
"Arabidopsis_thaliana","ASM3692692v1","GCA_036926925.1",37.615533,0.0067,94.175572,"2024-02-29"
"Arabidopsis_thaliana","ASM3692702v1","GCA_036927025.1",39.021028,0.010203,94.159267,"2024-02-29"
"Arabidopsis_thaliana","ASM3692735v1","GCA_036927355.1",41.479711,0.014625,94.131637,"2024-02-29"
"Arabidopsis_thaliana","ASM3692728v1","GCA_036927285.1",35.850608,0.006404,94.105371,"2024-02-29"
"Arabidopsis_thaliana","ASM3692704v1","GCA_036927045.1",37.094235,0.0071,93.869007,"2024-02-29"
"Arabidopsis_thaliana","ASM3692738v1","GCA_036927385.1",36.396981,0.006702,93.825347,"2024-02-29"
"Arabidopsis_thaliana","ASM3692724v1","GCA_036927245.1",35.968905,0.0049,93.796911,"2024-02-29"
"Arabidopsis_thaliana","ASM3692737v1","GCA_036927375.1",38.005206,0.006003,93.791473,"2024-02-29"
"Arabidopsis_thaliana","ASM3692736v1","GCA_036927365.1",35.872838,0.0064,93.727519,"2024-02-29"
"Arabidopsis_thaliana","Col-CC","GCA_028009825.2",39.487508,0,102.993737,"2023-10-18"
"Arabidopsis_thaliana","9879","GCA_949796665.1",44.131156,0.0029,96.671931,"2023-04-11"
"Arabidopsis_thaliana","9762","GCA_949796415.1",44.490082,0.0025,95.603443,"2023-04-11"
"Arabidopsis_thaliana","9336","GCA_949796375.1",42.901709,0.0012,95.483742,"2023-04-11"
"Arabidopsis_thaliana","9744","GCA_949796655.1",40.323536,0.0015,95.441115,"2023-04-11"
"Arabidopsis_thaliana","6923","GCA_949796525.1",38.978559,0.0017,95.118339,"2023-04-11"
"Arabidopsis_thaliana","8285","GCA_949796635.1",42.92325,0.0018,94.991672,"2023-04-11"
"Arabidopsis_thaliana","9503","GCA_949796705.1",41.176031,0.0016,94.805612,"2023-04-11"
"Arabidopsis_thaliana","9847","GCA_949796755.1",39.985189,0.0019,94.789196,"2023-04-11"
"Arabidopsis_thaliana","9883","GCA_949796475.1",41.728931,0.0016,94.741066,"2023-04-11"
"Arabidopsis_thaliana","7143","GCA_949796455.1",38.387044,0.0011,94.650821,"2023-04-11"
"Arabidopsis_thaliana","6137","GCA_949796645.1",41.91406,7e-04,94.590122,"2023-04-11"
"Arabidopsis_thaliana","9830","GCA_949796715.1",38.64812,0.0011,94.170502,"2023-04-11"
"Arabidopsis_thaliana","9852","GCA_949796385.1",44.445451,0.0011,94.146261,"2023-04-11"
"Arabidopsis_thaliana","9900","GCA_949796485.1",40.346542,0.0013,93.982855,"2023-04-11"
"Arabidopsis_thaliana","9806","GCA_949796605.1",42.528058,0.0015,93.654894,"2023-04-11"
"Arabidopsis_thaliana","IP-Mos-9.PacbioHiFiAssembly","GCA_946411805.1",45.44824,0.0013,97.229086,"2023-02-11"
"Arabidopsis_thaliana","Rabacal-1.22005.PacbioHiFiAssembly","GCA_946406895.1",51.392187,1e-04,96.858904,"2023-02-11"
"Arabidopsis_thaliana","IP-Hom-0.PacbioHiFiAssembly","GCA_946411425.1",44.425641,0.0011,96.768271,"2023-02-11"
"Arabidopsis_thaliana","BANI-C-12.PacbioHiFiAssembly","GCA_946406595.1",42.57178,3e-04,96.322678,"2023-02-11"
"Arabidopsis_thaliana","MERE-A-13.PacbioHiFiAssembly","GCA_946411655.1",44.970054,5e-04,96.052092,"2023-02-11"
"Arabidopsis_thaliana","IP-Hum-2.9549.PacbioHiFiAssembly","GCA_946413285.1",43.965089,9e-04,96.043227,"2023-02-11"
"Arabidopsis_thaliana","IP-Sln-22.PacbioHiFiAssembly","GCA_946413935.1",44.677422,8e-04,96.027651,"2023-02-11"
"Arabidopsis_thaliana","IP-Med-3.PacbioHiFiAssembly","GCA_946413305.1",42.958168,0.001,95.7505,"2023-02-11"
"Arabidopsis_thaliana","MONTM-B-7.PacbioHiFiAssembly","GCA_946415625.1",40.895851,2e-04,95.702875,"2023-02-11"
"Arabidopsis_thaliana","IP-Cat-0.9832.PacbioHiFiAssembly","GCA_946414305.1",42.323354,8e-04,95.690249,"2023-02-11"
"Arabidopsis_thaliana","IP-Alo-19.PacbioHiFiAssembly","GCA_946410485.1",42.21786,8e-04,95.63244,"2023-02-11"
"Arabidopsis_thaliana","IP-Lor-16.PacbioHiFiAssembly","GCA_946407795.1",43.458666,5e-04,95.623858,"2023-02-11"
"Arabidopsis_thaliana","IP-San-9.PacbioHiFiAssembly","GCA_946404515.1",43.916849,8e-04,95.58467,"2023-02-11"
"Arabidopsis_thaliana","GAIL-B-11.PacbioHiFiAssembly","GCA_946412065.1",38.615378,7e-04,95.570834,"2023-02-11"
"Arabidopsis_thaliana","MONTM-B-16.PacbioHiFiAssembly","GCA_946405905.1",42.877434,0.0016,95.510682,"2023-02-11"
"Arabidopsis_thaliana","IP-Med-0.PacbioHiFiAssembly","GCA_946405725.1",44.544779,9e-04,95.463964,"2023-02-11"
"Arabidopsis_thaliana","CAMA-C-2.PacbioHiFiAssembly","GCA_946406975.1",40.245356,8e-04,95.457406,"2023-02-11"
"Arabidopsis_thaliana","IP-Mos-5.PacbioHiFiAssembly","GCA_946411885.1",42.617527,6e-04,95.436148,"2023-02-11"
"Arabidopsis_thaliana","IP-Evs-0.9845.PacbioHiFiAssembly","GCA_946415165.1",43.264377,4e-04,95.429595,"2023-02-11"
"Arabidopsis_thaliana","IP-Met-6.PacbioHiFiAssembly","GCA_946405265.1",44.568364,5e-04,95.363907,"2023-02-11"
"Arabidopsis_thaliana","IP-Cas-6.PacbioHiFiAssembly","GCA_946415445.1",43.367412,5e-04,95.346906,"2023-02-11"
"Arabidopsis_thaliana","FERR-A-8.PacbioHiFiAssembly","GCA_946403025.1",43.046763,9e-04,95.132265,"2023-02-11"
"Arabidopsis_thaliana","Tanz-1.10024.PacbioHiFiAssembly","GCA_946409825.1",48.413691,0,95.087742,"2023-02-11"
"Arabidopsis_thaliana","PREI-A-14.PacbioHiFiAssembly","GCA_946413405.1",40.745739,9e-04,95.050812,"2023-02-11"
"Arabidopsis_thaliana","AUZE-A-5.PacbioHiFiAssembly","GCA_946402385.1",39.868078,9e-04,94.991399,"2023-02-11"
"Arabidopsis_thaliana","BARC-A-17.PacbioHiFiAssembly","GCA_946407145.1",41.676833,9e-04,94.958512,"2023-02-11"
"Arabidopsis_thaliana","BANI-C-1.PacbioHiFiAssembly","GCA_946404995.1",39.173861,0.0012,94.912358,"2023-02-11"
"Arabidopsis_thaliana","BROU-A-10.PacbioHiFiAssembly","GCA_946409395.1",38.493986,1e-04,94.881782,"2023-02-11"
"Arabidopsis_thaliana","IP-Alo-0.9506.PacbioHiFiAssembly","GCA_946406325.1",42.027688,6e-04,94.874978,"2023-02-11"
"Arabidopsis_thaliana","Ler-0.7213.PacbioHiFiAssembly","GCA_946406525.1",39.669243,6e-04,94.840917,"2023-02-11"
"Arabidopsis_thaliana","CAMA-C-9.PacbioHiFiAssembly","GCA_946408575.1",40.196358,0.0013,94.809976,"2023-02-11"
"Arabidopsis_thaliana","BARC-A-12.PacbioHiFiAssembly","GCA_946410165.1",41.646067,0.0017,94.764152,"2023-02-11"
"Arabidopsis_thaliana","BARA-C-5.PacbioHiFiAssembly","GCA_946404385.1",42.619809,2e-04,94.745147,"2023-02-11"
"Arabidopsis_thaliana","IP-Cas-0.9831.PacbioHiFiAssembly","GCA_946411375.1",40.779295,9e-04,94.71505,"2023-02-11"
"Arabidopsis_thaliana","BELC-C-12.PacbioHiFiAssembly","GCA_946408975.1",40.984205,7e-04,94.593143,"2023-02-11"
"Arabidopsis_thaliana","ANGE-B-10.PacbioHiFiAssembly","GCA_946404075.1",42.298102,8e-04,94.576206,"2023-02-11"
"Arabidopsis_thaliana","BARA-C-3.PacbioHiFiAssembly","GCA_946406735.1",41.387027,8e-04,94.535147,"2023-02-11"
"Arabidopsis_thaliana","Cvi-0.6911.PacbioHiFiAssembly","GCA_946414125.1",45.880256,2e-04,94.503336,"2023-02-11"
"Arabidopsis_thaliana","SALE-A-17.PacbioHiFiAssembly","GCA_946409815.1",40.473726,0.001,94.439908,"2023-02-11"
"Arabidopsis_thaliana","IP-Evs-12.PacbioHiFiAssembly","GCA_946405545.1",41.688353,3e-04,94.398537,"2023-02-11"
"Arabidopsis_thaliana","IP-Hom-4.9546.PacbioHiFiAssembly","GCA_946406625.1",43.403101,6e-04,94.356307,"2023-02-11"
"Arabidopsis_thaliana","BELC-C-10.PacbioHiFiAssembly","GCA_946403525.1",40.966098,5e-04,94.245665,"2023-02-11"
"Arabidopsis_thaliana","IP-Mdc-14.PacbioHiFiAssembly","GCA_946412225.1",43.299545,6e-04,94.208591,"2023-02-11"
"Arabidopsis_thaliana","IP-Hum-4.PacbioHiFiAssembly","GCA_946412005.1",39.543862,0.0011,94.156587,"2023-02-11"
"Arabidopsis_thaliana","LACR-C-14.PacbioHiFiAssembly","GCA_946415655.1",40.617094,7e-04,94.140538,"2023-02-11"
"Arabidopsis_thaliana","ANGE-B-2.PacbioHiFiAssembly","GCA_946415005.1",42.381907,5e-04,94.115081,"2023-02-11"
"Arabidopsis_thaliana","FERR-A-12.PacbioHiFiAssembly","GCA_946405525.1",41.563448,6e-04,94.039632,"2023-02-11"
"Arabidopsis_thaliana","SALE-A-10.PacbioHiFiAssembly","GCA_946408365.1",42.232647,3e-04,93.832639,"2023-02-11"
"Arabidopsis_thaliana","AtA1-141.20181003","GCA_025388435.1",25.734554,0.162311,93.847593,"2022-09-25"
"Arabidopsis_thaliana","Evry.Col-0","GCA_910573875.1",22.978842,0,94.120347,"2022-09-22"
"Arabidopsis_thaliana","Evry.Ler-1","GCA_910574415.1",23.010759,0,94.082916,"2022-09-22"
"Arabidopsis_thaliana","Col-0.6909.PacbioHiFiAssembly","GCA_946499705.1",39.191251,9e-04,95.364832,"2022-08-27"
"Arabidopsis_thaliana","Ey15-2.9994.PacbioHiFiAssembly","GCA_946499665.1",40.952197,1e-04,95.183074,"2022-08-27"
"Arabidopsis_thaliana","ASM2449843v1","GCA_024498435.1",31.901391,0.014,95.235372,"2022-08-01"
"Arabidopsis_thaliana","ASM2449845v1","GCA_024498455.1",30.977179,0.0134,95.099027,"2022-08-01"
"Arabidopsis_thaliana","ASM2449855v1","GCA_024498555.1",29.660103,0.0118,94.945961,"2022-08-01"
"Arabidopsis_thaliana","ASM2449849v1","GCA_024498495.1",27.738958,0.0137,94.907768,"2022-08-01"
"Arabidopsis_thaliana","ASM2449847v1","GCA_024498475.1",29.474275,0.0111,94.463091,"2022-08-01"
"Arabidopsis_thaliana","ASM2449851v1","GCA_024498515.1",27.016421,0.0188,93.051688,"2022-08-01"
"Arabidopsis_thaliana","ASM2091176v2","GCA_020911765.2",39.174065,5e-04,94.742566,"2022-07-07"
"Arabidopsis_thaliana","ASM2311539v1","GCA_023115395.1",37.633736,0,94.447342,"2022-04-26"
"Arabidopsis_thaliana","ddAraThal4.1","GCA_933208065.1",41.731775,0.0076,97.096203,"2022-03-23"
"Arabidopsis_thaliana","Arabidopsis","GCA_927323615.1",35.309484,0,94.099208,"2022-01-21"
"Arabidopsis_thaliana","Col-0_GKat-wt","GCA_905067165.1",27.369577,0,96.718556,"2021-03-19"
"Arabidopsis_thaliana","AT9943.Cdm-0.scaffold","GCA_904420315.1",29.603778,4.235334,96.334222,"2020-09-12"
"Arabidopsis_thaliana","AT5784.Ty-1.PacBio","GCA_903064295.1",25.703599,1.039215,93.054157,"2020-06-28"
"Arabidopsis_thaliana","AT1741.KBS-Mac-74.PacBio","GCA_903064285.1",25.168551,0.997363,92.723299,"2020-06-28"
"Arabidopsis_thaliana","AT7186.Kn-0.PacBio","GCA_903064325.1",25.332511,2.883752,92.476573,"2020-06-28"
"Arabidopsis_thaliana","AT7213.Ler-0.PacBio","GCA_903064275.1",25.079912,0.702529,92.053421,"2020-06-28"
"Arabidopsis_thaliana","AT6911.Cvi-0.contigs","GCA_903064315.1",26.834484,0,93.78062,"2020-05-18"
"Arabidopsis_thaliana","AT6909.Col-0.PacBio","GCA_902825305.1",25.670725,1.315577,92.791062,"2020-05-07"
"Arabidopsis_thaliana","araThaC24v1","GCA_902705455.1",25.712386,0.034,93.478794,"2020-01-03"
"Arabidopsis_thaliana","araThaAn1v1","GCA_902651935.1",25.988286,0.02,94.121552,"2019-12-05"
"Arabidopsis_thaliana","Arabidopsis_thaliana_Kyo","GCA_902460305.1",26.761844,0.023,95.417235,"2019-08-28"
"Arabidopsis_thaliana","Arabidopsis_thaliana_Eri-1","GCA_902460315.1",26.302958,0.029,94.463233,"2019-08-28"
"Arabidopsis_thaliana","Arabidopsis_thaliana_Ler","GCA_902460285.1",26.222474,0.022,94.093585,"2019-08-28"
"Arabidopsis_thaliana","Arabidopsis_thaliana_Cvi-0","GCA_902460275.1",26.037564,0.019,93.692948,"2019-08-28"
"Arabidopsis_thaliana","Arabidopsis_thaliana_Sha","GCA_902460295.1",26.913354,0.0245,93.352047,"2019-08-28"
"Arabidopsis_thaliana","Ath.Ler-0.MPIPZ.v1.0","GCA_900660825.1",26.040862,0.0305,93.555384,"2019-02-12"
"Arabidopsis_thaliana","SAIL_oxford_assembly","GCA_900243945.1",24.912317,0,94.254548,"2018-03-21"
"Arabidopsis_thaliana","SALK_oxford_assembly","GCA_900243955.1",25.009167,0,94.11869,"2018-03-21"
"Arabidopsis_thaliana","Col0_oxford_assembly","GCA_900243935.1",25.647635,0,93.555446,"2018-03-21"
"Arabidopsis_thaliana","ONTmin_IT4","GCA_900303355.1",25.506731,0,93.996068,"2018-03-18"
"Arabidopsis_thaliana","PBfal_IT4","GCA_900303345.1",26.532753,0,93.217527,"2018-03-18"
"Arabidopsis_thaliana","TAIR10.1","GCA_000001735.2",26.083523,0.185738,93.399373,"2018-03-15"
"Arabidopsis_thaliana","TAIR10.1","GCF_000001735.4",26.083523,0.185738,93.399373,"2018-03-15"
"Arabidopsis_thaliana","Athal_Col0Cvi0F1_phased_diploid_1.0","GCA_001753755.2",53.645361,0,190.938013,"2016-10-07"
"Arabidopsis_thaliana","AthNd1_v1.0","GCA_001742845.1",24.725471,1.218649,90.901895,"2016-09-23"
"Arabidopsis_thaliana","Ler_Assembly","GCA_001651475.1",24.247649,1.777652,92.86542,"2016-05-27"
"Arabidopsis_thaliana","ASM83594v1","GCA_000835945.1",28.331797,0,99.087657,"2014-11-10"
