"clade","thrs","repeat","phylosig","n","stat","intercept","chromnum.1n","median.trans","rep.prop","chromnum.1n:median.trans","chromnum.1n:rep.prop","median.trans:rep.prop","chromnum.1n:median.trans:rep.prop","R2"
"Actinopterygii",0.12,"sine","FALSE","45","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.133549705375176
"Actinopterygii",0.12,"sine","FALSE","45","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.133549705375176
"Actinopterygii",0.12,"ltr","FALSE","45","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0625735335870611
"Actinopterygii",0.12,"ltr","FALSE","45","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0625735335870611
"Actinopterygii",0.12,"dna","FALSE","45","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0625735335870611
"Actinopterygii",0.12,"dna","FALSE","45","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0625735335870611
"Actinopterygii",0.12,"rc","FALSE","45","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0625735335870611
"Actinopterygii",0.12,"rc","FALSE","45","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0625735335870611
"Sauria",0.12,"total","TRUE","19","p",0.000652292133876742,NA,0.0599051375969331,NA,NA,NA,NA,NA,0.192919692120929
"Sauria",0.12,"total","TRUE","19","beta",1.62553866604779,NA,-0.955590612134992,NA,NA,NA,NA,NA,0.192919692120929
"Sauria",0.12,"line","TRUE","19","p",0.000729665816163294,0.00126541991649254,0.000611555629563387,0.00401503609868081,0.00198259112879651,0.0136928887400831,0.00529345239388768,0.016889393716736,0.777537622083821
"Sauria",0.12,"line","TRUE","19","beta",-10.7082110703502,0.320833720595445,13.9619436428602,130.741894044913,-0.393008806670416,-3.39859037708993,-161.213844720562,4.26168234183547,0.777537622083821
"Sauria",0.12,"sine","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.12,"sine","TRUE","19","beta",0.867465882115564,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.12,"ltr","TRUE","19","p",0.000175990318300956,NA,0.0615518034799112,NA,NA,NA,NA,NA,0.190721924264401
"Sauria",0.12,"ltr","TRUE","19","beta",1.42739670182062,NA,-0.691562476058804,NA,NA,NA,NA,NA,0.190721924264401
"Sauria",0.12,"dna","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.12,"dna","TRUE","19","beta",0.867465882115564,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.12,"rc","TRUE","18","p",0.0863964994052857,0.0314917384508637,0.0441362329121655,NA,0.0951895777511815,NA,NA,NA,0.512912326087182
"Sauria",0.12,"rc","TRUE","18","beta",-2.09470952870828,0.0744929490255295,3.41396537872009,NA,-0.0815129137957191,NA,NA,NA,0.512912326087182
"Total",0.13,"total","TRUE","93","p",6.0446110339285e-09,NA,2.03908515885587e-05,NA,NA,NA,NA,NA,0.181725826931108
"Total",0.13,"total","TRUE","93","beta",1.96999149312304,NA,-1.40233704411276,NA,NA,NA,NA,NA,0.181725826931108
"Total",0.13,"line","TRUE","93","p",2.13085470401886e-05,NA,0.022456755160341,NA,NA,NA,NA,NA,0.0559415075709917
"Total",0.13,"line","TRUE","93","beta",1.42026550633974,NA,-0.731882453436822,NA,NA,NA,NA,NA,0.0559415075709917
"Total",0.13,"sine","TRUE","93","p",4.64865771885314e-05,NA,NA,0.151035288911077,NA,NA,NA,NA,0.0225237953778918
"Total",0.13,"sine","TRUE","93","beta",0.789411560245373,NA,NA,1.13899535464638,NA,NA,NA,NA,0.0225237953778918
"Total",0.13,"ltr","TRUE","93","p",4.78128137082479e-08,NA,0.000144925907843874,NA,NA,NA,NA,NA,0.147439273936349
"Total",0.13,"ltr","TRUE","93","beta",1.81436462091005,NA,-1.23241525391986,NA,NA,NA,NA,NA,0.147439273936349
"Total",0.13,"dna","TRUE","93","p",0.000164306977048945,NA,0.112146356195562,0.0238296223366525,NA,NA,0.0456851045501376,NA,0.154827464294527
"Total",0.13,"dna","TRUE","93","beta",1.62323493099625,NA,-0.767907923781376,-24.4531968704829,NA,NA,24.6948699762112,NA,0.154827464294527
"Total",0.13,"rc","TRUE","92","p",2.3172475338562e-07,NA,0.046161702798172,0.00416712620410475,NA,NA,NA,NA,0.211133627360752
"Total",0.13,"rc","TRUE","92","beta",1.1799359588402,NA,-0.346616320422996,-19.0419164457458,NA,NA,NA,NA,0.211133627360752
"Mammalia",0.13,"total","TRUE","39","p",6.62478537516442e-06,NA,0.00327522330270869,NA,NA,NA,NA,NA,0.210874438567308
"Mammalia",0.13,"total","TRUE","39","beta",1.76505258195184,NA,-1.28659527006862,NA,NA,NA,NA,NA,0.210874438567308
"Mammalia",0.13,"line","TRUE","39","p",0.000299092067795215,NA,0.0738490539328538,NA,NA,NA,NA,NA,0.0838051543012252
"Mammalia",0.13,"line","TRUE","39","beta",1.37534106310642,NA,-0.776556778248512,NA,NA,NA,NA,NA,0.0838051543012252
"Mammalia",0.13,"sine","FALSE","60","p",0.000299092067795215,NA,0.0738490539328538,NA,NA,NA,NA,NA,0.46161538559422
"Mammalia",0.13,"sine","FALSE","60","beta",1.37534106310642,NA,-0.776556778248512,NA,NA,NA,NA,NA,0.46161538559422
"Mammalia",0.13,"ltr","TRUE","39","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.104263521486189
"Mammalia",0.13,"ltr","TRUE","39","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.104263521486189
"Mammalia",0.13,"dna","FALSE","60","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.378408851533977
"Mammalia",0.13,"dna","FALSE","60","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.378408851533977
"Mammalia",0.13,"rc","FALSE","60","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.49530285143566
"Mammalia",0.13,"rc","FALSE","60","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.49530285143566
"Actinopterygii",0.13,"total","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.13,"total","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.13,"line","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.13,"line","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.13,"sine","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.131904406398577
"Actinopterygii",0.13,"sine","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.131904406398577
"Actinopterygii",0.13,"ltr","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.13,"ltr","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.13,"dna","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.13,"dna","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.13,"rc","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.13,"rc","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0642305826000198
"Sauria",0.13,"total","TRUE","19","p",0.000652292133876742,NA,0.0599051375969331,NA,NA,NA,NA,NA,0.192919692120929
"Sauria",0.13,"total","TRUE","19","beta",1.62553866604779,NA,-0.955590612134992,NA,NA,NA,NA,NA,0.192919692120929
"Sauria",0.13,"line","TRUE","19","p",0.000729665816163294,0.00126541991649254,0.000611555629563387,0.00401503609868081,0.00198259112879651,0.0136928887400831,0.00529345239388768,0.016889393716736,0.777537622083821
"Sauria",0.13,"line","TRUE","19","beta",-10.7082110703502,0.320833720595445,13.9619436428602,130.741894044913,-0.393008806670416,-3.39859037708993,-161.213844720562,4.26168234183547,0.777537622083821
"Sauria",0.13,"sine","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.13,"sine","TRUE","19","beta",0.867465882115564,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.13,"ltr","TRUE","19","p",0.000175990318300956,NA,0.0615518034799112,NA,NA,NA,NA,NA,0.190721924264401
"Sauria",0.13,"ltr","TRUE","19","beta",1.42739670182062,NA,-0.691562476058804,NA,NA,NA,NA,NA,0.190721924264401
"Sauria",0.13,"dna","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.13,"dna","TRUE","19","beta",0.867465882115564,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.13,"rc","TRUE","18","p",0.0863964994052857,0.0314917384508637,0.0441362329121655,NA,0.0951895777511815,NA,NA,NA,0.512912326087182
"Sauria",0.13,"rc","TRUE","18","beta",-2.09470952870828,0.0744929490255295,3.41396537872009,NA,-0.0815129137957191,NA,NA,NA,0.512912326087182
"Total",0.14,"total","TRUE","93","p",6.0446110339285e-09,NA,2.03908515885587e-05,NA,NA,NA,NA,NA,0.181725826931108
"Total",0.14,"total","TRUE","93","beta",1.96999149312304,NA,-1.40233704411276,NA,NA,NA,NA,NA,0.181725826931108
"Total",0.14,"line","TRUE","93","p",2.13085470401886e-05,NA,0.022456755160341,NA,NA,NA,NA,NA,0.0559415075709917
"Total",0.14,"line","TRUE","93","beta",1.42026550633974,NA,-0.731882453436822,NA,NA,NA,NA,NA,0.0559415075709917
"Total",0.14,"sine","TRUE","93","p",4.64865771885314e-05,NA,NA,0.151035288911077,NA,NA,NA,NA,0.0225237953778918
"Total",0.14,"sine","TRUE","93","beta",0.789411560245373,NA,NA,1.13899535464638,NA,NA,NA,NA,0.0225237953778918
"Total",0.14,"ltr","TRUE","93","p",4.78128137082479e-08,NA,0.000144925907843874,NA,NA,NA,NA,NA,0.147439273936349
"Total",0.14,"ltr","TRUE","93","beta",1.81436462091005,NA,-1.23241525391986,NA,NA,NA,NA,NA,0.147439273936349
"Total",0.14,"dna","TRUE","93","p",0.000164306977048945,NA,0.112146356195562,0.0238296223366525,NA,NA,0.0456851045501376,NA,0.154827464294527
"Total",0.14,"dna","TRUE","93","beta",1.62323493099625,NA,-0.767907923781376,-24.4531968704829,NA,NA,24.6948699762112,NA,0.154827464294527
"Total",0.14,"rc","TRUE","92","p",2.3172475338562e-07,NA,0.046161702798172,0.00416712620410475,NA,NA,NA,NA,0.211133627360752
"Total",0.14,"rc","TRUE","92","beta",1.1799359588402,NA,-0.346616320422996,-19.0419164457458,NA,NA,NA,NA,0.211133627360752
"Mammalia",0.14,"total","TRUE","39","p",6.62478537516442e-06,NA,0.00327522330270869,NA,NA,NA,NA,NA,0.210874438567308
"Mammalia",0.14,"total","TRUE","39","beta",1.76505258195184,NA,-1.28659527006862,NA,NA,NA,NA,NA,0.210874438567308
"Mammalia",0.14,"line","TRUE","39","p",0.000299092067795215,NA,0.0738490539328538,NA,NA,NA,NA,NA,0.0838051543012252
"Mammalia",0.14,"line","TRUE","39","beta",1.37534106310642,NA,-0.776556778248512,NA,NA,NA,NA,NA,0.0838051543012252
"Mammalia",0.14,"sine","FALSE","60","p",0.000299092067795215,NA,0.0738490539328538,NA,NA,NA,NA,NA,0.46161538559422
"Mammalia",0.14,"sine","FALSE","60","beta",1.37534106310642,NA,-0.776556778248512,NA,NA,NA,NA,NA,0.46161538559422
"Mammalia",0.14,"ltr","TRUE","39","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.104263521486189
"Mammalia",0.14,"ltr","TRUE","39","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.104263521486189
"Mammalia",0.14,"dna","FALSE","60","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.378408851533977
"Mammalia",0.14,"dna","FALSE","60","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.378408851533977
"Mammalia",0.14,"rc","FALSE","60","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.49530285143566
"Mammalia",0.14,"rc","FALSE","60","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.49530285143566
"Actinopterygii",0.14,"total","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.14,"total","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.14,"line","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.14,"line","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.14,"sine","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.131904406398577
"Actinopterygii",0.14,"sine","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.131904406398577
"Actinopterygii",0.14,"ltr","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.14,"ltr","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.14,"dna","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.14,"dna","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.14,"rc","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.14,"rc","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0642305826000198
"Sauria",0.14,"total","TRUE","19","p",0.000652292133876742,NA,0.0599051375969331,NA,NA,NA,NA,NA,0.192919692120929
"Sauria",0.14,"total","TRUE","19","beta",1.62553866604779,NA,-0.955590612134992,NA,NA,NA,NA,NA,0.192919692120929
"Sauria",0.14,"line","TRUE","19","p",0.000729665816163294,0.00126541991649254,0.000611555629563387,0.00401503609868081,0.00198259112879651,0.0136928887400831,0.00529345239388768,0.016889393716736,0.777537622083821
"Sauria",0.14,"line","TRUE","19","beta",-10.7082110703502,0.320833720595445,13.9619436428602,130.741894044913,-0.393008806670416,-3.39859037708993,-161.213844720562,4.26168234183547,0.777537622083821
"Sauria",0.14,"sine","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.14,"sine","TRUE","19","beta",0.867465882115564,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.14,"ltr","TRUE","19","p",0.000175990318300956,NA,0.0615518034799112,NA,NA,NA,NA,NA,0.190721924264401
"Sauria",0.14,"ltr","TRUE","19","beta",1.42739670182062,NA,-0.691562476058804,NA,NA,NA,NA,NA,0.190721924264401
"Sauria",0.14,"dna","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.14,"dna","TRUE","19","beta",0.867465882115564,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.14,"rc","TRUE","18","p",0.0863964994052857,0.0314917384508637,0.0441362329121655,NA,0.0951895777511815,NA,NA,NA,0.512912326087182
"Sauria",0.14,"rc","TRUE","18","beta",-2.09470952870828,0.0744929490255295,3.41396537872009,NA,-0.0815129137957191,NA,NA,NA,0.512912326087182
"Total",0.15,"total","TRUE","93","p",6.0446110339285e-09,NA,2.03908515885587e-05,NA,NA,NA,NA,NA,0.181725826931108
"Total",0.15,"total","TRUE","93","beta",1.96999149312304,NA,-1.40233704411276,NA,NA,NA,NA,NA,0.181725826931108
"Total",0.15,"line","TRUE","93","p",2.13085470401886e-05,NA,0.022456755160341,NA,NA,NA,NA,NA,0.0559415075709917
"Total",0.15,"line","TRUE","93","beta",1.42026550633974,NA,-0.731882453436822,NA,NA,NA,NA,NA,0.0559415075709917
"Total",0.15,"sine","TRUE","93","p",4.64865771885314e-05,NA,NA,0.151035288911077,NA,NA,NA,NA,0.0225237953778918
"Total",0.15,"sine","TRUE","93","beta",0.789411560245373,NA,NA,1.13899535464638,NA,NA,NA,NA,0.0225237953778918
"Total",0.15,"ltr","TRUE","93","p",4.78128137082479e-08,NA,0.000144925907843874,NA,NA,NA,NA,NA,0.147439273936349
"Total",0.15,"ltr","TRUE","93","beta",1.81436462091005,NA,-1.23241525391986,NA,NA,NA,NA,NA,0.147439273936349
"Total",0.15,"dna","TRUE","93","p",0.000164306977048945,NA,0.112146356195562,0.0238296223366525,NA,NA,0.0456851045501376,NA,0.154827464294527
"Total",0.15,"dna","TRUE","93","beta",1.62323493099625,NA,-0.767907923781376,-24.4531968704829,NA,NA,24.6948699762112,NA,0.154827464294527
"Total",0.15,"rc","TRUE","92","p",2.3172475338562e-07,NA,0.046161702798172,0.00416712620410475,NA,NA,NA,NA,0.211133627360752
"Total",0.15,"rc","TRUE","92","beta",1.1799359588402,NA,-0.346616320422996,-19.0419164457458,NA,NA,NA,NA,0.211133627360752
"Mammalia",0.15,"total","TRUE","39","p",6.62478537516442e-06,NA,0.00327522330270869,NA,NA,NA,NA,NA,0.210874438567308
"Mammalia",0.15,"total","TRUE","39","beta",1.76505258195184,NA,-1.28659527006862,NA,NA,NA,NA,NA,0.210874438567308
"Mammalia",0.15,"line","TRUE","39","p",0.000299092067795215,NA,0.0738490539328538,NA,NA,NA,NA,NA,0.0838051543012252
"Mammalia",0.15,"line","TRUE","39","beta",1.37534106310642,NA,-0.776556778248512,NA,NA,NA,NA,NA,0.0838051543012252
"Mammalia",0.15,"sine","FALSE","59","p",0.000299092067795215,NA,0.0738490539328538,NA,NA,NA,NA,NA,0.416875604356172
"Mammalia",0.15,"sine","FALSE","59","beta",1.37534106310642,NA,-0.776556778248512,NA,NA,NA,NA,NA,0.416875604356172
"Mammalia",0.15,"ltr","TRUE","39","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.104263521486189
"Mammalia",0.15,"ltr","TRUE","39","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.104263521486189
"Mammalia",0.15,"dna","FALSE","59","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.361916424673027
"Mammalia",0.15,"dna","FALSE","59","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.361916424673027
"Mammalia",0.15,"rc","FALSE","59","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.512726804423251
"Mammalia",0.15,"rc","FALSE","59","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.512726804423251
"Actinopterygii",0.15,"total","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.15,"total","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.15,"line","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.15,"line","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.15,"sine","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.131904406398577
"Actinopterygii",0.15,"sine","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.131904406398577
"Actinopterygii",0.15,"ltr","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.15,"ltr","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.15,"dna","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.15,"dna","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.15,"rc","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.15,"rc","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0642305826000198
"Sauria",0.15,"total","TRUE","19","p",0.000652292133876742,NA,0.0599051375969331,NA,NA,NA,NA,NA,0.192919692120929
"Sauria",0.15,"total","TRUE","19","beta",1.62553866604779,NA,-0.955590612134992,NA,NA,NA,NA,NA,0.192919692120929
"Sauria",0.15,"line","TRUE","19","p",0.000729665816163294,0.00126541991649254,0.000611555629563387,0.00401503609868081,0.00198259112879651,0.0136928887400831,0.00529345239388768,0.016889393716736,0.777537622083821
"Sauria",0.15,"line","TRUE","19","beta",-10.7082110703502,0.320833720595445,13.9619436428602,130.741894044913,-0.393008806670416,-3.39859037708993,-161.213844720562,4.26168234183547,0.777537622083821
"Sauria",0.15,"sine","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.15,"sine","TRUE","19","beta",0.867465882115564,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.15,"ltr","TRUE","19","p",0.000175990318300956,NA,0.0615518034799112,NA,NA,NA,NA,NA,0.190721924264401
"Sauria",0.15,"ltr","TRUE","19","beta",1.42739670182062,NA,-0.691562476058804,NA,NA,NA,NA,NA,0.190721924264401
"Sauria",0.15,"dna","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.15,"dna","TRUE","19","beta",0.867465882115564,NA,NA,NA,NA,NA,NA,NA,0
"Sauria",0.15,"rc","TRUE","18","p",0.0863964994052857,0.0314917384508637,0.0441362329121655,NA,0.0951895777511815,NA,NA,NA,0.512912326087182
"Sauria",0.15,"rc","TRUE","18","beta",-2.09470952870828,0.0744929490255295,3.41396537872009,NA,-0.0815129137957191,NA,NA,NA,0.512912326087182
"Total",0.16,"total","TRUE","93","p",6.0446110339285e-09,NA,2.03908515885587e-05,NA,NA,NA,NA,NA,0.181725826931108
"Total",0.16,"total","TRUE","93","beta",1.96999149312304,NA,-1.40233704411276,NA,NA,NA,NA,NA,0.181725826931108
"Total",0.16,"line","TRUE","93","p",2.13085470401886e-05,NA,0.022456755160341,NA,NA,NA,NA,NA,0.0559415075709917
"Total",0.16,"line","TRUE","93","beta",1.42026550633974,NA,-0.731882453436822,NA,NA,NA,NA,NA,0.0559415075709917
"Total",0.16,"sine","TRUE","93","p",4.64865771885314e-05,NA,NA,0.151035288911077,NA,NA,NA,NA,0.0225237953778918
"Total",0.16,"sine","TRUE","93","beta",0.789411560245373,NA,NA,1.13899535464638,NA,NA,NA,NA,0.0225237953778918
"Total",0.16,"ltr","TRUE","93","p",4.78128137082479e-08,NA,0.000144925907843874,NA,NA,NA,NA,NA,0.147439273936349
"Total",0.16,"ltr","TRUE","93","beta",1.81436462091005,NA,-1.23241525391986,NA,NA,NA,NA,NA,0.147439273936349
"Total",0.16,"dna","TRUE","93","p",0.000164306977048945,NA,0.112146356195562,0.0238296223366525,NA,NA,0.0456851045501376,NA,0.154827464294527
"Total",0.16,"dna","TRUE","93","beta",1.62323493099625,NA,-0.767907923781376,-24.4531968704829,NA,NA,24.6948699762112,NA,0.154827464294527
"Total",0.16,"rc","TRUE","92","p",2.3172475338562e-07,NA,0.046161702798172,0.00416712620410475,NA,NA,NA,NA,0.211133627360752
"Total",0.16,"rc","TRUE","92","beta",1.1799359588402,NA,-0.346616320422996,-19.0419164457458,NA,NA,NA,NA,0.211133627360752
"Mammalia",0.16,"total","TRUE","39","p",6.62478537516442e-06,NA,0.00327522330270869,NA,NA,NA,NA,NA,0.210874438567308
"Mammalia",0.16,"total","TRUE","39","beta",1.76505258195184,NA,-1.28659527006862,NA,NA,NA,NA,NA,0.210874438567308
"Mammalia",0.16,"line","TRUE","39","p",0.000299092067795215,NA,0.0738490539328538,NA,NA,NA,NA,NA,0.0838051543012252
"Mammalia",0.16,"line","TRUE","39","beta",1.37534106310642,NA,-0.776556778248512,NA,NA,NA,NA,NA,0.0838051543012252
"Mammalia",0.16,"sine","FALSE","59","p",0.000299092067795215,NA,0.0738490539328538,NA,NA,NA,NA,NA,0.416875604356172
"Mammalia",0.16,"sine","FALSE","59","beta",1.37534106310642,NA,-0.776556778248512,NA,NA,NA,NA,NA,0.416875604356172
"Mammalia",0.16,"ltr","TRUE","39","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.104263521486189
"Mammalia",0.16,"ltr","TRUE","39","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.104263521486189
"Mammalia",0.16,"dna","FALSE","59","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.361916424673027
"Mammalia",0.16,"dna","FALSE","59","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.361916424673027
"Mammalia",0.16,"rc","FALSE","59","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.512726804423251
"Mammalia",0.16,"rc","FALSE","59","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.512726804423251
"Actinopterygii",0.16,"total","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.16,"total","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.16,"line","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.16,"line","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.16,"sine","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.131904406398577
"Actinopterygii",0.16,"sine","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.131904406398577
"Actinopterygii",0.16,"ltr","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.16,"ltr","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.16,"dna","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.16,"dna","FALSE","44","beta",1.95284436058168,NA,-1.56955948301712,NA,NA,NA,NA,NA,0.0642305826000198
"Actinopterygii",0.16,"rc","FALSE","44","p",0.00155642253915844,NA,0.0449674208831312,NA,NA,NA,NA,NA,0.0642305826000198
