"response","clade","dropped.species","predictor","coef"
"rsq","Mammalia","gorilla_gorilla","(Intercept)",0.519687472997941
"rsq","Mammalia","gorilla_gorilla","age.sine",0.0181526745586692
"rsq","Mammalia","gorilla_gorilla","prop.sine",-0.238960846361826
"rsq","Mammalia","gorilla_gorilla","age.sine:prop.sine",1.88866294588602
"rsq","Mammalia","homo_sapiens","(Intercept)",0.527515092698217
"rsq","Mammalia","homo_sapiens","age.sine",-0.00200357712146968
"rsq","Mammalia","homo_sapiens","prop.sine",-0.292777263343322
"rsq","Mammalia","homo_sapiens","age.sine:prop.sine",2.03287072375966
"rsq","Mammalia","loxodonta_africana","(Intercept)",0.51696579057281
"rsq","Mammalia","loxodonta_africana","age.sine",0.0233984785877978
"rsq","Mammalia","loxodonta_africana","prop.sine",-0.227595394125815
"rsq","Mammalia","loxodonta_africana","age.sine:prop.sine",1.85454395008355
"rsq","Mammalia","lynx_canadensis","(Intercept)",0.520532261941118
"rsq","Mammalia","lynx_canadensis","age.sine",0.019181791173769
"rsq","Mammalia","lynx_canadensis","prop.sine",-0.228531120000058
"rsq","Mammalia","lynx_canadensis","age.sine:prop.sine",1.85846913656559
"rsq","Mammalia","macaca_fascicularis","(Intercept)",0.519833360557212
"rsq","Mammalia","macaca_fascicularis","age.sine",0.0184533251312975
"rsq","Mammalia","macaca_fascicularis","prop.sine",-0.236747640735608
"rsq","Mammalia","macaca_fascicularis","age.sine:prop.sine",1.88145574918348
"rsq","Mammalia","macaca_mulatta","(Intercept)",0.519652965119522
"rsq","Mammalia","macaca_mulatta","age.sine",0.0187396428824155
"rsq","Mammalia","macaca_mulatta","prop.sine",-0.236354834270252
"rsq","Mammalia","macaca_mulatta","age.sine:prop.sine",1.88073955973668
"rsq","Mammalia","microcebus_murinus","(Intercept)",0.50397164955621
"rsq","Mammalia","microcebus_murinus","age.sine",0.0420562904907833
"rsq","Mammalia","microcebus_murinus","prop.sine",-0.209685889457089
"rsq","Mammalia","microcebus_murinus","age.sine:prop.sine",1.8414856330305
"rsq","Mammalia","microtus_ochrogaster","(Intercept)",0.518899139036873
"rsq","Mammalia","microtus_ochrogaster","age.sine",0.0089837625909423
"rsq","Mammalia","microtus_ochrogaster","prop.sine",-0.226593740618369
"rsq","Mammalia","microtus_ochrogaster","age.sine:prop.sine",1.86199394773107
"rsq","Mammalia","monodelphis_domestica","(Intercept)",0.515281088283245
"rsq","Mammalia","monodelphis_domestica","age.sine",0.0232439009427606
"rsq","Mammalia","monodelphis_domestica","prop.sine",-0.200308676930356
"rsq","Mammalia","monodelphis_domestica","age.sine:prop.sine",1.73319399988305
"rsq","Mammalia","monodon_monoceros","(Intercept)",0.525928237051392
"rsq","Mammalia","monodon_monoceros","age.sine",0.00930500728072639
"rsq","Mammalia","monodon_monoceros","prop.sine",-0.247521149817925
"rsq","Mammalia","monodon_monoceros","age.sine:prop.sine",1.89796803478325
"rsq","Mammalia","mus_caroli","(Intercept)",0.518901322104297
"rsq","Mammalia","mus_caroli","age.sine",0.0208241241131439
"rsq","Mammalia","mus_caroli","prop.sine",-0.231798358333514
"rsq","Mammalia","mus_caroli","age.sine:prop.sine",1.86856843807907
"rsq","Mammalia","mus_musculus","(Intercept)",0.520817470639178
"rsq","Mammalia","mus_musculus","age.sine",0.0243973010959097
"rsq","Mammalia","mus_musculus","prop.sine",-0.242846685642352
"rsq","Mammalia","mus_musculus","age.sine:prop.sine",1.90304304738147
"rsq","Mammalia","mus_spretus","(Intercept)",0.518942929996437
"rsq","Mammalia","mus_spretus","age.sine",0.0185577774050723
"rsq","Mammalia","mus_spretus","prop.sine",-0.231111660391149
"rsq","Mammalia","mus_spretus","age.sine:prop.sine",1.86855627156588
"rsq","Mammalia","nomascus_leucogenys","(Intercept)",0.520699179684707
"rsq","Mammalia","nomascus_leucogenys","age.sine",0.014651248118812
"rsq","Mammalia","nomascus_leucogenys","prop.sine",-0.250178718193073
"rsq","Mammalia","nomascus_leucogenys","age.sine:prop.sine",1.92041445399018
"rsq","Mammalia","ornithorhynchus_anatinus","(Intercept)",0.514619832925303
"rsq","Mammalia","ornithorhynchus_anatinus","age.sine",0.00545635230459768
"rsq","Mammalia","ornithorhynchus_anatinus","prop.sine",-0.230512885614435
"rsq","Mammalia","ornithorhynchus_anatinus","age.sine:prop.sine",1.99768240155557
"rsq","Mammalia","oryctolagus_cuniculus","(Intercept)",0.520722771000538
"rsq","Mammalia","oryctolagus_cuniculus","age.sine",0.0220596535052222
"rsq","Mammalia","oryctolagus_cuniculus","prop.sine",-0.236037989258851
"rsq","Mammalia","oryctolagus_cuniculus","age.sine:prop.sine",1.84799715766222
"rsq","Mammalia","ovis_aries_rambouillet","(Intercept)",0.503829576623376
"rsq","Mammalia","ovis_aries_rambouillet","age.sine",0.0390647064583764
"rsq","Mammalia","ovis_aries_rambouillet","prop.sine",-0.201522104050902
"rsq","Mammalia","ovis_aries_rambouillet","age.sine:prop.sine",1.81314147515595
"rsq","Mammalia","pan_paniscus","(Intercept)",0.519268899131649
"rsq","Mammalia","pan_paniscus","age.sine",0.021199358319075
"rsq","Mammalia","pan_paniscus","prop.sine",-0.226720200496551
"rsq","Mammalia","pan_paniscus","age.sine:prop.sine",1.85214613345284
"rsq","Mammalia","pan_troglodytes","(Intercept)",0.52291812286996
"rsq","Mammalia","pan_troglodytes","age.sine",0.0107160105431487
"rsq","Mammalia","pan_troglodytes","prop.sine",-0.256976351592702
"rsq","Mammalia","pan_troglodytes","age.sine:prop.sine",1.9352722400206
"rsq","Mammalia","panthera_leo","(Intercept)",0.517379828481504
"rsq","Mammalia","panthera_leo","age.sine",0.0225649339822275
"rsq","Mammalia","panthera_leo","prop.sine",-0.230576730070643
"rsq","Mammalia","panthera_leo","age.sine:prop.sine",1.86540776115973
"rsq","Mammalia","papio_anubis","(Intercept)",0.517870143341391
"rsq","Mammalia","papio_anubis","age.sine",0.0228895948845254
"rsq","Mammalia","papio_anubis","prop.sine",-0.226194020458544
"rsq","Mammalia","papio_anubis","age.sine:prop.sine",1.85434455138682
"rsq","Mammalia","peromyscus_maniculatus_bairdii","(Intercept)",0.52400719337171
"rsq","Mammalia","peromyscus_maniculatus_bairdii","age.sine",0.00982023563936955
"rsq","Mammalia","peromyscus_maniculatus_bairdii","prop.sine",-0.269137618563741
"rsq","Mammalia","peromyscus_maniculatus_bairdii","age.sine:prop.sine",2.03554437937989
"rsq","Mammalia","phocoena_sinus","(Intercept)",0.525130751099318
"rsq","Mammalia","phocoena_sinus","age.sine",0.0100408870191078
"rsq","Mammalia","phocoena_sinus","prop.sine",-0.245537518537264
"rsq","Mammalia","phocoena_sinus","age.sine:prop.sine",1.89522229100859
"rsq","Mammalia","physeter_catodon","(Intercept)",0.524509934324425
"rsq","Mammalia","physeter_catodon","age.sine",0.0114300758835546
"rsq","Mammalia","physeter_catodon","prop.sine",-0.241120642337929
"rsq","Mammalia","physeter_catodon","age.sine:prop.sine",1.88206618381414
"rsq","Mammalia","pongo_abelii","(Intercept)",0.510919567976501
"rsq","Mammalia","pongo_abelii","age.sine",0.0363409063988988
"rsq","Mammalia","pongo_abelii","prop.sine",-0.187907878316238
"rsq","Mammalia","pongo_abelii","age.sine:prop.sine",1.77505932722952
"rsq","Mammalia","rattus_norvegicus","(Intercept)",0.518851442435935
"rsq","Mammalia","rattus_norvegicus","age.sine",0.0167590828805737
"rsq","Mammalia","rattus_norvegicus","prop.sine",-0.229649672261039
"rsq","Mammalia","rattus_norvegicus","age.sine:prop.sine",1.86485435482031
"rsq","Mammalia","rhinolophus_ferrumequinum","(Intercept)",0.508961286082044
"rsq","Mammalia","rhinolophus_ferrumequinum","age.sine",0.0912830149780518
"rsq","Mammalia","rhinolophus_ferrumequinum","prop.sine",-0.189467796768734
"rsq","Mammalia","rhinolophus_ferrumequinum","age.sine:prop.sine",1.61254072720521
"rsq","Mammalia","sarcophilus_harrisii","(Intercept)",0.5324772178519
"rsq","Mammalia","sarcophilus_harrisii","age.sine",-0.0324378673950155
"rsq","Mammalia","sarcophilus_harrisii","prop.sine",-0.245542223236264
"rsq","Mammalia","sarcophilus_harrisii","age.sine:prop.sine",1.90278154121538
"rsq","Mammalia","sciurus_vulgaris","(Intercept)",0.516222923233451
"rsq","Mammalia","sciurus_vulgaris","age.sine",0.0130386470064849
"rsq","Mammalia","sciurus_vulgaris","prop.sine",-0.22176093498111
"rsq","Mammalia","sciurus_vulgaris","age.sine:prop.sine",1.85545937807711
"rsq","Mammalia","suricata_suricatta","(Intercept)",0.533672225539227
"rsq","Mammalia","suricata_suricatta","age.sine",-0.010283341254587
"rsq","Mammalia","suricata_suricatta","prop.sine",-0.261800320149905
"rsq","Mammalia","suricata_suricatta","age.sine:prop.sine",2.04919351816611
"rsq","Mammalia","sus_scrofa","(Intercept)",0.524484201697231
"rsq","Mammalia","sus_scrofa","age.sine",0.0128396376762999
"rsq","Mammalia","sus_scrofa","prop.sine",-0.262210967610913
"rsq","Mammalia","sus_scrofa","age.sine:prop.sine",1.90718828193877
"rsq","Mammalia","theropithecus_gelada","(Intercept)",0.506829031813537
"rsq","Mammalia","theropithecus_gelada","age.sine",0.0480129384920757
"rsq","Mammalia","theropithecus_gelada","prop.sine",-0.166014013112172
"rsq","Mammalia","theropithecus_gelada","age.sine:prop.sine",1.69932849910477
"rsq","Mammalia","zalophus_californianus","(Intercept)",0.527740450134989
"rsq","Mammalia","zalophus_californianus","age.sine",0.00835332232832608
"rsq","Mammalia","zalophus_californianus","prop.sine",-0.245544632209472
"rsq","Mammalia","zalophus_californianus","age.sine:prop.sine",1.88874291817949
"rsq","Actinopterygii","amphiprion_percula","(Intercept)",0.7801983336073
"rsq","Actinopterygii","amphiprion_percula","age.sine",-0.280550601007455
"rsq","Actinopterygii","amphiprion_percula","prop.dna",0.314371336611495
"rsq","Actinopterygii","amphiprion_percula","prop.others",-0.325870119150401
"rsq","Actinopterygii","amphiprion_percula","prop.sine",0.317139959486555
"rsq","Actinopterygii","amphiprion_percula","prop.unknown",-0.353694174746861
"rsq","Actinopterygii","anabas_testudineus","(Intercept)",0.793377673177052
"rsq","Actinopterygii","anabas_testudineus","age.sine",-0.244053868768097
"rsq","Actinopterygii","anabas_testudineus","prop.dna",0.316293324607766
"rsq","Actinopterygii","anabas_testudineus","prop.others",-0.330811693462114
"rsq","Actinopterygii","anabas_testudineus","prop.sine",0.320747990594119
"rsq","Actinopterygii","anabas_testudineus","prop.unknown",-0.398238693463534
"rsq","Actinopterygii","astatotilapia_calliptera","(Intercept)",0.77648768347461
"rsq","Actinopterygii","astatotilapia_calliptera","age.sine",-0.27464515714498
"rsq","Actinopterygii","astatotilapia_calliptera","prop.dna",0.309438498969777
"rsq","Actinopterygii","astatotilapia_calliptera","prop.others",-0.321502874784754
"rsq","Actinopterygii","astatotilapia_calliptera","prop.sine",0.325018843435576
"rsq","Actinopterygii","astatotilapia_calliptera","prop.unknown",-0.357626496127696
"rsq","Actinopterygii","betta_splendens","(Intercept)",0.779392252453885
"rsq","Actinopterygii","betta_splendens","age.sine",-0.277667917407653
"rsq","Actinopterygii","betta_splendens","prop.dna",0.31720106795863
"rsq","Actinopterygii","betta_splendens","prop.others",-0.322420949965656
"rsq","Actinopterygii","betta_splendens","prop.sine",0.320512217974015
"rsq","Actinopterygii","betta_splendens","prop.unknown",-0.363510412947957
"rsq","Actinopterygii","clupea_harengus","(Intercept)",0.773913223406102
"rsq","Actinopterygii","clupea_harengus","age.sine",-0.280527909739791
"rsq","Actinopterygii","clupea_harengus","prop.dna",0.323104177409025
"rsq","Actinopterygii","clupea_harengus","prop.others",-0.317106830271254
"rsq","Actinopterygii","clupea_harengus","prop.sine",0.335204747677328
"rsq","Actinopterygii","clupea_harengus","prop.unknown",-0.379549998660214
"rsq","Actinopterygii","cynoglossus_semilaevis","(Intercept)",0.78733423257573
"rsq","Actinopterygii","cynoglossus_semilaevis","age.sine",-0.279720453411754
"rsq","Actinopterygii","cynoglossus_semilaevis","prop.dna",0.31932137577298
"rsq","Actinopterygii","cynoglossus_semilaevis","prop.others",-0.327521838792041
"rsq","Actinopterygii","cynoglossus_semilaevis","prop.sine",0.31954504986945
"rsq","Actinopterygii","cynoglossus_semilaevis","prop.unknown",-0.374750965716695
"rsq","Actinopterygii","cyprinus_carpio_carpio","(Intercept)",0.766840409550706
"rsq","Actinopterygii","cyprinus_carpio_carpio","age.sine",-0.242157429321938
"rsq","Actinopterygii","cyprinus_carpio_carpio","prop.dna",0.26839463778991
"rsq","Actinopterygii","cyprinus_carpio_carpio","prop.others",-0.377511613878003
"rsq","Actinopterygii","cyprinus_carpio_carpio","prop.sine",0.34581722924577
"rsq","Actinopterygii","cyprinus_carpio_carpio","prop.unknown",-0.308859082555003
"rsq","Actinopterygii","dicentrarchus_labrax","(Intercept)",0.775415750411144
"rsq","Actinopterygii","dicentrarchus_labrax","age.sine",-0.279559458711064
"rsq","Actinopterygii","dicentrarchus_labrax","prop.dna",0.333580563791022
"rsq","Actinopterygii","dicentrarchus_labrax","prop.others",-0.33032077312293
"rsq","Actinopterygii","dicentrarchus_labrax","prop.sine",0.319105785424996
"rsq","Actinopterygii","dicentrarchus_labrax","prop.unknown",-0.371812615309732
"rsq","Actinopterygii","electrophorus_electricus","(Intercept)",0.782563190344267
"rsq","Actinopterygii","electrophorus_electricus","age.sine",-0.324793090043422
"rsq","Actinopterygii","electrophorus_electricus","prop.dna",0.343858470815679
"rsq","Actinopterygii","electrophorus_electricus","prop.others",-0.31369439375213
"rsq","Actinopterygii","electrophorus_electricus","prop.sine",0.287059397916941
"rsq","Actinopterygii","electrophorus_electricus","prop.unknown",-0.357157073484655
"rsq","Actinopterygii","erpetoichthys_calabaricus","(Intercept)",0.797677636605841
"rsq","Actinopterygii","erpetoichthys_calabaricus","age.sine",-0.305413566776001
"rsq","Actinopterygii","erpetoichthys_calabaricus","prop.dna",0.326207602384872
"rsq","Actinopterygii","erpetoichthys_calabaricus","prop.others",-0.379246940578295
"rsq","Actinopterygii","erpetoichthys_calabaricus","prop.sine",0.304638701798832
"rsq","Actinopterygii","erpetoichthys_calabaricus","prop.unknown",-0.363358366638417
"rsq","Actinopterygii","esox_lucius","(Intercept)",0.782078170931735
"rsq","Actinopterygii","esox_lucius","age.sine",-0.290007365962077
"rsq","Actinopterygii","esox_lucius","prop.dna",0.309496479045792
"rsq","Actinopterygii","esox_lucius","prop.others",-0.319451337195122
"rsq","Actinopterygii","esox_lucius","prop.sine",0.322630899260843
"rsq","Actinopterygii","esox_lucius","prop.unknown",-0.358866500448198
"rsq","Actinopterygii","gadus_morhua","(Intercept)",0.779002873398312
"rsq","Actinopterygii","gadus_morhua","age.sine",-0.27701572545117
"rsq","Actinopterygii","gadus_morhua","prop.dna",0.309323415284232
"rsq","Actinopterygii","gadus_morhua","prop.others",-0.32178312708035
"rsq","Actinopterygii","gadus_morhua","prop.sine",0.32075947836566
"rsq","Actinopterygii","gadus_morhua","prop.unknown",-0.351351495146923
"rsq","Actinopterygii","gasterosteus_aculeatus","(Intercept)",0.769474011531777
"rsq","Actinopterygii","gasterosteus_aculeatus","age.sine",-0.261992703028792
"rsq","Actinopterygii","gasterosteus_aculeatus","prop.dna",0.314797568864301
"rsq","Actinopterygii","gasterosteus_aculeatus","prop.others",-0.320642946831664
"rsq","Actinopterygii","gasterosteus_aculeatus","prop.sine",0.326137267560831
"rsq","Actinopterygii","gasterosteus_aculeatus","prop.unknown",-0.357668705237459
"rsq","Actinopterygii","larimichthys_crocea","(Intercept)",0.767422252946461
"rsq","Actinopterygii","larimichthys_crocea","age.sine",-0.268342992666214
"rsq","Actinopterygii","larimichthys_crocea","prop.dna",0.326902944566672
"rsq","Actinopterygii","larimichthys_crocea","prop.others",-0.315364106029841
"rsq","Actinopterygii","larimichthys_crocea","prop.sine",0.317824972224301
"rsq","Actinopterygii","larimichthys_crocea","prop.unknown",-0.363023851328475
"rsq","Actinopterygii","lepisosteus_oculatus","(Intercept)",0.781288678957891
"rsq","Actinopterygii","lepisosteus_oculatus","age.sine",-0.270134903417089
"rsq","Actinopterygii","lepisosteus_oculatus","prop.dna",0.298735525960697
"rsq","Actinopterygii","lepisosteus_oculatus","prop.others",-0.334938180379073
"rsq","Actinopterygii","lepisosteus_oculatus","prop.sine",0.358505914935753
"rsq","Actinopterygii","lepisosteus_oculatus","prop.unknown",-0.370924523289378
"rsq","Actinopterygii","mastacembelus_armatus","(Intercept)",0.805926400658351
"rsq","Actinopterygii","mastacembelus_armatus","age.sine",-0.28524958429327
"rsq","Actinopterygii","mastacembelus_armatus","prop.dna",0.322499295190582
"rsq","Actinopterygii","mastacembelus_armatus","prop.others",-0.328640013948537
"rsq","Actinopterygii","mastacembelus_armatus","prop.sine",0.309774532696839
"rsq","Actinopterygii","mastacembelus_armatus","prop.unknown",-0.396767815916578
"rsq","Actinopterygii","nothobranchius_furzeri","(Intercept)",0.782480345713541
"rsq","Actinopterygii","nothobranchius_furzeri","age.sine",-0.287238959677859
"rsq","Actinopterygii","nothobranchius_furzeri","prop.dna",0.334894728845478
"rsq","Actinopterygii","nothobranchius_furzeri","prop.others",-0.32317147263156
"rsq","Actinopterygii","nothobranchius_furzeri","prop.sine",0.310087921779001
"rsq","Actinopterygii","nothobranchius_furzeri","prop.unknown",-0.381941272257751
"rsq","Actinopterygii","oncorhynchus_kisutch","(Intercept)",0.779193535450484
"rsq","Actinopterygii","oncorhynchus_kisutch","age.sine",-0.277610227127793
"rsq","Actinopterygii","oncorhynchus_kisutch","prop.dna",0.317564616801439
"rsq","Actinopterygii","oncorhynchus_kisutch","prop.others",-0.322505697749645
"rsq","Actinopterygii","oncorhynchus_kisutch","prop.sine",0.320710215851816
"rsq","Actinopterygii","oncorhynchus_kisutch","prop.unknown",-0.363468720615271
"rsq","Actinopterygii","oncorhynchus_mykiss","(Intercept)",0.77968582427534
"rsq","Actinopterygii","oncorhynchus_mykiss","age.sine",-0.276379523702192
"rsq","Actinopterygii","oncorhynchus_mykiss","prop.dna",0.315478279543798
"rsq","Actinopterygii","oncorhynchus_mykiss","prop.others",-0.322867780615594
"rsq","Actinopterygii","oncorhynchus_mykiss","prop.sine",0.319688429914994
"rsq","Actinopterygii","oncorhynchus_mykiss","prop.unknown",-0.363491165262228
"rsq","Actinopterygii","oncorhynchus_tshawytscha","(Intercept)",0.778724819406428
"rsq","Actinopterygii","oncorhynchus_tshawytscha","age.sine",-0.273596889810715
"rsq","Actinopterygii","oncorhynchus_tshawytscha","prop.dna",0.313733560225885
"rsq","Actinopterygii","oncorhynchus_tshawytscha","prop.others",-0.318319949857479
"rsq","Actinopterygii","oncorhynchus_tshawytscha","prop.sine",0.321117456979561
"rsq","Actinopterygii","oncorhynchus_tshawytscha","prop.unknown",-0.365459473465224
"rsq","Actinopterygii","oreochromis_aureus","(Intercept)",0.787296228755856
"rsq","Actinopterygii","oreochromis_aureus","age.sine",-0.296771523396143
"rsq","Actinopterygii","oreochromis_aureus","prop.dna",0.322507601238226
"rsq","Actinopterygii","oreochromis_aureus","prop.others",-0.326990534773452
"rsq","Actinopterygii","oreochromis_aureus","prop.sine",0.292297062625125
"rsq","Actinopterygii","oreochromis_aureus","prop.unknown",-0.358294881917816
"rsq","Actinopterygii","oreochromis_niloticus","(Intercept)",0.779542655940855
"rsq","Actinopterygii","oreochromis_niloticus","age.sine",-0.279082695001137
"rsq","Actinopterygii","oreochromis_niloticus","prop.dna",0.317805507947561
"rsq","Actinopterygii","oreochromis_niloticus","prop.others",-0.32017455628086
"rsq","Actinopterygii","oreochromis_niloticus","prop.sine",0.322782469640022
"rsq","Actinopterygii","oreochromis_niloticus","prop.unknown",-0.36539735942857
"rsq","Actinopterygii","oryzias_javanicus","(Intercept)",0.803120948275833
"rsq","Actinopterygii","oryzias_javanicus","age.sine",-0.318497690012351
"rsq","Actinopterygii","oryzias_javanicus","prop.dna",0.374349607818933
"rsq","Actinopterygii","oryzias_javanicus","prop.others",-0.349066141114374
"rsq","Actinopterygii","oryzias_javanicus","prop.sine",0.363285110071953
"rsq","Actinopterygii","oryzias_javanicus","prop.unknown",-0.486415444598661
"rsq","Actinopterygii","oryzias_latipes","(Intercept)",0.785815029506637
"rsq","Actinopterygii","oryzias_latipes","age.sine",-0.2954517299786
"rsq","Actinopterygii","oryzias_latipes","prop.dna",0.313293199732735
"rsq","Actinopterygii","oryzias_latipes","prop.others",-0.316514840378468
"rsq","Actinopterygii","oryzias_latipes","prop.sine",0.299368162317938
"rsq","Actinopterygii","oryzias_latipes","prop.unknown",-0.334433341747662
"rsq","Actinopterygii","poecilia_reticulata","(Intercept)",0.781787004156986
"rsq","Actinopterygii","poecilia_reticulata","age.sine",-0.274715711933135
"rsq","Actinopterygii","poecilia_reticulata","prop.dna",0.320622704396625
"rsq","Actinopterygii","poecilia_reticulata","prop.others",-0.325006821555978
"rsq","Actinopterygii","poecilia_reticulata","prop.sine",0.316063688093937
"rsq","Actinopterygii","poecilia_reticulata","prop.unknown",-0.366478525153612
"rsq","Actinopterygii","salarias_fasciatus","(Intercept)",0.778213174304869
"rsq","Actinopterygii","salarias_fasciatus","age.sine",-0.266825217622571
"rsq","Actinopterygii","salarias_fasciatus","prop.dna",0.311541503168103
"rsq","Actinopterygii","salarias_fasciatus","prop.others",-0.317959789661487
"rsq","Actinopterygii","salarias_fasciatus","prop.sine",0.318947236874435
"rsq","Actinopterygii","salarias_fasciatus","prop.unknown",-0.360482844191719
"rsq","Actinopterygii","salmo_salar","(Intercept)",0.779318047681171
"rsq","Actinopterygii","salmo_salar","age.sine",-0.279488944111603
"rsq","Actinopterygii","salmo_salar","prop.dna",0.318218110788959
"rsq","Actinopterygii","salmo_salar","prop.others",-0.324354804234277
"rsq","Actinopterygii","salmo_salar","prop.sine",0.32105869480549
"rsq","Actinopterygii","salmo_salar","prop.unknown",-0.361885836295817
"rsq","Actinopterygii","salmo_trutta","(Intercept)",0.776321607455185
"rsq","Actinopterygii","salmo_trutta","age.sine",-0.290807206068695
"rsq","Actinopterygii","salmo_trutta","prop.dna",0.366611781422707
"rsq","Actinopterygii","salmo_trutta","prop.others",-0.374769263832209
"rsq","Actinopterygii","salmo_trutta","prop.sine",0.343134293359992
"rsq","Actinopterygii","salmo_trutta","prop.unknown",-0.370118792113724
"rsq","Actinopterygii","scophthalmus_maximus","(Intercept)",0.784388830741408
"rsq","Actinopterygii","scophthalmus_maximus","age.sine",-0.254916717740636
"rsq","Actinopterygii","scophthalmus_maximus","prop.dna",0.232028427207614
"rsq","Actinopterygii","scophthalmus_maximus","prop.others",-0.209854419478276
"rsq","Actinopterygii","scophthalmus_maximus","prop.sine",0.318928541568571
"rsq","Actinopterygii","scophthalmus_maximus","prop.unknown",-0.340055410620874
"rsq","Actinopterygii","sparus_aurata","(Intercept)",0.782887029756124
"rsq","Actinopterygii","sparus_aurata","age.sine",-0.279706652758946
"rsq","Actinopterygii","sparus_aurata","prop.dna",0.303769706430029
"rsq","Actinopterygii","sparus_aurata","prop.others",-0.313934073352165
"rsq","Actinopterygii","sparus_aurata","prop.sine",0.304931822189839
"rsq","Actinopterygii","sparus_aurata","prop.unknown",-0.338424321300034
"rsq","Actinopterygii","takifugu_rubripes","(Intercept)",0.771787662250643
"rsq","Actinopterygii","takifugu_rubripes","age.sine",-0.285574450709039
"rsq","Actinopterygii","takifugu_rubripes","prop.dna",0.318634627130406
"rsq","Actinopterygii","takifugu_rubripes","prop.others",-0.319188295483604
"rsq","Actinopterygii","takifugu_rubripes","prop.sine",0.323219483035377
"rsq","Actinopterygii","takifugu_rubripes","prop.unknown",-0.352125830851139
"rsq","Actinopterygii","tetraodon_nigroviridis","(Intercept)",0.721073810920573
"rsq","Actinopterygii","tetraodon_nigroviridis","age.sine",-0.201312977957044
"rsq","Actinopterygii","tetraodon_nigroviridis","prop.dna",0.309916939215755
"rsq","Actinopterygii","tetraodon_nigroviridis","prop.others",-0.305960843855382
"rsq","Actinopterygii","tetraodon_nigroviridis","prop.sine",0.344002743581407
"rsq","Actinopterygii","tetraodon_nigroviridis","prop.unknown",-0.317208824032777
"rsq","Actinopterygii","xiphophorus_couchianus","(Intercept)",0.765948675457565
"rsq","Actinopterygii","xiphophorus_couchianus","age.sine",-0.278865775800824
"rsq","Actinopterygii","xiphophorus_couchianus","prop.dna",0.309378728341478
"rsq","Actinopterygii","xiphophorus_couchianus","prop.others",-0.309723011869183
"rsq","Actinopterygii","xiphophorus_couchianus","prop.sine",0.33021448578628
"rsq","Actinopterygii","xiphophorus_couchianus","prop.unknown",-0.34882270798386
"rsq","Actinopterygii","xiphophorus_maculatus","(Intercept)",0.783386083577284
"rsq","Actinopterygii","xiphophorus_maculatus","age.sine",-0.279820432977539
"rsq","Actinopterygii","xiphophorus_maculatus","prop.dna",0.320533149156151
"rsq","Actinopterygii","xiphophorus_maculatus","prop.others",-0.317514964812085
"rsq","Actinopterygii","xiphophorus_maculatus","prop.sine",0.312871246169027
"rsq","Actinopterygii","xiphophorus_maculatus","prop.unknown",-0.366871950304629
"rsq","Sauropsida","anas_platyrhynchos","(Intercept)",0.380577902855269
"rsq","Sauropsida","anas_platyrhynchos","age.dna",-0.261584973992447
"rsq","Sauropsida","anas_platyrhynchos","age.line",-0.567713876606417
"rsq","Sauropsida","anas_platyrhynchos","age.ltr",1.82637742497036
"rsq","Sauropsida","anas_platyrhynchos","age.others",0.17788348865252
"rsq","Sauropsida","anas_platyrhynchos","age.sine",0.078092938166444
"rsq","Sauropsida","anas_platyrhynchos","age.unknown",0.673040919294781
"rsq","Sauropsida","anas_platyrhynchos","prop.dna",-4.74810079953517
"rsq","Sauropsida","anas_platyrhynchos","prop.line",-1.90803508332342
"rsq","Sauropsida","anas_platyrhynchos","prop.ltr",1.19670324717804
"rsq","Sauropsida","anas_platyrhynchos","prop.others",0.0767664095698844
"rsq","Sauropsida","anas_platyrhynchos","prop.sine",-1.06185467888199
"rsq","Sauropsida","anas_platyrhynchos","prop.unknown",5.48078329403952
"rsq","Sauropsida","anas_platyrhynchos","age.dna:prop.dna",-12.7662287135303
"rsq","Sauropsida","anas_platyrhynchos","age.line:prop.line",5.01549672947048
"rsq","Sauropsida","anas_platyrhynchos","age.ltr:prop.ltr",-5.35648537974485
"rsq","Sauropsida","anas_platyrhynchos","age.sine:prop.sine",9.86833789092498
"rsq","Sauropsida","anas_platyrhynchos","age.unknown:prop.unknown",-5.22516060277171
"rsq","Sauropsida","aquila_chrysaetos_chrysaetos","(Intercept)",0.834993800630079
"rsq","Sauropsida","aquila_chrysaetos_chrysaetos","age.dna",-0.092396792278003
"rsq","Sauropsida","aquila_chrysaetos_chrysaetos","age.line",-0.047591840838328
"rsq","Sauropsida","aquila_chrysaetos_chrysaetos","age.ltr",0.555032343222641
"rsq","Sauropsida","aquila_chrysaetos_chrysaetos","age.others",0.00508913322826113
"rsq","Sauropsida","aquila_chrysaetos_chrysaetos","age.sine",-0.0216437130741263
"rsq","Sauropsida","aquila_chrysaetos_chrysaetos","age.unknown",0.0227490525461682
"rsq","Sauropsida","aquila_chrysaetos_chrysaetos","prop.dna",-1.4191657604958
"rsq","Sauropsida","aquila_chrysaetos_chrysaetos","prop.line",-0.607040396050436
"rsq","Sauropsida","aquila_chrysaetos_chrysaetos","prop.ltr",0.219028097442714
"rsq","Sauropsida","aquila_chrysaetos_chrysaetos","prop.others",0.120076008618606
"rsq","Sauropsida","aquila_chrysaetos_chrysaetos","prop.sine",-0.159102559251265
"rsq","Sauropsida","aquila_chrysaetos_chrysaetos","prop.unknown",1.10363388363817
"rsq","Sauropsida","aquila_chrysaetos_chrysaetos","age.dna:prop.dna",-3.93740566508138
"rsq","Sauropsida","aquila_chrysaetos_chrysaetos","age.line:prop.line",1.63656015253333
