"file","lower","N","assem_sz"
"./GCA_020141845.1/GCA_020141845.1_ASM2014184v1_genomic.fna",29987692,25907,140909489
"./GCA_003401745.1/GCA_003401745.1_ASM340174v1_genomic.fna",31523929,2700,140695325
"./GCA_020142045.1/GCA_020142045.1_ASM2014204v1_genomic.fna",30653526,40738,143507691
"./GCA_039694015.1/GCA_039694015.1_ASM3969401v1_genomic.fna",46291907,0,164018880
"./GCA_029775355.1/GCA_029775355.1_ASM2977535v1_genomic.fna",26852047,234174,133881014
"./GCA_020141815.1/GCA_020141815.1_ASM2014181v1_genomic.fna",28793728,41210,138464972
"./GCA_927718715.1/GCA_927718715.1_dmsj23_genome_assembly_genomic.fna",24394046,97901,131445390
"./GCA_042606465.1/GCA_042606465.1_ASM4260646v1_genomic.fna",50737854,18252,170264804
"./GCA_029775595.1/GCA_029775595.1_ASM2977559v1_genomic.fna",26783480,234174,133881014
"./GCA_029775375.1/GCA_029775375.1_ASM2977537v1_genomic.fna",26855643,234174,133881014
"./GCA_029775275.1/GCA_029775275.1_ASM2977527v1_genomic.fna",26843960,234174,133881014
"./GCA_020141735.1/GCA_020141735.1_ASM2014173v1_genomic.fna",28006009,36629,136868611
"./GCA_003401685.1/GCA_003401685.1_ASM340168v1_genomic.fna",28868448,5100,137711966
"./GCA_039694025.1/GCA_039694025.1_ASM3969402v1_genomic.fna",46003006,0,162735553
"./GCA_020142055.1/GCA_020142055.1_ASM2014205v1_genomic.fna",28092045,62314,138298198
"./GCA_003401735.1/GCA_003401735.1_ASM340173v1_genomic.fna",29334389,5500,137674840
"./GCA_020142005.1/GCA_020142005.1_ASM2014200v1_genomic.fna",30958943,28790,140926747
"./GCA_003401885.1/GCA_003401885.1_ASM340188v1_genomic.fna",26300504,7000,133230044
"./GCA_003401795.1/GCA_003401795.1_ASM340179v1_genomic.fna",26904409,7500,133345688
"./GCA_002050065.1/GCA_002050065.1_CA_8.1_PBcR_genomic.fna",31988479,0,138504223
"./GCA_029775095.1/GCA_029775095.1_ASM2977509v1_genomic.fna",26843840,234174,133881014
"./GCA_003401915.1/GCA_003401915.1_ASM340191v1_genomic.fna",30803361,6596,146883831
"./GCA_029775115.1/GCA_029775115.1_ASM2977511v1_genomic.fna",26838780,234174,133881014
"./GCA_020141625.1/GCA_020141625.1_ASM2014162v1_genomic.fna",27882002,51001,137010669
"./GCA_020141505.1/GCA_020141505.1_ASM2014150v1_genomic.fna",28539288,33719,139168118
"./GCA_002310755.1/GCA_002310755.1_ASM231075v1_genomic.fna",20696057,373816,120381462
"./GCA_029775175.1/GCA_029775175.1_ASM2977517v1_genomic.fna",26850664,234174,133881014
"./GCA_029775575.1/GCA_029775575.1_ASM2977557v1_genomic.fna",26801989,234174,133881014
"./GCA_020141855.1/GCA_020141855.1_ASM2014185v1_genomic.fna",29671901,37042,141119011
"./GCA_029775215.1/GCA_029775215.1_ASM2977521v1_genomic.fna",26859264,234174,133881014
"./GCA_029775335.1/GCA_029775335.1_ASM2977533v1_genomic.fna",26859021,234174,133881014
"./GCA_020141665.1/GCA_020141665.1_ASM2014166v1_genomic.fna",31637957,172514,144002617
"./GCA_029775815.1/GCA_029775815.1_ASM2977581v1_genomic.fna",26794427,234174,133881014
"./GCA_029775635.1/GCA_029775635.1_ASM2977563v1_genomic.fna",26809467,234174,133881014
"./GCA_003402005.1/GCA_003402005.1_ASM340200v1_genomic.fna",28093188,6000,136266650
"./GCA_002300595.1/GCA_002300595.1_Dmel_A4_1.0_genomic.fna",33475306,3553,144139057
"./GCF_000001215.4/GCF_000001215.4_Release_6_plus_ISO1_MT_genomic.fna",32123836,1155021,143858380
"./GCA_003401805.1/GCA_003401805.1_ASM340180v1_genomic.fna",29365790,13801,142361898
"./GCA_029775675.1/GCA_029775675.1_ASM2977567v1_genomic.fna",26778432,234174,133881014
"./GCA_003402055.1/GCA_003402055.1_ASM340205v1_genomic.fna",28244164,6212,136197728
"./GCA_003401975.1/GCA_003401975.1_ASM340197v1_genomic.fna",29522760,8000,137490685
"./GCA_927717585.1/GCA_927717585.1_dmgoth101_genome_assembly_genomic.fna",24664080,110301,130608653
"./GCA_020142025.1/GCA_020142025.1_ASM2014202v1_genomic.fna",29906557,38506,142126719
"./GCA_037075385.1/GCA_037075385.1_ASM3707538v1_genomic.fna",31595114,5402,142083761
"./GCA_020141795.1/GCA_020141795.1_ASM2014179v1_genomic.fna",29088104,27031,138701743
"./GCA_020141875.1/GCA_020141875.1_ASM2014187v1_genomic.fna",28516880,32834,138156328
"./GCA_020141955.1/GCA_020141955.1_ASM2014195v1_genomic.fna",36195843,27174,148453406
"./GCA_029775255.1/GCA_029775255.1_ASM2977525v1_genomic.fna",26856473,234174,133881014
"./GCA_029775455.1/GCA_029775455.1_ASM2977545v1_genomic.fna",26874919,234174,133881014
"./GCA_029775475.1/GCA_029775475.1_ASM2977547v1_genomic.fna",26792171,234174,133881014
"./GCA_018904365.1/GCA_018904365.1_ASM1890436v1_genomic.fna",35088403,1419,144737058
"./GCA_015832445.1/GCA_015832445.1_ASM1583244v1_genomic.fna",36456703,32400,149106054
"./GCA_003397115.2/GCA_003397115.2_ASM339711v2_genomic.fna",28398391,7300,137465048
"./GCA_029775775.1/GCA_029775775.1_ASM2977577v1_genomic.fna",26808798,234174,133881014
"./GCA_004798075.2/GCA_004798075.2_ASM479807v2_genomic.fna",29797982,411156,141576113
"./GCA_029775795.1/GCA_029775795.1_ASM2977579v1_genomic.fna",26786162,234174,133881014
"./GCA_029775395.1/GCA_029775395.1_ASM2977539v1_genomic.fna",26865559,234174,133881014
"./GCA_029775295.1/GCA_029775295.1_ASM2977529v1_genomic.fna",26844182,234174,133881014
"./GCA_020141515.1/GCA_020141515.1_ASM2014151v1_genomic.fna",28321586,22301,136667522
"./GCA_000778455.1/GCA_000778455.1_CA_8.2_MHAP_genomic.fna",43233745,0,164159368
"./GCA_000705575.1/GCA_000705575.1_D._melanogaster_TruSeq_synthetic_long-read_assembly_genomic.fna",33430894,0,153717821
"./GCA_003402015.1/GCA_003402015.1_ASM340201v1_genomic.fna",27281379,7502,136264318
"./GCA_020141575.1/GCA_020141575.1_ASM2014157v1_genomic.fna",31289385,34701,142583412
"./GCA_029775195.1/GCA_029775195.1_ASM2977519v1_genomic.fna",26859191,234174,133881014
"./GCA_029775515.1/GCA_029775515.1_ASM2977551v1_genomic.fna",26801117,234174,133881014
"./GCA_020169495.1/GCA_020169495.1_ASM2016949v1_genomic.fna",27233914,21582,135270212
"./GCA_003401855.1/GCA_003401855.1_ASM340185v1_genomic.fna",28729014,6590,138940450
"./GCA_020141595.1/GCA_020141595.1_ASM2014159v1_genomic.fna",29511904,44301,142410348
"./GCA_048772135.1/GCA_048772135.1_ASM4877213v1_genomic.fna",44230934,1800,161632237
"./GCA_029775655.1/GCA_029775655.1_ASM2977565v1_genomic.fna",26760762,234174,133881014
"./GCA_049306965.1/GCA_049306965.1_GRCz12tu_genomic.fna",746549358,0,1448794632
"./GCA_040368725.1/GCA_040368725.1_Danio_rerio_NIES_1.0_genomic.fna",626258897,48219795,1345002137
"./GCA_903684865.1/GCA_903684865.1_fDreABH1.1_genomic.fna",666977867,197709,1354204099
"./GCA_020184715.1/GCA_020184715.1_ASM2018471v1_genomic.fna",699101935,13200,1401252533
"./GCA_033170195.3/GCA_033170195.3_ASM3317019v3_genomic.fna",745783525,0,1446657406
"./GCF_000002035.6/GCF_000002035.6_GRCz11_genomic.fna",813170791,4696482,1679426633
"./GCA_903798175.1/GCA_903798175.1_fDreNAz3.1_genomic.fna",577943908,243772084,1469642503
"./GCA_001483285.2/GCA_001483285.2_CG2v2.0_genomic.fna",620889335,1553100,1298263433
"./GCA_025582565.1/GCA_025582565.1_CG1v2.0_genomic.fna",618190242,1598900,1295194183
"./GCA_020064045.1/GCA_020064045.1_ZF1_MM_RP_genomic.fna",711893882,0,1419440899
"./GCA_903798165.1/GCA_903798165.1_fDreCBz1.1_genomic.fna",564523478,217857092,1428021277
"./GCA_944039275.1/GCA_944039275.1_fDanRer4.1_genomic.fna",715881152,122395,1413681954
"./GCA_000767325.1/GCA_000767325.1_WGS31_genomic.fna",710017991,10896565,1414998196
"./GCA_018400075.1/GCA_018400075.1_ASM1840007v1_genomic.fna",656614844,1845030,1338640462
"./GCA_000002035.4/GCA_000002035.4_GRCz11_genomic.fna",813166775,4695406,1679393491
"./GCA_903798185.1/GCA_903798185.1_fDreABz2.1_genomic.fna",583306039,173125556,1408585100
"./GCA_903684855.2/GCA_903684855.2_fDreTuH1.2_genomic.fna",671144044,82890,1360583018
"./GCA_001487895.1/GCA_001487895.1_Zebrafish_Genome_Assembly_WGS32_genomic.fna",666492094,45113730,1451187363
"./GCA_008692375.1/GCA_008692375.1_ASM869237v1_genomic.fna",625328752,3919707,1306189870
"./GCA_025582595.1/GCA_025582595.1_AB3v2.0_genomic.fna",728770600,1097900,1517274525
"./GCA_046463955.1/GCA_046463955.1_ASM4646395v1_genomic.fna",215423311,0,1054515325
"./GCA_040436655.1/GCA_040436655.1_ASM4043665v1_genomic.fna",256499581,700,1105043172
"./GCA_034769275.1/GCA_034769275.1_CVASU_Gallus_Gallus_GG1F_genomic.fna",182511156,3525100,996232623
"./GCA_024206055.2/GCA_024206055.2_GGswu_genomic.fna",249816092,5572,1100930151
"./GCA_025370635.1/GCA_025370635.1_ASM2537063v1_genomic.fna",203600526,504800,1031362957
"./GCA_024686355.1/GCA_024686355.1_ASM2468635v1_genomic.fna",196193484,97205,1017926091
"./GCA_024652985.1/GCA_024652985.1_ASM2465298v1_genomic.fna",198210434,430334,1023665536
"./GCA_030914265.2/GCA_030914265.2_ASM3091426v2_genomic.fna",203097769,139816,1035893405
"./GCF_000002315.6/GCF_000002315.6_GRCg6a_genomic.fna",217072264,9785353,1065418511
"./GCA_030914275.2/GCA_030914275.2_ASM3091427v2_genomic.fna",197169524,90779,1025981000
"./GCA_034509845.1/GCA_034509845.1_ASM3450984v1_genomic.fna",268586409,0,1119307919
"./GCA_040436645.1/GCA_040436645.1_ASM4043664v1_genomic.fna",249613377,600,1097858499
"./GCA_024686285.1/GCA_024686285.1_ASM2468628v1_genomic.fna",200684917,112708,1022431111
"./GCF_016700215.2/GCF_016700215.2_bGalGal1.pat.whiteleghornlayer.GRCg7w_genomic.fna",212438038,4496587,1050559435
"./GCA_024686275.1/GCA_024686275.1_ASM2468627v1_genomic.fna",200473602,0,1042279050
"./GCA_027408205.1/GCA_027408205.1_bGalGal5.alt_genomic.fna",190106242,92,912097667
"./GCA_024686465.1/GCA_024686465.1_ASM2468646v1_genomic.fna",199890468,132906,1030187233
"./GCA_016699485.1/GCA_016699485.1_bGalGal1.mat.broiler.GRCg7b_genomic.fna",216372781,3384068,1053361170
"./GCA_024679325.1/GCA_024679325.1_ASM2467932v1_genomic.fna",197076487,25358170,1085681787
"./GCA_033088195.1/GCA_033088195.1_CAU_Silkie_1.0_genomic.fna",232986198,5025,1080562346
"./GCA_034769225.1/GCA_034769225.1_CVASU_Gallus_Gallus_GG1M_genomic.fna",180069745,3564100,991205814
"./GCA_027408225.1/GCA_027408225.1_bGalGal5.pri_genomic.fna",266904487,2157079,1109072283
"./GCA_024679765.1/GCA_024679765.1_ASM2467976v1_genomic.fna",193648063,25360092,1063710922
"./GCA_039997075.1/GCA_039997075.1_ASM3999707v1_genomic.fna",195776396,10800,1023197797
"./GCA_024653045.1/GCA_024653045.1_ASM2465304v1_genomic.fna",204849457,537090,1036464403
"./GCA_024652995.1/GCA_024652995.1_ASM2465299v1_genomic.fna",207181074,570884,1036819037
"./GCA_024679905.1/GCA_024679905.1_ASM2467990v1_genomic.fna",197804857,24298303,1075041827
"./GCA_024679415.1/GCA_024679415.1_ASM2467941v1_genomic.fna",189055726,25830978,1048700409
"./GCA_027557775.1/GCA_027557775.1_bGalGal4.pri_genomic.fna",254998559,2821884,1094308413
"./GCA_000002315.5/GCA_000002315.5_GRCg6a_genomic.fna",216065569,9784889,1065406732
"./GCA_024686315.1/GCA_024686315.1_ASM2468631v1_genomic.fna",199435643,31886472,1093338649
"./GCF_016699485.2/GCF_016699485.2_bGalGal1.mat.broiler.GRCg7b_genomic.fna",216373602,3384132,1053362854
"./GCA_002798355.1/GCA_002798355.1_Ogye1.0_genomic.fna",185318388,19226601,1021201541
"./GCA_024687005.1/GCA_024687005.1_ASM2468700v1_genomic.fna",191044422,23747059,1060266053
"./GCA_024679355.1/GCA_024679355.1_ASM2467935v1_genomic.fna",202633255,52398206,1129664650
"./GCA_034509885.1/GCA_034509885.1_ASM3450988v1_genomic.fna",280813453,0,1137031246
"./GCA_024679375.1/GCA_024679375.1_ASM2467937v1_genomic.fna",197183549,36371194,1093066078
"./GCA_024653025.1/GCA_024653025.1_ASM2465302v1_genomic.fna",200195216,412656,1025045989
"./GCA_024686295.1/GCA_024686295.1_ASM2468629v1_genomic.fna",199237182,31567710,1102481170
"./GCA_034509865.1/GCA_034509865.1_ASM3450986v1_genomic.fna",270652874,0,1123342873
"./GCA_024653035.1/GCA_024653035.1_ASM2465303v1_genomic.fna",198379961,423499,1018269819
"./GCA_030979905.2/GCA_030979905.2_ASM3097990v2_genomic.fna",198547749,242322,1027477105
"./GCA_030849555.2/GCA_030849555.2_ASM3084955v2_genomic.fna",202555568,117544,1037094869
"./GCA_024679395.1/GCA_024679395.1_ASM2467939v1_genomic.fna",202397105,35187565,1117841473
"./GCA_041920315.1/GCA_041920315.1_ASM4192031v1_genomic.fna",279397193,16679,1136108510
"./GCA_027408255.1/GCA_027408255.1_bGalGal4.alt_genomic.fna",183632498,13,886054715
"./GCA_016700215.2/GCA_016700215.2_bGalGal1.pat.whiteleghornlayer.GRCg7w_WZ_genomic.fna",212420538,4496525,1050537867
"./GCA_029233705.1/GCA_029233705.1_ASM2923370v1_genomic.fna",857197511,5010,2520900000
"./GCA_043792745.1/GCA_043792745.1_ASM4379274v1_genomic.fna",1164690095,6930526,2894400000
"./GCA_029237205.1/GCA_029237205.1_ASM2923720v1_genomic.fna",853475325,7959,2517210000
"./GCA_000001635.9/GCA_000001635.9_GRCm39_genomic.fna",967260249,73600703,2728230000
"./GCA_947599735.1/GCA_947599735.1_LP_J_v3_genomic.fna",1123255883,348164,2856370000
"./GCA_921998905.2/GCA_921998905.2_CBA_J_v3_genomic.fna",851213556,12014933,2520520000
"./GCA_029237445.1/GCA_029237445.1_ASM2923744v1_genomic.fna",860651971,5934,2528370000
"./GCA_921998355.2/GCA_921998355.2_A_J_v3_genomic.fna",853126916,15412147,2528280000
"./GCA_029255665.1/GCA_029255665.1_ASM2925566v1_genomic.fna",859187259,3521,2524420000
"./GCA_964188545.1/GCA_964188545.1_CAST_EiJ_T2T_v1_genomic.fna",1195762136,3015303,2950600000
"./GCA_029233295.1/GCA_029233295.1_ASM2923329v1_genomic.fna",859011954,2907,2524740000
"./GCA_029237405.1/GCA_029237405.1_ASM2923740v1_genomic.fna",855630467,7729,2516430000
"./GCA_964188535.1/GCA_964188535.1_C57BL_6J_T2T_v1_genomic.fna",1089129109,3989246,2731330000
"./GCA_029255695.1/GCA_029255695.1_ASM2925569v1_genomic.fna",860158723,4297,2526800000
"./GCA_921999865.2/GCA_921999865.2_C57BL_6NJ_v3_genomic.fna",850963930,6079453,2514630000
"./GCA_921999095.2/GCA_921999095.2_JF1_MsJ_v3_genomic.fna",967765763,115853,2727590000
"./GCF_000001635.27/GCF_000001635.27_GRCm39_genomic.fna",967259241,73600764,2728230000
"./GCA_043972725.1/GCA_043972725.1_ASM4397272v1_genomic.fna",1010018841,40361,2720460000
"./GCA_921997125.2/GCA_921997125.2_C3H_HeJ_v3_genomic.fna",850921965,24071608,2532450000
"./GCA_029237265.1/GCA_029237265.1_ASM2923726v1_genomic.fna",843262099,4091,2511860000
"./GCA_029234035.1/GCA_029234035.1_ASM2923403v1_genomic.fna",851491621,6855,2513170000
"./GCA_949316315.1/GCA_949316315.1_mMusMuc1.1_genomic.fna",1063696871,20200,2770990000
"./GCA_029237415.1/GCA_029237415.1_ASM2923741v1_genomic.fna",864917741,13879,2535440000
"./GCA_029233695.1/GCA_029233695.1_ASM2923369v1_genomic.fna",845254810,2960,2509430000
"./GCA_029234015.1/GCA_029234015.1_ASM2923401v1_genomic.fna",851327653,3570,2504300000
"./GCA_947593165.1/GCA_947593165.1_NZO_HlLtJ_v3_genomic.fna",1098044321,45898,2822960000
"./GCA_921998315.2/GCA_921998315.2_DBA_2J_v3_genomic.fna",896892922,93627,2603210000
"./GCA_921998335.2/GCA_921998335.2_PWK_PhJ_v3_genomic.fna",841883579,2813974,2507150000
"./GCA_029237185.1/GCA_029237185.1_ASM2923718v1_genomic.fna",857612995,4106,2522810000
"./GCA_030265425.1/GCA_030265425.1_NEI_Mmus_1.0_genomic.fna",1035037162,48933382,2790920000
"./GCA_029237465.1/GCA_029237465.1_ASM2923746v1_genomic.fna",860670466,3975,2526890000
"./GCA_003774525.2/GCA_003774525.2_ASM377452v2_genomic.fna",852312987,263692100,2802760000
"./GCA_921997145.2/GCA_921997145.2_BALB_cJ_v3_genomic.fna",853433981,4941394,2519930000
"./GCA_921998325.2/GCA_921998325.2_NOD_ShiLtJ_v3_genomic.fna",849661860,12565515,2517380000
"./GCA_031763685.1/GCA_031763685.1_NOD_SCID_genomic.fna",1008309982,1195305,2717960000
"./GCA_029234525.1/GCA_029234525.1_ASM2923452v1_genomic.fna",852919823,5579,2516170000
"./GCA_029237225.1/GCA_029237225.1_ASM2923722v1_genomic.fna",854052275,3949,2517020000
"./GCA_043793115.1/GCA_043793115.1_ASM4379311v1_genomic.fna",1134328167,2060484,2855400000
"./GCA_029233825.1/GCA_029233825.1_ASM2923382v1_genomic.fna",848353685,4138,2513200000
"./GCA_029237485.1/GCA_029237485.1_ASM2923748v1_genomic.fna",860229683,5078,2526860000
"./GCA_921998555.2/GCA_921998555.2_129S1_SvImJ_v3_genomic.fna",849766948,10020189,2516280000
"./GCA_031761455.1/GCA_031761455.1_BALBC_Nude_genomic.fna",993896334,8448278,2754270000
"./GCA_029234005.1/GCA_029234005.1_ASM2923400v1_genomic.fna",856253701,10962,2517480000
"./GCA_029236065.1/GCA_029236065.1_ASM2923606v1_genomic.fna",858179028,5784,2522210000
