"clade","thrs","repeat","phylosig","n","stat","intercept","median.trans","rep.prop","median.trans:rep.prop","f2"
"Actinopterygii",0.14,"total","FALSE","45","beta",2.46583029250284,-2.06347040390772,-9.36537615418148,10.9342355667793,0.108654048859912
"Actinopterygii",0.14,"line","FALSE","45","p",3.18643134940227e-29,NA,NA,NA,0
"Actinopterygii",0.14,"line","FALSE","45","beta",0.719060766881804,NA,NA,NA,0
"Actinopterygii",0.14,"sine","FALSE","45","p",2.12018800599175e-19,NA,0.0251149216569028,NA,0.12524458543597
"Actinopterygii",0.14,"sine","FALSE","45","beta",0.643724877632604,NA,14.1755850923376,NA,0.12524458543597
"Actinopterygii",0.14,"ltr","FALSE","45","p",3.18643134940227e-29,NA,NA,NA,0
"Actinopterygii",0.14,"ltr","FALSE","45","beta",0.719060766881804,NA,NA,NA,0
"Actinopterygii",0.14,"dna","FALSE","45","p",2.44237793662117e-16,NA,0.104750348420436,NA,0.0638708602034976
"Actinopterygii",0.14,"dna","FALSE","45","beta",0.647479912467689,NA,0.816167474184504,NA,0.0638708602034976
"Actinopterygii",0.14,"rc","FALSE","45","p",3.18643134940227e-29,NA,NA,NA,0
"Actinopterygii",0.14,"rc","FALSE","45","beta",0.719060766881804,NA,NA,NA,0
"Sauria",0.14,"total","TRUE","19","p",0.000652292133876742,0.0599051375969331,NA,NA,0.239034071625293
"Sauria",0.14,"total","TRUE","19","beta",1.62553866604779,-0.955590612134992,NA,NA,0.239034071625293
"Sauria",0.14,"line","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,0
"Sauria",0.14,"line","TRUE","19","beta",0.867465882115564,NA,NA,NA,0
"Sauria",0.14,"sine","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,0
"Sauria",0.14,"sine","TRUE","19","beta",0.867465882115564,NA,NA,NA,0
"Sauria",0.14,"ltr","TRUE","19","p",0.000175990318300956,0.0615518034799112,NA,NA,0.235669209364214
"Sauria",0.14,"ltr","TRUE","19","beta",1.42739670182062,-0.691562476058804,NA,NA,0.235669209364214
"Sauria",0.14,"dna","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,0
"Sauria",0.14,"dna","TRUE","19","beta",0.867465882115564,NA,NA,NA,0
"Sauria",0.14,"rc","TRUE","18","p",1.02842409432924e-06,NA,NA,NA,0
"Sauria",0.14,"rc","TRUE","18","beta",0.867734602030614,NA,NA,NA,0
"Total",0.15,"total","TRUE","101","p",1.34670294027472e-07,6.07276817516933e-05,NA,NA,0.177311615936058
"Total",0.15,"total","TRUE","101","beta",2.07725865367975,-1.53812734027669,NA,NA,0.177311615936058
"Total",0.15,"line","TRUE","101","p",0.000786013921408424,0.103594096742635,NA,NA,0.0272609760481622
"Total",0.15,"line","TRUE","101","beta",1.32475910722777,-0.621407248226789,NA,NA,0.0272609760481622
"Total",0.15,"sine","TRUE","101","p",0.000420419945207584,NA,NA,NA,0
"Total",0.15,"sine","TRUE","101","beta",0.811666422401972,NA,NA,NA,0
"Total",0.15,"ltr","TRUE","101","p",4.26278072840347e-07,0.000188020359396024,NA,NA,0.152098827750671
"Total",0.15,"ltr","TRUE","101","beta",1.95863756584459,-1.41562332667529,NA,NA,0.152098827750671
"Total",0.15,"dna","TRUE","101","p",3.52707429065457e-05,NA,0.0183085467960673,NA,0.0581365822774539
"Total",0.15,"dna","TRUE","101","beta",1.00349332726705,NA,-2.86654239013496,NA,0.0581365822774539
"Total",0.15,"rc","TRUE","100","p",2.3086177125986e-05,NA,7.76719342225896e-05,NA,0.173665643680636
"Total",0.15,"rc","TRUE","100","beta",0.931017621398576,NA,-27.502471578594,NA,0.173665643680636
"Mammalia",0.15,"total","TRUE","46","p",2.02785310419173e-05,0.00208171271179669,NA,NA,0.2433141892104
"Mammalia",0.15,"total","TRUE","46","beta",2.03568335559204,-1.68110802975101,NA,NA,0.2433141892104
"Mammalia",0.15,"line","TRUE","46","p",0.00053393055974138,NA,NA,NA,0
"Mammalia",0.15,"line","TRUE","46","beta",0.789946163038712,NA,NA,NA,0
"Mammalia",0.15,"sine","FALSE","76","p",0.523225712133806,0.943387369732433,0.102692854319588,0.119316562569402,0.178625741943049
"Mammalia",0.15,"sine","FALSE","76","beta",0.435883774760854,0.0601151182602658,16.2053291314307,-18.7824472897245,0.178625741943049
"Mammalia",0.15,"ltr","TRUE","46","p",0.000340405978139335,0.00779404440210651,NA,NA,0.176715466598237
"Mammalia",0.15,"ltr","TRUE","46","beta",2.49095361789808,-2.33747942552277,NA,NA,0.176715466598237
"Mammalia",0.15,"dna","TRUE","46","p",0.00053393055974138,NA,NA,NA,0
"Mammalia",0.15,"dna","TRUE","46","beta",0.789946163038712,NA,NA,NA,0
"Mammalia",0.15,"rc","TRUE","46","p",0.00053393055974138,NA,NA,NA,0
"Mammalia",0.15,"rc","TRUE","46","beta",0.789946163038712,NA,NA,NA,0
"Actinopterygii",0.15,"total","FALSE","45","p",0.0574170832811001,0.169137091269615,0.0785021699463994,0.074396300492092,0.108654048859912
"Actinopterygii",0.15,"total","FALSE","45","beta",2.46583029250284,-2.06347040390772,-9.36537615418148,10.9342355667793,0.108654048859912
"Actinopterygii",0.15,"line","FALSE","45","p",3.18643134940227e-29,NA,NA,NA,0
"Actinopterygii",0.15,"line","FALSE","45","beta",0.719060766881804,NA,NA,NA,0
"Actinopterygii",0.15,"sine","FALSE","45","p",2.12018800599175e-19,NA,0.0251149216569028,NA,0.12524458543597
"Actinopterygii",0.15,"sine","FALSE","45","beta",0.643724877632604,NA,14.1755850923376,NA,0.12524458543597
"Actinopterygii",0.15,"ltr","FALSE","45","p",3.18643134940227e-29,NA,NA,NA,0
"Actinopterygii",0.15,"ltr","FALSE","45","beta",0.719060766881804,NA,NA,NA,0
"Actinopterygii",0.15,"dna","FALSE","45","p",2.44237793662117e-16,NA,0.104750348420436,NA,0.0638708602034976
"Actinopterygii",0.15,"dna","FALSE","45","beta",0.647479912467689,NA,0.816167474184504,NA,0.0638708602034976
"Actinopterygii",0.15,"rc","FALSE","45","p",3.18643134940227e-29,NA,NA,NA,0
"Actinopterygii",0.15,"rc","FALSE","45","beta",0.719060766881804,NA,NA,NA,0
"Sauria",0.15,"total","TRUE","19","p",0.000652292133876742,0.0599051375969331,NA,NA,0.239034071625293
"Sauria",0.15,"total","TRUE","19","beta",1.62553866604779,-0.955590612134992,NA,NA,0.239034071625293
"Sauria",0.15,"line","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,0
"Sauria",0.15,"line","TRUE","19","beta",0.867465882115564,NA,NA,NA,0
"Sauria",0.15,"sine","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,0
"Sauria",0.15,"sine","TRUE","19","beta",0.867465882115564,NA,NA,NA,0
"Sauria",0.15,"ltr","TRUE","19","p",0.000175990318300956,0.0615518034799112,NA,NA,0.235669209364214
"Sauria",0.15,"ltr","TRUE","19","beta",1.42739670182062,-0.691562476058804,NA,NA,0.235669209364214
"Sauria",0.15,"dna","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,0
"Sauria",0.15,"dna","TRUE","19","beta",0.867465882115564,NA,NA,NA,0
"Sauria",0.15,"rc","TRUE","18","p",1.02842409432924e-06,NA,NA,NA,0
"Sauria",0.15,"rc","TRUE","18","beta",0.867734602030614,NA,NA,NA,0
"Total",0.16,"total","TRUE","101","p",1.34670294027472e-07,6.07276817516933e-05,NA,NA,0.177311615936058
"Total",0.16,"total","TRUE","101","beta",2.07725865367975,-1.53812734027669,NA,NA,0.177311615936058
"Total",0.16,"line","TRUE","101","p",0.000786013921408424,0.103594096742635,NA,NA,0.0272609760481622
"Total",0.16,"line","TRUE","101","beta",1.32475910722777,-0.621407248226789,NA,NA,0.0272609760481622
"Total",0.16,"sine","TRUE","101","p",0.000420419945207584,NA,NA,NA,0
"Total",0.16,"sine","TRUE","101","beta",0.811666422401972,NA,NA,NA,0
"Total",0.16,"ltr","TRUE","101","p",4.26278072840347e-07,0.000188020359396024,NA,NA,0.152098827750671
"Total",0.16,"ltr","TRUE","101","beta",1.95863756584459,-1.41562332667529,NA,NA,0.152098827750671
"Total",0.16,"dna","TRUE","101","p",3.52707429065457e-05,NA,0.0183085467960673,NA,0.0581365822774539
"Total",0.16,"dna","TRUE","101","beta",1.00349332726705,NA,-2.86654239013496,NA,0.0581365822774539
"Total",0.16,"rc","TRUE","100","p",2.3086177125986e-05,NA,7.76719342225896e-05,NA,0.173665643680636
"Total",0.16,"rc","TRUE","100","beta",0.931017621398576,NA,-27.502471578594,NA,0.173665643680636
"Mammalia",0.16,"total","TRUE","46","p",2.02785310419173e-05,0.00208171271179669,NA,NA,0.2433141892104
"Mammalia",0.16,"total","TRUE","46","beta",2.03568335559204,-1.68110802975101,NA,NA,0.2433141892104
"Mammalia",0.16,"line","TRUE","46","p",0.00053393055974138,NA,NA,NA,0
"Mammalia",0.16,"line","TRUE","46","beta",0.789946163038712,NA,NA,NA,0
"Mammalia",0.16,"sine","FALSE","76","p",0.523225712133806,0.943387369732433,0.102692854319588,0.119316562569402,0.178625741943049
"Mammalia",0.16,"sine","FALSE","76","beta",0.435883774760854,0.0601151182602658,16.2053291314307,-18.7824472897245,0.178625741943049
"Mammalia",0.16,"ltr","TRUE","46","p",0.000340405978139335,0.00779404440210651,NA,NA,0.176715466598237
"Mammalia",0.16,"ltr","TRUE","46","beta",2.49095361789808,-2.33747942552277,NA,NA,0.176715466598237
"Mammalia",0.16,"dna","TRUE","46","p",0.00053393055974138,NA,NA,NA,0
"Mammalia",0.16,"dna","TRUE","46","beta",0.789946163038712,NA,NA,NA,0
"Mammalia",0.16,"rc","TRUE","46","p",0.00053393055974138,NA,NA,NA,0
"Mammalia",0.16,"rc","TRUE","46","beta",0.789946163038712,NA,NA,NA,0
"Actinopterygii",0.16,"total","FALSE","45","p",0.0574170832811001,0.169137091269615,0.0785021699463994,0.074396300492092,0.108654048859912
"Actinopterygii",0.16,"total","FALSE","45","beta",2.46583029250284,-2.06347040390772,-9.36537615418148,10.9342355667793,0.108654048859912
"Actinopterygii",0.16,"line","FALSE","45","p",3.18643134940227e-29,NA,NA,NA,0
"Actinopterygii",0.16,"line","FALSE","45","beta",0.719060766881804,NA,NA,NA,0
"Actinopterygii",0.16,"sine","FALSE","45","p",2.12018800599175e-19,NA,0.0251149216569028,NA,0.12524458543597
"Actinopterygii",0.16,"sine","FALSE","45","beta",0.643724877632604,NA,14.1755850923376,NA,0.12524458543597
"Actinopterygii",0.16,"ltr","FALSE","45","p",3.18643134940227e-29,NA,NA,NA,0
"Actinopterygii",0.16,"ltr","FALSE","45","beta",0.719060766881804,NA,NA,NA,0
"Actinopterygii",0.16,"dna","FALSE","45","p",2.44237793662117e-16,NA,0.104750348420436,NA,0.0638708602034976
"Actinopterygii",0.16,"dna","FALSE","45","beta",0.647479912467689,NA,0.816167474184504,NA,0.0638708602034976
"Actinopterygii",0.16,"rc","FALSE","45","p",3.18643134940227e-29,NA,NA,NA,0
"Actinopterygii",0.16,"rc","FALSE","45","beta",0.719060766881804,NA,NA,NA,0
"Sauria",0.16,"total","TRUE","19","p",0.000652292133876742,0.0599051375969331,NA,NA,0.239034071625293
"Sauria",0.16,"total","TRUE","19","beta",1.62553866604779,-0.955590612134992,NA,NA,0.239034071625293
"Sauria",0.16,"line","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,0
"Sauria",0.16,"line","TRUE","19","beta",0.867465882115564,NA,NA,NA,0
"Sauria",0.16,"sine","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,0
"Sauria",0.16,"sine","TRUE","19","beta",0.867465882115564,NA,NA,NA,0
"Sauria",0.16,"ltr","TRUE","19","p",0.000175990318300956,0.0615518034799112,NA,NA,0.235669209364214
"Sauria",0.16,"ltr","TRUE","19","beta",1.42739670182062,-0.691562476058804,NA,NA,0.235669209364214
"Sauria",0.16,"dna","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,0
"Sauria",0.16,"dna","TRUE","19","beta",0.867465882115564,NA,NA,NA,0
"Sauria",0.16,"rc","TRUE","18","p",1.02842409432924e-06,NA,NA,NA,0
"Sauria",0.16,"rc","TRUE","18","beta",0.867734602030614,NA,NA,NA,0
"Total",0.17,"total","TRUE","101","p",1.34670294027472e-07,6.07276817516933e-05,NA,NA,0.177311615936058
"Total",0.17,"total","TRUE","101","beta",2.07725865367975,-1.53812734027669,NA,NA,0.177311615936058
"Total",0.17,"line","TRUE","101","p",0.000786013921408424,0.103594096742635,NA,NA,0.0272609760481622
"Total",0.17,"line","TRUE","101","beta",1.32475910722777,-0.621407248226789,NA,NA,0.0272609760481622
"Total",0.17,"sine","TRUE","101","p",0.000420419945207584,NA,NA,NA,0
"Total",0.17,"sine","TRUE","101","beta",0.811666422401972,NA,NA,NA,0
"Total",0.17,"ltr","TRUE","101","p",4.26278072840347e-07,0.000188020359396024,NA,NA,0.152098827750671
"Total",0.17,"ltr","TRUE","101","beta",1.95863756584459,-1.41562332667529,NA,NA,0.152098827750671
"Total",0.17,"dna","TRUE","101","p",3.52707429065457e-05,NA,0.0183085467960673,NA,0.0581365822774539
"Total",0.17,"dna","TRUE","101","beta",1.00349332726705,NA,-2.86654239013496,NA,0.0581365822774539
"Total",0.17,"rc","TRUE","100","p",2.3086177125986e-05,NA,7.76719342225896e-05,NA,0.173665643680636
"Total",0.17,"rc","TRUE","100","beta",0.931017621398576,NA,-27.502471578594,NA,0.173665643680636
"Mammalia",0.17,"total","TRUE","46","p",2.02785310419173e-05,0.00208171271179669,NA,NA,0.2433141892104
"Mammalia",0.17,"total","TRUE","46","beta",2.03568335559204,-1.68110802975101,NA,NA,0.2433141892104
"Mammalia",0.17,"line","TRUE","46","p",0.00053393055974138,NA,NA,NA,0
"Mammalia",0.17,"line","TRUE","46","beta",0.789946163038712,NA,NA,NA,0
"Mammalia",0.17,"sine","FALSE","76","p",0.523225712133806,0.943387369732433,0.102692854319588,0.119316562569402,0.178625741943049
"Mammalia",0.17,"sine","FALSE","76","beta",0.435883774760854,0.0601151182602658,16.2053291314307,-18.7824472897245,0.178625741943049
"Mammalia",0.17,"ltr","TRUE","46","p",0.000340405978139335,0.00779404440210651,NA,NA,0.176715466598237
"Mammalia",0.17,"ltr","TRUE","46","beta",2.49095361789808,-2.33747942552277,NA,NA,0.176715466598237
"Mammalia",0.17,"dna","TRUE","46","p",0.00053393055974138,NA,NA,NA,0
"Mammalia",0.17,"dna","TRUE","46","beta",0.789946163038712,NA,NA,NA,0
"Mammalia",0.17,"rc","TRUE","46","p",0.00053393055974138,NA,NA,NA,0
"Mammalia",0.17,"rc","TRUE","46","beta",0.789946163038712,NA,NA,NA,0
"Actinopterygii",0.17,"total","FALSE","45","p",0.0574170832811001,0.169137091269615,0.0785021699463994,0.074396300492092,0.108654048859912
"Actinopterygii",0.17,"total","FALSE","45","beta",2.46583029250284,-2.06347040390772,-9.36537615418148,10.9342355667793,0.108654048859912
"Actinopterygii",0.17,"line","FALSE","45","p",3.18643134940227e-29,NA,NA,NA,0
"Actinopterygii",0.17,"line","FALSE","45","beta",0.719060766881804,NA,NA,NA,0
"Actinopterygii",0.17,"sine","FALSE","45","p",2.12018800599175e-19,NA,0.0251149216569028,NA,0.12524458543597
"Actinopterygii",0.17,"sine","FALSE","45","beta",0.643724877632604,NA,14.1755850923376,NA,0.12524458543597
"Actinopterygii",0.17,"ltr","FALSE","45","p",3.18643134940227e-29,NA,NA,NA,0
"Actinopterygii",0.17,"ltr","FALSE","45","beta",0.719060766881804,NA,NA,NA,0
"Actinopterygii",0.17,"dna","FALSE","45","p",2.44237793662117e-16,NA,0.104750348420436,NA,0.0638708602034976
"Actinopterygii",0.17,"dna","FALSE","45","beta",0.647479912467689,NA,0.816167474184504,NA,0.0638708602034976
"Actinopterygii",0.17,"rc","FALSE","45","p",3.18643134940227e-29,NA,NA,NA,0
"Actinopterygii",0.17,"rc","FALSE","45","beta",0.719060766881804,NA,NA,NA,0
"Sauria",0.17,"total","TRUE","19","p",0.000652292133876742,0.0599051375969331,NA,NA,0.239034071625293
"Sauria",0.17,"total","TRUE","19","beta",1.62553866604779,-0.955590612134992,NA,NA,0.239034071625293
"Sauria",0.17,"line","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,0
"Sauria",0.17,"line","TRUE","19","beta",0.867465882115564,NA,NA,NA,0
"Sauria",0.17,"sine","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,0
"Sauria",0.17,"sine","TRUE","19","beta",0.867465882115564,NA,NA,NA,0
"Sauria",0.17,"ltr","TRUE","19","p",0.000175990318300956,0.0615518034799112,NA,NA,0.235669209364214
"Sauria",0.17,"ltr","TRUE","19","beta",1.42739670182062,-0.691562476058804,NA,NA,0.235669209364214
"Sauria",0.17,"dna","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,0
"Sauria",0.17,"dna","TRUE","19","beta",0.867465882115564,NA,NA,NA,0
"Sauria",0.17,"rc","TRUE","18","p",1.02842409432924e-06,NA,NA,NA,0
"Sauria",0.17,"rc","TRUE","18","beta",0.867734602030614,NA,NA,NA,0
"Total",0.18,"total","TRUE","101","p",1.34670294027472e-07,6.07276817516933e-05,NA,NA,0.177311615936058
"Total",0.18,"total","TRUE","101","beta",2.07725865367975,-1.53812734027669,NA,NA,0.177311615936058
"Total",0.18,"line","TRUE","101","p",0.000786013921408424,0.103594096742635,NA,NA,0.0272609760481622
"Total",0.18,"line","TRUE","101","beta",1.32475910722777,-0.621407248226789,NA,NA,0.0272609760481622
"Total",0.18,"sine","TRUE","101","p",0.000420419945207584,NA,NA,NA,0
"Total",0.18,"sine","TRUE","101","beta",0.811666422401972,NA,NA,NA,0
"Total",0.18,"ltr","TRUE","101","p",4.26278072840347e-07,0.000188020359396024,NA,NA,0.152098827750671
"Total",0.18,"ltr","TRUE","101","beta",1.95863756584459,-1.41562332667529,NA,NA,0.152098827750671
"Total",0.18,"dna","TRUE","101","p",3.52707429065457e-05,NA,0.0183085467960673,NA,0.0581365822774539
"Total",0.18,"dna","TRUE","101","beta",1.00349332726705,NA,-2.86654239013496,NA,0.0581365822774539
"Total",0.18,"rc","TRUE","100","p",2.3086177125986e-05,NA,7.76719342225896e-05,NA,0.173665643680636
"Total",0.18,"rc","TRUE","100","beta",0.931017621398576,NA,-27.502471578594,NA,0.173665643680636
"Mammalia",0.18,"total","TRUE","46","p",2.02785310419173e-05,0.00208171271179669,NA,NA,0.2433141892104
"Mammalia",0.18,"total","TRUE","46","beta",2.03568335559204,-1.68110802975101,NA,NA,0.2433141892104
"Mammalia",0.18,"line","TRUE","46","p",0.00053393055974138,NA,NA,NA,0
"Mammalia",0.18,"line","TRUE","46","beta",0.789946163038712,NA,NA,NA,0
"Mammalia",0.18,"sine","FALSE","76","p",0.523225712133806,0.943387369732433,0.102692854319588,0.119316562569402,0.178625741943049
"Mammalia",0.18,"sine","FALSE","76","beta",0.435883774760854,0.0601151182602658,16.2053291314307,-18.7824472897245,0.178625741943049
"Mammalia",0.18,"ltr","TRUE","46","p",0.000340405978139335,0.00779404440210651,NA,NA,0.176715466598237
"Mammalia",0.18,"ltr","TRUE","46","beta",2.49095361789808,-2.33747942552277,NA,NA,0.176715466598237
"Mammalia",0.18,"dna","TRUE","46","p",0.00053393055974138,NA,NA,NA,0
"Mammalia",0.18,"dna","TRUE","46","beta",0.789946163038712,NA,NA,NA,0
"Mammalia",0.18,"rc","TRUE","46","p",0.00053393055974138,NA,NA,NA,0
"Mammalia",0.18,"rc","TRUE","46","beta",0.789946163038712,NA,NA,NA,0
"Actinopterygii",0.18,"total","FALSE","45","p",0.0574170832811001,0.169137091269615,0.0785021699463994,0.074396300492092,0.108654048859912
"Actinopterygii",0.18,"total","FALSE","45","beta",2.46583029250284,-2.06347040390772,-9.36537615418148,10.9342355667793,0.108654048859912
"Actinopterygii",0.18,"line","FALSE","45","p",3.18643134940227e-29,NA,NA,NA,0
"Actinopterygii",0.18,"line","FALSE","45","beta",0.719060766881804,NA,NA,NA,0
"Actinopterygii",0.18,"sine","FALSE","45","p",2.12018800599175e-19,NA,0.0251149216569028,NA,0.12524458543597
"Actinopterygii",0.18,"sine","FALSE","45","beta",0.643724877632604,NA,14.1755850923376,NA,0.12524458543597
"Actinopterygii",0.18,"ltr","FALSE","45","p",3.18643134940227e-29,NA,NA,NA,0
"Actinopterygii",0.18,"ltr","FALSE","45","beta",0.719060766881804,NA,NA,NA,0
"Actinopterygii",0.18,"dna","FALSE","45","p",2.44237793662117e-16,NA,0.104750348420436,NA,0.0638708602034976
"Actinopterygii",0.18,"dna","FALSE","45","beta",0.647479912467689,NA,0.816167474184504,NA,0.0638708602034976
"Actinopterygii",0.18,"rc","FALSE","45","p",3.18643134940227e-29,NA,NA,NA,0
"Actinopterygii",0.18,"rc","FALSE","45","beta",0.719060766881804,NA,NA,NA,0
"Sauria",0.18,"total","TRUE","19","p",0.000652292133876742,0.0599051375969331,NA,NA,0.239034071625293
"Sauria",0.18,"total","TRUE","19","beta",1.62553866604779,-0.955590612134992,NA,NA,0.239034071625293
"Sauria",0.18,"line","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,0
"Sauria",0.18,"line","TRUE","19","beta",0.867465882115564,NA,NA,NA,0
"Sauria",0.18,"sine","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,0
"Sauria",0.18,"sine","TRUE","19","beta",0.867465882115564,NA,NA,NA,0
"Sauria",0.18,"ltr","TRUE","19","p",0.000175990318300956,0.0615518034799112,NA,NA,0.235669209364214
"Sauria",0.18,"ltr","TRUE","19","beta",1.42739670182062,-0.691562476058804,NA,NA,0.235669209364214
"Sauria",0.18,"dna","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,0
"Sauria",0.18,"dna","TRUE","19","beta",0.867465882115564,NA,NA,NA,0
"Sauria",0.18,"rc","TRUE","18","p",1.02842409432924e-06,NA,NA,NA,0
"Sauria",0.18,"rc","TRUE","18","beta",0.867734602030614,NA,NA,NA,0
"Total",0.19,"total","TRUE","101","p",1.34670294027472e-07,6.07276817516933e-05,NA,NA,0.177311615936058
"Total",0.19,"total","TRUE","101","beta",2.07725865367975,-1.53812734027669,NA,NA,0.177311615936058
"Total",0.19,"line","TRUE","101","p",0.000786013921408424,0.103594096742635,NA,NA,0.0272609760481622
"Total",0.19,"line","TRUE","101","beta",1.32475910722777,-0.621407248226789,NA,NA,0.0272609760481622
"Total",0.19,"sine","TRUE","101","p",0.000420419945207584,NA,NA,NA,0
"Total",0.19,"sine","TRUE","101","beta",0.811666422401972,NA,NA,NA,0
"Total",0.19,"ltr","TRUE","101","p",4.26278072840347e-07,0.000188020359396024,NA,NA,0.152098827750671
"Total",0.19,"ltr","TRUE","101","beta",1.95863756584459,-1.41562332667529,NA,NA,0.152098827750671
"Total",0.19,"dna","TRUE","101","p",3.52707429065457e-05,NA,0.0183085467960673,NA,0.0581365822774539
"Total",0.19,"dna","TRUE","101","beta",1.00349332726705,NA,-2.86654239013496,NA,0.0581365822774539
"Total",0.19,"rc","TRUE","100","p",2.3086177125986e-05,NA,7.76719342225896e-05,NA,0.173665643680636
"Total",0.19,"rc","TRUE","100","beta",0.931017621398576,NA,-27.502471578594,NA,0.173665643680636
"Mammalia",0.19,"total","TRUE","46","p",2.02785310419173e-05,0.00208171271179669,NA,NA,0.2433141892104
"Mammalia",0.19,"total","TRUE","46","beta",2.03568335559204,-1.68110802975101,NA,NA,0.2433141892104
"Mammalia",0.19,"line","TRUE","46","p",0.00053393055974138,NA,NA,NA,0
"Mammalia",0.19,"line","TRUE","46","beta",0.789946163038712,NA,NA,NA,0
"Mammalia",0.19,"sine","FALSE","75","p",0.573667258522156,0.828415870864841,0.0778667005370767,0.0872806193357706,0.186942887389864
"Mammalia",0.19,"sine","FALSE","75","beta",0.368035025536093,0.175954365830868,16.7992743124985,-19.791453544862,0.186942887389864
"Mammalia",0.19,"ltr","TRUE","46","p",0.000340405978139335,0.00779404440210651,NA,NA,0.176715466598237
"Mammalia",0.19,"ltr","TRUE","46","beta",2.49095361789808,-2.33747942552277,NA,NA,0.176715466598237
"Mammalia",0.19,"dna","TRUE","46","p",0.00053393055974138,NA,NA,NA,0
"Mammalia",0.19,"dna","TRUE","46","beta",0.789946163038712,NA,NA,NA,0
"Mammalia",0.19,"rc","TRUE","46","p",0.00053393055974138,NA,NA,NA,0
"Mammalia",0.19,"rc","TRUE","46","beta",0.789946163038712,NA,NA,NA,0
"Actinopterygii",0.19,"total","FALSE","45","p",0.0574170832811001,0.169137091269615,0.0785021699463994,0.074396300492092,0.108654048859912
"Actinopterygii",0.19,"total","FALSE","45","beta",2.46583029250284,-2.06347040390772,-9.36537615418148,10.9342355667793,0.108654048859912
"Actinopterygii",0.19,"line","FALSE","45","p",3.18643134940227e-29,NA,NA,NA,0
"Actinopterygii",0.19,"line","FALSE","45","beta",0.719060766881804,NA,NA,NA,0
"Actinopterygii",0.19,"sine","FALSE","45","p",2.12018800599175e-19,NA,0.0251149216569028,NA,0.12524458543597
"Actinopterygii",0.19,"sine","FALSE","45","beta",0.643724877632604,NA,14.1755850923376,NA,0.12524458543597
"Actinopterygii",0.19,"ltr","FALSE","45","p",3.18643134940227e-29,NA,NA,NA,0
"Actinopterygii",0.19,"ltr","FALSE","45","beta",0.719060766881804,NA,NA,NA,0
"Actinopterygii",0.19,"dna","FALSE","45","p",2.44237793662117e-16,NA,0.104750348420436,NA,0.0638708602034976
"Actinopterygii",0.19,"dna","FALSE","45","beta",0.647479912467689,NA,0.816167474184504,NA,0.0638708602034976
"Actinopterygii",0.19,"rc","FALSE","45","p",3.18643134940227e-29,NA,NA,NA,0
"Actinopterygii",0.19,"rc","FALSE","45","beta",0.719060766881804,NA,NA,NA,0
"Sauria",0.19,"total","TRUE","19","p",0.000652292133876742,0.0599051375969331,NA,NA,0.239034071625293
"Sauria",0.19,"total","TRUE","19","beta",1.62553866604779,-0.955590612134992,NA,NA,0.239034071625293
"Sauria",0.19,"line","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,0
"Sauria",0.19,"line","TRUE","19","beta",0.867465882115564,NA,NA,NA,0
"Sauria",0.19,"sine","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,0
"Sauria",0.19,"sine","TRUE","19","beta",0.867465882115564,NA,NA,NA,0
"Sauria",0.19,"ltr","TRUE","19","p",0.000175990318300956,0.0615518034799112,NA,NA,0.235669209364214
"Sauria",0.19,"ltr","TRUE","19","beta",1.42739670182062,-0.691562476058804,NA,NA,0.235669209364214
"Sauria",0.19,"dna","TRUE","19","p",4.88701925593915e-07,NA,NA,NA,0
"Sauria",0.19,"dna","TRUE","19","beta",0.867465882115564,NA,NA,NA,0
"Sauria",0.19,"rc","TRUE","18","p",1.02842409432924e-06,NA,NA,NA,0
"Sauria",0.19,"rc","TRUE","18","beta",0.867734602030614,NA,NA,NA,0
"Total",0.2,"total","TRUE","101","p",1.34670294027472e-07,6.07276817516933e-05,NA,NA,0.177311615936058
"Total",0.2,"total","TRUE","101","beta",2.07725865367975,-1.53812734027669,NA,NA,0.177311615936058
"Total",0.2,"line","TRUE","101","p",0.000786013921408424,0.103594096742635,NA,NA,0.0272609760481622
"Total",0.2,"line","TRUE","101","beta",1.32475910722777,-0.621407248226789,NA,NA,0.0272609760481622
"Total",0.2,"sine","TRUE","101","p",0.000420419945207584,NA,NA,NA,0
"Total",0.2,"sine","TRUE","101","beta",0.811666422401972,NA,NA,NA,0
"Total",0.2,"ltr","TRUE","101","p",4.26278072840347e-07,0.000188020359396024,NA,NA,0.152098827750671
"Total",0.2,"ltr","TRUE","101","beta",1.95863756584459,-1.41562332667529,NA,NA,0.152098827750671
"Total",0.2,"dna","TRUE","101","p",3.52707429065457e-05,NA,0.0183085467960673,NA,0.0581365822774539
