species,divergence,totalength.Mbp,percent.cvrg,repeat.class
Calidris pugnax,43,0.006722,0.000546906781405377,DNA
Calidris pugnax,44,0.005058,0.000411522537986968,DNA
Calidris pugnax,45,0.004472,0.000363845154186975,DNA
Calidris pugnax,46,0.00158,0.000128549942668922,DNA
Calidris pugnax,47,0.003028,0.000246360269874365,DNA
Calidris pugnax,48,0.001318,0.000107233433188379,DNA
Calidris pugnax,49,0.000627,5.1013173451528e-05,DNA
Calidris pugnax,50,0.001012,8.23370518866768e-05,DNA
Calidris pugnax,51,0.001642,0.000133594307507829,DNA
Calidris pugnax,52,0.000346,2.81508102300298e-05,DNA
Calidris pugnax,53,0.000211,1.71671125969257e-05,DNA
Calidris pugnax,54,0.000158,1.28549942668922e-05,DNA
Calidris pugnax,55,0,0,DNA
Calidris pugnax,56,0.000462,3.75886541221785e-05,DNA
Calidris pugnax,57,0,0,DNA
Calidris pugnax,58,0,0,DNA
Calidris pugnax,59,0,0,DNA
Calidris pugnax,60,0,0,DNA
Calidris pugnax,61,0,0,DNA
Calidris pugnax,62,0,0,DNA
Calidris pugnax,63,0,0,DNA
Calidris pugnax,64,0,0,DNA
Calidris pugnax,65,0,0,DNA
Calidris pugnax,66,0,0,DNA
Calidris pugnax,67,0,0,DNA
Calidris pugnax,68,0,0,DNA
Calidris pugnax,69,0,0,DNA
Calidris pugnax,70,0,0,DNA
Calidris pugnax,0,0.157611,0.0128233449455642,LINE
Calidris pugnax,1,0.621816,0.0505913994624168,LINE
Calidris pugnax,2,1.472497,0.119803420841873,LINE
Calidris pugnax,3,2.15943,0.175692786517437,LINE
Calidris pugnax,4,2.348295,0.19105897950615,LINE
Calidris pugnax,5,2.68449,0.218412047845124,LINE
Calidris pugnax,6,2.930898,0.238459980929404,LINE
Calidris pugnax,7,3.301875,0.268642937943005,LINE
Calidris pugnax,8,3.720885,0.302733894574464,LINE
Calidris pugnax,9,3.920741,0.318994323271958,LINE
Calidris pugnax,10,3.824803,0.311188738208811,LINE
Calidris pugnax,11,3.054912,0.248549849657344,LINE
Calidris pugnax,12,2.565692,0.208746556649438,LINE
Calidris pugnax,13,2.191406,0.178294377002742,LINE
Calidris pugnax,14,1.994238,0.162252645929232,LINE
Calidris pugnax,15,1.925537,0.156663082884107,LINE
Calidris pugnax,16,2.034512,0.165529367695718,LINE
Calidris pugnax,17,2.274233,0.185033241623906,LINE
Calidris pugnax,18,2.39393,0.194771876109755,LINE
Calidris pugnax,19,2.162546,0.175946306530954,LINE
Calidris pugnax,20,1.928881,0.156935153142515,LINE
Calidris pugnax,21,1.878307,0.152820415926984,LINE
Calidris pugnax,22,1.65174,0.134386760951877,LINE
Calidris pugnax,23,1.49635,0.121744118172558,LINE
Calidris pugnax,24,1.304866,0.106164841449763,LINE
Calidris pugnax,25,1.069346,0.087002763919773,LINE
Calidris pugnax,26,0.928221,0.0755207318570188,LINE
Calidris pugnax,27,0.822464,0.0669162658526915,LINE
Calidris pugnax,28,0.734604,0.0597679127116209,LINE
Calidris pugnax,29,0.737761,0.0600247685147891,LINE
Calidris pugnax,30,0.833636,0.0678252278523732,LINE
Calidris pugnax,31,1.068013,0.0868943100757365,LINE
Calidris pugnax,32,1.065463,0.0866868402315557,LINE
Calidris pugnax,33,1.013624,0.0824691817011669,LINE
Calidris pugnax,34,0.99078,0.0806105773401993,LINE
Calidris pugnax,35,0.922267,0.0750363101110373,LINE
Calidris pugnax,36,0.887582,0.0722143134265616,LINE
Calidris pugnax,37,0.875211,0.0712077999197533,LINE
Calidris pugnax,38,0.763745,0.0621388455466304,LINE
Calidris pugnax,39,0.732368,0.0595859901345274,LINE
Calidris pugnax,40,0.679394,0.0552759871832973,LINE
Calidris pugnax,41,0.680468,0.0553633686000229,LINE
Calidris pugnax,42,0.553134,0.0450033822710327,LINE
Calidris pugnax,43,0.502608,0.0408925503702163,LINE
Calidris pugnax,44,0.43634,0.0355009379646567,LINE
Calidris pugnax,45,0.406177,0.0330468544705284,LINE
Calidris pugnax,46,0.312397,0.0254168458480654,LINE
Calidris pugnax,47,0.234041,0.0190417450203653,LINE
Calidris pugnax,48,0.170892,0.0139038967104921,LINE
Calidris pugnax,49,0.112546,0.00915682395418768,LINE
Calidris pugnax,50,0.069867,0.00568442964838582,LINE
Calidris pugnax,51,0.034255,0.00278701157349616,LINE
Calidris pugnax,52,0.025858,0.00210382558071708,LINE
Calidris pugnax,53,0.013462,0.0010952780558285,LINE
Calidris pugnax,54,0.011411,0.000928407212528527,LINE
Calidris pugnax,55,0.006991,0.000568792815948377,LINE
Calidris pugnax,56,0.003502,0.000284925252675042,LINE
Calidris pugnax,57,0.000923,7.50959475211489e-05,LINE
Calidris pugnax,58,0.001718,0.000139777722471651,LINE
Calidris pugnax,59,0.000369,3.00221068638179e-05,LINE
Calidris pugnax,60,0.000337,2.74185637211562e-05,LINE
Calidris pugnax,61,0,0,LINE
Calidris pugnax,62,0,0,LINE
Calidris pugnax,63,0,0,LINE
Calidris pugnax,64,0,0,LINE
Calidris pugnax,65,0.000252,2.0502902248461e-05,LINE
Calidris pugnax,66,0,0,LINE
Calidris pugnax,67,0,0,LINE
Calidris pugnax,68,0,0,LINE
Calidris pugnax,69,0,0,LINE
Calidris pugnax,70,0,0,LINE
Calidris pugnax,0,0.00288,0.000234318882839555,LTR
Calidris pugnax,1,0.008517,0.000692949279564058,LTR
Calidris pugnax,2,0.018474,0.00150305800054789,LTR
Calidris pugnax,3,0.040314,0.00327997619541452,LTR
Calidris pugnax,4,0.134277,0.0109248738302246,LTR
Calidris pugnax,5,0.117447,0.00955557285863096,LTR
Calidris pugnax,6,0.186406,0.0151661269703438,LTR
Calidris pugnax,7,0.317558,0.0258367485405428,LTR
Calidris pugnax,8,0.413257,0.0336228883908423,LTR
Calidris pugnax,9,0.538815,0.0438383780754148,LTR
Calidris pugnax,10,0.594748,0.0483891274066179,LTR
Calidris pugnax,11,0.607374,0.0494163878978443,LTR
Calidris pugnax,12,0.56166,0.0456970637971056,LTR
Calidris pugnax,13,0.498872,0.0405885867083105,LTR
Calidris pugnax,14,0.46784,0.0380638007457143,LTR
Calidris pugnax,15,0.396824,0.0322858876263623,LTR
Calidris pugnax,16,0.349594,0.02844322066924,LTR
Calidris pugnax,17,0.312885,0.025456549880991,LTR
Calidris pugnax,18,0.260234,0.0211728264433572,LTR
Calidris pugnax,19,0.223093,0.0181510078226822,LTR
Calidris pugnax,20,0.211154,0.0171796421482998,LTR
Calidris pugnax,21,0.201683,0.0164090747387951,LTR
Calidris pugnax,22,0.162755,0.0132418645057471,LTR
Calidris pugnax,23,0.155569,0.0126572063487731,LTR
Calidris pugnax,24,0.139641,0.0113612927495133,LTR
Calidris pugnax,25,0.115737,0.00941644602194498,LTR
Calidris pugnax,26,0.105252,0.00856337883910722,LTR
Calidris pugnax,27,0.088829,0.0072271916818593,LTR
Calidris pugnax,28,0.079068,0.00643302966262427,LTR
Calidris pugnax,29,0.07207,0.00586366732161344,LTR
Calidris pugnax,30,0.045149,0.00367335529212606,LTR
Calidris pugnax,31,0.038899,0.00316485077207494,LTR
Calidris pugnax,32,0.02841,0.00231145814634436,LTR
Calidris pugnax,33,0.01798,0.00146286580328305,LTR
Calidris pugnax,34,0.02231,0.00181515773477447,LTR
Calidris pugnax,35,0.011185,0.000910019689083479,LTR
Calidris pugnax,36,0.013698,0.00111447918650563,LTR
Calidris pugnax,37,0.01389,0.0011301004453616,LTR
Calidris pugnax,38,0.0066,0.000536980773173979,LTR
Calidris pugnax,39,0.008946,0.000727853029820367,LTR
Calidris pugnax,40,0.005922,0.000481818202838834,LTR
Calidris pugnax,41,0.005853,0.00047620431293747,LTR
Calidris pugnax,42,0.00505,0.000410871652201302,LTR
Calidris pugnax,43,0.002585,0.000210317469493142,LTR
Calidris pugnax,44,0.003784,0.000307868976619748,LTR
Calidris pugnax,45,0.0025,0.000203401808020447,LTR
Calidris pugnax,46,0.00094,7.6479079815688e-05,LTR
Calidris pugnax,47,8.1e-05,6.59021857986247e-06,LTR
Calidris pugnax,48,0.000144,1.17159441419777e-05,LTR
Calidris pugnax,49,0,0,LTR
Calidris pugnax,50,0.001457,0.000118542573714316,LTR
Calidris pugnax,51,0.000317,2.57913492569926e-05,LTR
Calidris pugnax,52,0,0,LTR
Calidris pugnax,53,0,0,LTR
Calidris pugnax,54,0,0,LTR
Calidris pugnax,55,0,0,LTR
Calidris pugnax,56,0,0,LTR
Calidris pugnax,57,0.00052,4.23075760682529e-05,LTR
Calidris pugnax,58,0,0,LTR
Calidris pugnax,59,0,0,LTR
Calidris pugnax,60,0,0,LTR
Calidris pugnax,61,0,0,LTR
Calidris pugnax,62,0,0,LTR
Calidris pugnax,63,0,0,LTR
Calidris pugnax,64,0,0,LTR
Calidris pugnax,65,0,0,LTR
Calidris pugnax,66,0,0,LTR
Calidris pugnax,67,0.000498,4.0517640157673e-05,LTR
Calidris pugnax,68,0,0,LTR
Calidris pugnax,69,0,0,LTR
Calidris pugnax,70,0,0,LTR
Calidris pugnax,0,0.001224,9.95855252068107e-05,SINE
Calidris pugnax,1,0,0,SINE
Calidris pugnax,2,0.001426,0.000116020391294863,SINE
Calidris pugnax,3,0.000474,3.85649828006767e-05,SINE
Calidris pugnax,4,0,0,SINE
Calidris pugnax,5,0.000481,3.91345078631339e-05,SINE
Calidris pugnax,6,0.000666,5.4186241656647e-05,SINE
Calidris pugnax,7,0.001018,8.28252162259259e-05,SINE
Calidris pugnax,8,0.001083,8.81136632344575e-05,SINE
Calidris pugnax,9,0.000716,5.82542778170559e-05,SINE
Calidris pugnax,10,0.001309,0.000106501186679506,SINE
Calidris pugnax,11,0.000955,7.76994906638106e-05,SINE
Calidris pugnax,12,0.001694,0.000137825065114655,SINE
Calidris pugnax,13,0.001676,0.000136360572096907,SINE
Calidris pugnax,14,0.002916,0.000237247868875049,SINE
Calidris pugnax,15,0.003115,0.000253438652793477,SINE
Calidris pugnax,16,0.003414,0.000277765509032722,SINE
Calidris pugnax,17,0.004002,0.000325605614279131,SINE
Calidris pugnax,18,0.005798,0.00047172947316102,SINE
Calidris pugnax,19,0.00627,0.00051013173451528,SINE
Calidris pugnax,20,0.007015,0.000570745473305373,SINE
Calidris pugnax,21,0.011208,0.000911890985717266,SINE
Calidris pugnax,22,0.009374,0.000762675419353467,SINE
Calidris pugnax,23,0.012358,0.00100545581740667,SINE
Calidris pugnax,24,0.017451,0.00141982598070593,SINE
Calidris pugnax,25,0.021067,0.0017140263558267,SINE
Calidris pugnax,26,0.019515,0.00158775451340761,SINE
Calidris pugnax,27,0.02354,0.00191523142432053,SINE
Calidris pugnax,28,0.02353,0.00191441781708844,SINE
Calidris pugnax,29,0.019564,0.00159174118884481,SINE
Calidris pugnax,30,0.023422,0.00190563085898196,SINE
Calidris pugnax,31,0.027282,0.00221968325056553,SINE
Calidris pugnax,32,0.026359,0.00214458730304438,SINE
Calidris pugnax,33,0.027346,0.00222489033685085,SINE
Calidris pugnax,34,0.025717,0.00209235371874473,SINE
Calidris pugnax,35,0.020393,0.00165918922838439,SINE
Calidris pugnax,36,0.016727,0.0013609208171032,SINE
Calidris pugnax,37,0.019187,0.00156106819619532,SINE
Calidris pugnax,38,0.015214,0.00123782204288923,SINE
Calidris pugnax,39,0.012841,0.00104475304671622,SINE
Calidris pugnax,40,0.010266,0.000835249184455162,SINE
Calidris pugnax,41,0.01161,0.000944597996446955,SINE
Calidris pugnax,42,0.006261,0.000509399488006407,SINE
Calidris pugnax,43,0.00409,0.000332765357921451,SINE
Calidris pugnax,44,0.003328,0.000270768486836819,SINE
Calidris pugnax,45,0.005201,0.000423157121405737,SINE
Calidris pugnax,46,0.003382,0.00027516196589006,SINE
Calidris pugnax,47,0.002319,0.000188675517119766,SINE
Calidris pugnax,48,0.000975,7.93267051279742e-05,SINE
Calidris pugnax,49,0.001243,0.000101131378947766,SINE
Calidris pugnax,50,0.00114,9.27512244573237e-05,SINE
Calidris pugnax,51,0.000851,6.923797545016e-05,SINE
Calidris pugnax,52,0.000558,4.53992835501637e-05,SINE
Calidris pugnax,53,0,0,SINE
Calidris pugnax,54,0.000396,3.22188463904388e-05,SINE
Calidris pugnax,55,9.2e-05,7.48518653515244e-06,SINE
Calidris pugnax,56,0,0,SINE
Calidris pugnax,57,0.000104,8.46151521365058e-06,SINE
Calidris pugnax,58,0.000332,2.70117601051153e-05,SINE
Calidris pugnax,59,0,0,SINE
Calidris pugnax,60,0,0,SINE
Calidris pugnax,61,0,0,SINE
Calidris pugnax,62,0,0,SINE
Calidris pugnax,63,0,0,SINE
Calidris pugnax,64,0,0,SINE
Calidris pugnax,65,0,0,SINE
Calidris pugnax,66,0,0,SINE
Calidris pugnax,67,0,0,SINE
Calidris pugnax,68,0,0,SINE
Calidris pugnax,69,0,0,SINE
Calidris pugnax,70,0,0,SINE
Calidris pugnax,0,0.036872,0.00299993258613196,Unknown
Calidris pugnax,1,0.070685,0.00575098271997011,Unknown
Calidris pugnax,2,0.058797,0.00478376644247128,Unknown
Calidris pugnax,3,0.091122,0.00741375182017566,Unknown
Calidris pugnax,4,0.166283,0.0135289051372256,Unknown
Calidris pugnax,5,0.144187,0.0117311585972177,Unknown
Calidris pugnax,6,0.128679,0.0104694165017052,Unknown
Calidris pugnax,7,0.194723,0.0158428041052662,Unknown
Calidris pugnax,8,0.179767,0.0146259731289647,Unknown
Calidris pugnax,9,0.164899,0.0134163018963055,Unknown
Calidris pugnax,10,0.141038,0.0114749536798351,Unknown
Calidris pugnax,11,0.147921,0.012034959537677,Unknown
Calidris pugnax,12,0.14731,0.0119852481357968,Unknown
Calidris pugnax,13,0.169107,0.0137586678195655,Unknown
Calidris pugnax,14,0.1848,0.0150354616488714,Unknown
Calidris pugnax,15,0.211639,0.0172191020990557,Unknown
Calidris pugnax,16,0.224063,0.0182299277241941,Unknown
Calidris pugnax,17,0.278568,0.0226644939426559,Unknown
Calidris pugnax,18,0.265493,0.021600702486709,Unknown
Calidris pugnax,19,0.306229,0.0249150129073173,Unknown
Calidris pugnax,20,0.284122,0.0231163713993541,Unknown
Calidris pugnax,21,0.357913,0.0291200605256089,Unknown
Calidris pugnax,22,0.322492,0.026238182348852,Unknown
Calidris pugnax,23,0.318365,0.0259024066441718,Unknown
Calidris pugnax,24,0.347761,0.0282940864635994,Unknown
Calidris pugnax,25,0.321979,0.0261964442978462,Unknown
Calidris pugnax,26,0.298333,0.0242725886368656,Unknown
Calidris pugnax,27,0.245951,0.0200107512337748,Unknown
Calidris pugnax,28,0.214293,0.0174350334584502,Unknown
Calidris pugnax,29,0.184581,0.0150176436504888,Unknown
Calidris pugnax,30,0.15394,0.012524669730667,Unknown
Calidris pugnax,31,0.137722,0.0112051615216768,Unknown
Calidris pugnax,32,0.114764,0.00933728203826342,Unknown
Calidris pugnax,33,0.102565,0.00834476257584685,Unknown
Calidris pugnax,34,0.079438,0.0064631331302113,Unknown
Calidris pugnax,35,0.072955,0.00593567156165268,Unknown
Calidris pugnax,36,0.075082,0.00610872581991647,Unknown
Calidris pugnax,37,0.040864,0.00332472459317901,Unknown
Calidris pugnax,38,0.039027,0.00317526494464559,Unknown
Calidris pugnax,39,0.034689,0.00282232212736851,Unknown
Calidris pugnax,40,0.022475,0.00182858225410382,Unknown
Calidris pugnax,41,0.02018,0.00164185939434105,Unknown
Calidris pugnax,42,0.013682,0.0011131774149343,Unknown
Calidris pugnax,43,0.010905,0.000887238686585188,Unknown
Calidris pugnax,44,0.002867,0.000233261193437848,Unknown
Calidris pugnax,45,0.005748,0.000467661437000611,Unknown
Calidris pugnax,46,0.004385,0.000356766771267863,Unknown
Calidris pugnax,47,0.00193,0.000157026195791785,Unknown
Calidris pugnax,48,0.002918,0.000237410590321465,Unknown
Calidris pugnax,49,0.000624,5.07690912819035e-05,Unknown
Calidris pugnax,50,0.001314,0.000106907990295547,Unknown
Calidris pugnax,51,0.001463,0.000119030738053565,Unknown
Calidris pugnax,52,0.000811,6.59835465218329e-05,Unknown
Calidris pugnax,53,0.000616,5.01182054962381e-05,Unknown
Calidris pugnax,54,0.001382,0.000112440519473703,Unknown
Calidris pugnax,55,0.000159,1.29363549901004e-05,Unknown
Calidris pugnax,56,0,0,Unknown
Calidris pugnax,57,0,0,Unknown
Calidris pugnax,58,0,0,Unknown
Calidris pugnax,59,0,0,Unknown
Calidris pugnax,60,0,0,Unknown
Calidris pugnax,61,0,0,Unknown
Calidris pugnax,62,0,0,Unknown
Calidris pugnax,63,0,0,Unknown
Calidris pugnax,64,0,0,Unknown
Calidris pugnax,65,0,0,Unknown
Calidris pugnax,66,0,0,Unknown
Calidris pugnax,67,0,0,Unknown
Calidris pugnax,68,0,0,Unknown
Calidris pugnax,69,0,0,Unknown
Calidris pugnax,70,0,0,Unknown
Calidris pugnax,0,0.007941,0.000646085502996147,Other
Calidris pugnax,1,0.00365,0.000296966639709852,Other
Calidris pugnax,2,0.002419,0.000196811589440584,Other
Calidris pugnax,3,0.002403,0.000195509817869253,Other
Calidris pugnax,4,0.001209,9.8365114358688e-05,Other
Calidris pugnax,5,0.002281,0.000185583809637856,Other
Calidris pugnax,6,0.001634,0.000132943421722164,Other
Calidris pugnax,7,0.001805,0.000146856105390763,Other
Calidris pugnax,8,0.000743,6.04510173436767e-05,Other
Calidris pugnax,9,0.001006,8.18488875474277e-05,Other
Calidris pugnax,10,0.000496,4.03549187112566e-05,Other
Calidris pugnax,11,0.00158,0.000128549942668922,Other
Calidris pugnax,12,0.001438,0.000116996719973361,Other
Calidris pugnax,13,0.001175,9.55988497696099e-05,Other
Calidris pugnax,14,0.001727,0.000140509968980525,Other
Calidris pugnax,15,0.003536,0.00028769151726412,Other
Calidris pugnax,16,0.001995,0.000162314642800316,Other
Calidris pugnax,17,0.004388,0.000357010853437488,Other
Calidris pugnax,18,0.00732,0.000595560493883868,Other
Calidris pugnax,19,0.009869,0.000802948977341515,Other
Calidris pugnax,20,0.01688,0.00137336900775406,Other
Calidris pugnax,21,0.015965,0.00129892394601857,Other
Calidris pugnax,22,0.020086,0.00163421148635948,Other
Calidris pugnax,23,0.022538,0.00183370797966593,Other
Calidris pugnax,24,0.022973,0.00186909989426149,Other
Calidris pugnax,25,0.027177,0.00221114037462867,Other
Calidris pugnax,26,0.018837,0.00153259194307246,Other
Calidris pugnax,27,0.018365,0.0014941896817182,Other
Calidris pugnax,28,0.014374,0.00116947903539436,Other
Calidris pugnax,29,0.014428,0.0011738725144476,Other
Calidris pugnax,30,0.00695,0.000565457026296842,Other
Calidris pugnax,31,0.010642,0.000865840816381437,Other
Calidris pugnax,32,0.003593,0.000292329078486986,Other
Calidris pugnax,33,0.004334,0.000352617374384246,Other
Calidris pugnax,34,0.004043,0.000328941403930666,Other
Calidris pugnax,35,0.002445,0.000198926968243997,Other
Calidris pugnax,36,0.001507,0.000122610609874725,Other
Calidris pugnax,37,0.001807,0.000147018826837179,Other
Calidris pugnax,38,0.00069,5.61388990136433e-05,Other
Calidris pugnax,39,0.001976,0.000160768789059361,Other
Calidris pugnax,40,0.00037,3.01034675870261e-05,Other
Calidris pugnax,41,0.000247,2.00960986324201e-05,Other
Calidris pugnax,42,0.000427,3.47410288098923e-05,Other
Calidris pugnax,43,0,0,Other
Calidris pugnax,44,0.000226,1.83875234450484e-05,Other
Calidris pugnax,45,0,0,Other
Calidris pugnax,46,0,0,Other
Calidris pugnax,47,0,0,Other
Calidris pugnax,48,0,0,Other
Calidris pugnax,49,0,0,Other
Calidris pugnax,50,0,0,Other
Calidris pugnax,51,0,0,Other
Calidris pugnax,52,0,0,Other
Calidris pugnax,53,0,0,Other
Calidris pugnax,54,0,0,Other
Calidris pugnax,55,0,0,Other
Calidris pugnax,56,0,0,Other
Calidris pugnax,57,0,0,Other
Calidris pugnax,58,0,0,Other
Calidris pugnax,59,0,0,Other
Calidris pugnax,60,0,0,Other
Calidris pugnax,61,0,0,Other
Calidris pugnax,62,0,0,Other
Calidris pugnax,63,0,0,Other
Calidris pugnax,64,0,0,Other
Calidris pugnax,65,0,0,Other
Calidris pugnax,66,0,0,Other
Calidris pugnax,67,0,0,Other
Calidris pugnax,68,0,0,Other
Calidris pugnax,69,0,0,Other
Calidris pugnax,70,0,0,Other
Callithrix jacchus,0,0.004956,0.000175141548137592,DNA
Callithrix jacchus,1,0.00285,0.000100716991967744,DNA
Callithrix jacchus,2,0.024499,0.000865777398672895,DNA
Callithrix jacchus,3,0.034194,0.00120839186784036,DNA
Callithrix jacchus,4,0.047819,0.00168988976803703,DNA
Callithrix jacchus,5,0.084968,0.00300270925386499,DNA
Callithrix jacchus,6,0.167524,0.00592018012715939,DNA
Callithrix jacchus,7,0.302528,0.0106911263670237,DNA
Callithrix jacchus,8,0.561176,0.0198315644506984,DNA
Callithrix jacchus,9,0.920215,0.032519749741613,DNA
Callithrix jacchus,10,1.24685,0.0440628005035021,DNA
Callithrix jacchus,11,1.830718,0.0646962842460363,DNA
Callithrix jacchus,12,2.643395,0.0934157168359907,DNA
Callithrix jacchus,13,3.577686,0.126432902500038,DNA
Callithrix jacchus,14,4.21473,0.148945588616213,DNA
Callithrix jacchus,15,4.342003,0.153443326763129,DNA
Callithrix jacchus,16,4.04955,0.143108243797535,DNA
Callithrix jacchus,17,3.649017,0.128953689782161,DNA
Callithrix jacchus,18,3.354538,0.118547009404032,DNA
Callithrix jacchus,19,3.100357,0.109564431953031,DNA
Callithrix jacchus,20,2.82238,0.0997409206280421,DNA
Callithrix jacchus,21,2.698175,0.095351603439497,DNA
Callithrix jacchus,22,2.619566,0.0925736167652541,DNA
Callithrix jacchus,23,2.428725,0.0858294302866168,DNA
Callithrix jacchus,24,2.343504,0.0828177801910087,DNA
Callithrix jacchus,25,2.203864,0.0778830009775436,DNA
Callithrix jacchus,26,2.054903,0.0726188241914008,DNA
Callithrix jacchus,27,1.926499,0.0680811173013565,DNA
Callithrix jacchus,28,1.781005,0.06293946185246,DNA
Callithrix jacchus,29,1.571457,0.0555341831742647,DNA
Callithrix jacchus,30,1.403337,0.0495929408270306,DNA
Callithrix jacchus,31,1.219149,0.0430838666808711,DNA
Callithrix jacchus,32,1.008069,0.0356244482020812,DNA
Callithrix jacchus,33,0.870983,0.0307799255491373,DNA
Callithrix jacchus,34,0.690774,0.0244114664594828,DNA
Callithrix jacchus,35,0.558607,0.0197407778007457,DNA
Callithrix jacchus,36,0.443507,0.015673224897066,DNA
Callithrix jacchus,37,0.334263,0.0118126189074084,DNA
Callithrix jacchus,38,0.268991,0.00950595241627905,DNA
Callithrix jacchus,39,0.198671,0.00702089316183283,DNA
Callithrix jacchus,40,0.129305,0.00456954759522424,DNA
Callithrix jacchus,41,0.10228,0.00361450313630204,DNA
Callithrix jacchus,42,0.084389,0.0029822478018126,DNA
Callithrix jacchus,43,0.051201,0.00180940726517208,DNA
Callithrix jacchus,44,0.034178,0.00120782643911352,DNA
Callithrix jacchus,45,0.023118,0.000816973831687823,DNA
Callithrix jacchus,46,0.016687,0.000589706822794995,DNA
Callithrix jacchus,47,0.011804,0.000417145043223595,DNA
Callithrix jacchus,48,0.008474,0.000299465189450758,DNA
Callithrix jacchus,49,0.005655,0.00019984371564126,DNA
Callithrix jacchus,50,0.00371,0.000131108786035203,DNA
Callithrix jacchus,51,0.001542,5.44931935488634e-05,DNA
Callithrix jacchus,52,0.00101,3.56926883815512e-05,DNA
Callithrix jacchus,53,0.000805,2.84481328189591e-05,DNA
Callithrix jacchus,54,0.000695,2.45608103219585e-05,DNA
Callithrix jacchus,55,0,0,DNA
Callithrix jacchus,56,0.000455,1.60793794194117e-05,DNA
Callithrix jacchus,57,0.000125,4.41741192840981e-06,DNA
Callithrix jacchus,58,0.00015,5.30089431409177e-06,DNA
Callithrix jacchus,59,0,0,DNA
Callithrix jacchus,60,0,0,DNA
Callithrix jacchus,61,0,0,DNA
Callithrix jacchus,62,0,0,DNA
Callithrix jacchus,63,0,0,DNA
Callithrix jacchus,64,0,0,DNA
Callithrix jacchus,65,0,0,DNA
Callithrix jacchus,66,0,0,DNA
Callithrix jacchus,67,0,0,DNA
Callithrix jacchus,68,0,0,DNA
Callithrix jacchus,69,0,0,DNA
Callithrix jacchus,70,0,0,DNA
Callithrix jacchus,0,3.155067,0.111497844805857,LINE
Callithrix jacchus,1,31.562347,1.11539110501128,LINE
Callithrix jacchus,2,21.495119,0.759622360585506,LINE
Callithrix jacchus,3,30.06804,1.06258334847923,LINE
Callithrix jacchus,4,24.957319,0.881974069213829,LINE
Callithrix jacchus,5,15.906344,0.562118989783918,LINE
Callithrix jacchus,6,12.830467,0.453419663782947,LINE
Callithrix jacchus,7,12.297892,0.434598838520764,LINE
Callithrix jacchus,8,14.047619,0.49643295789085,LINE
Callithrix jacchus,9,15.056497,0.532085995582932,LINE
Callithrix jacchus,10,15.215628,0.53770957300357,LINE
Callithrix jacchus,11,15.702377,0.554910939713502,LINE
Callithrix jacchus,12,16.529047,0.58412487506437,LINE
Callithrix jacchus,13,15.348857,0.542417791994051,LINE
Callithrix jacchus,14,14.459801,0.510999179358656,LINE
Callithrix jacchus,15,14.844343,0.524588622700853,LINE
Callithrix jacchus,16,14.846996,0.524682377851621,LINE
Callithrix jacchus,17,14.933784,0.527749404623164,LINE
Callithrix jacchus,18,14.589848,0.515594948711087,LINE
Callithrix jacchus,19,14.826862,0.523970856477489,LINE
Callithrix jacchus,20,14.388876,0.508492739830476,LINE
Callithrix jacchus,21,14.128487,0.499290776033463,LINE
Callithrix jacchus,22,13.405802,0.4737515973176,LINE
Callithrix jacchus,23,13.252491,0.468333694596349,LINE
Callithrix jacchus,24,12.723566,0.449641857762475,LINE
Callithrix jacchus,25,12.829494,0.453385278648496,LINE
Callithrix jacchus,26,12.825679,0.453250459236441,LINE
Callithrix jacchus,27,12.771151,0.451323478135382,LINE
Callithrix jacchus,28,12.498414,0.441685144718433,LINE
Callithrix jacchus,29,12.512154,0.442170706637604,LINE
Callithrix jacchus,30,11.811888,0.417423799585925,LINE
Callithrix jacchus,31,11.077961,0.391487336510869,LINE
Callithrix jacchus,32,10.348778,0.36571852305332,LINE
Callithrix jacchus,33,9.455582,0.334153605734856,LINE
Callithrix jacchus,34,8.352999,0.295189099364761,LINE
Callithrix jacchus,35,7.16736,0.253289452473658,LINE
Callithrix jacchus,36,6.346425,0.224278187982066,LINE
Callithrix jacchus,37,5.264382,0.186039550740047,LINE
Callithrix jacchus,38,4.312615,0.152404775549112,LINE
Callithrix jacchus,39,3.606574,0.127453784066341,LINE
Callithrix jacchus,40,2.802725,0.099046326776419,LINE
Callithrix jacchus,41,2.198545,0.0776950312651659,LINE
Callithrix jacchus,42,1.701944,0.060145501816684,LINE
Callithrix jacchus,43,1.254325,0.044326961736821,LINE
Callithrix jacchus,44,0.891832,0.0315167145195006,LINE
Callithrix jacchus,45,0.639715,0.0226070773742614,LINE
Callithrix jacchus,46,0.453385,0.0160223064572966,LINE
Callithrix jacchus,47,0.273109,0.00965147963484859,LINE
Callithrix jacchus,48,0.16646,0.00588257911682477,LINE
Callithrix jacchus,49,0.118786,0.0041978135466247,LINE
Callithrix jacchus,50,0.06384,0.00225606062007746,LINE
Callithrix jacchus,51,0.046914,0.00165790770567534,LINE
Callithrix jacchus,52,0.02873,0.00101529795762571,LINE
Callithrix jacchus,53,0.018771,0.000663353914465444,LINE
Callithrix jacchus,54,0.008354,0.000295224473999484,LINE
Callithrix jacchus,55,0.006282,0.000222001453874163,LINE
Callithrix jacchus,56,0.002203,7.78524678262944e-05,LINE
Callithrix jacchus,57,0.002157,7.62268602366396e-05,LINE
Callithrix jacchus,58,0.002055,7.26222521030572e-05,LINE
Callithrix jacchus,59,0.000598,2.11328986655125e-05,LINE
