species,contig.name,contig.size.Mbp,contig.gene.count,contig.genedens.geneperMbp,asmbly.size.Mbp
Chrysemys picta bellii,KK082924.1,10.308314,36,3.49232667922223,2365.749696
Chrysemys picta bellii,KK088228.1,10.241952,39,3.80786787518629,2365.749696
Chrysemys picta bellii,KK088205.1,10.181951,65,6.38384529644663,2365.749696
Chrysemys picta bellii,KK088194.1,10.169084,188,18.4874075187106,2365.749696
Chrysemys picta bellii,KK082926.1,9.986225,76,7.6104834409399,2365.749696
Chrysemys picta bellii,KK088223.1,9.971662,88,8.82500830854476,2365.749696
Chrysemys picta bellii,KK088206.1,9.794171,93,9.49544376956457,2365.749696
Chrysemys picta bellii,KK082928.1,9.467029,61,6.44341535237718,2365.749696
Chrysemys picta bellii,KK082927.1,9.398747,82,8.72456722156688,2365.749696
Chrysemys picta bellii,19,9.077461,113,12.4484148155525,2365.749696
Chrysemys picta bellii,KK082929.1,8.906613,50,5.61380628079383,2365.749696
Chrysemys picta bellii,KK088245.1,8.675703,86,9.9127413651666,2365.749696
Chrysemys picta bellii,KK082931.1,8.663912,116,13.3888709857626,2365.749696
Chrysolophus pictus,KZ861793.1,18.323375,189,10.3146936631488,1023.990748
Chrysolophus pictus,KZ861027.1,7.689023,77,10.0142761960785,1023.990748
Chrysolophus pictus,KZ860518.1,7.069952,107,15.1344733316436,1023.990748
Chrysolophus pictus,KZ861074.1,7.029206,136,19.3478466842485,1023.990748
Chrysolophus pictus,KZ861780.1,6.955451,87,12.5081752426981,1023.990748
Chrysolophus pictus,KZ861399.1,6.52252,91,13.9516628542343,1023.990748
Chrysolophus pictus,KZ860492.1,6.447561,52,8.06506522388854,1023.990748
Chrysolophus pictus,KZ861384.1,5.671033,97,17.1044675634933,1023.990748
Chrysolophus pictus,KZ860631.1,5.570954,60,10.7701481649283,1023.990748
Chrysolophus pictus,KZ860819.1,5.499262,78,14.1837213793414,1023.990748
Chrysolophus pictus,KZ860380.1,5.2038,28,5.38068334678504,1023.990748
Chrysolophus pictus,KZ861792.1,5.156872,23,4.46006804124671,1023.990748
Chrysolophus pictus,KZ861794.1,4.942317,38,7.68870147341824,1023.990748
Chrysolophus pictus,KZ860827.1,4.708129,64,13.5935102882695,1023.990748
Chrysolophus pictus,KZ860321.1,4.520595,65,14.3786382102356,1023.990748
Chrysolophus pictus,KZ861101.1,4.520005,34,7.522115572881,1023.990748
Chrysolophus pictus,KZ860115.1,4.480477,24,5.3565725256485,1023.990748
Chrysolophus pictus,KZ860432.1,4.3627,29,6.64725972448255,1023.990748
Chrysolophus pictus,KZ861727.1,4.325623,58,13.4084731840939,1023.990748
Chrysolophus pictus,KZ860563.1,4.313007,50,11.5928399837979,1023.990748
Chrysolophus pictus,KZ860441.1,4.285032,105,24.5039010210426,1023.990748
Chrysolophus pictus,KZ861196.1,4.280721,41,9.57782579149634,1023.990748
Chrysolophus pictus,KZ859920.1,4.110088,47,11.4352782714141,1023.990748
Chrysolophus pictus,KZ860817.1,4.094363,33,8.05986181489037,1023.990748
Chrysolophus pictus,KZ860930.1,3.90849,15,3.83779925239671,1023.990748
Chrysolophus pictus,KZ861394.1,3.886012,91,23.4173234668344,1023.990748
Chrysolophus pictus,KZ860530.1,3.875457,42,10.8374315596844,1023.990748
Chrysolophus pictus,KZ861470.1,3.874589,49,12.6465026355053,1023.990748
Chrysolophus pictus,KZ861706.1,3.809029,113,29.6663532884628,1023.990748
Chrysolophus pictus,KZ861624.1,3.72577,30,8.0520268293534,1023.990748
Chrysolophus pictus,KZ861407.1,3.685141,3,0.814080112538435,1023.990748
Chrysolophus pictus,KZ861063.1,3.654315,37,10.1250165899765,1023.990748
Chrysolophus pictus,KZ861268.1,3.571844,65,18.1978832222236,1023.990748
Chrysolophus pictus,KZ861075.1,3.557597,43,12.0868102823338,1023.990748
Chrysolophus pictus,KZ861478.1,3.471423,49,14.1152489915519,1023.990748
Chrysolophus pictus,KZ861537.1,3.462594,42,12.1296346034216,1023.990748
Chrysolophus pictus,KZ861633.1,3.438611,12,3.48978119362731,1023.990748
Chrysolophus pictus,KZ861350.1,3.307112,20,6.04757262529966,1023.990748
Chrysolophus pictus,KZ861443.1,3.259903,46,14.110849310547,1023.990748
Chrysolophus pictus,KZ861184.1,3.219405,57,17.7051349550616,1023.990748
Chrysolophus pictus,KZ861220.1,3.193931,30,9.39281405891361,1023.990748
Chrysolophus pictus,KZ861400.1,3.191214,56,17.5481807236995,1023.990748
Chrysolophus pictus,KZ860434.1,3.176752,45,14.1654117161176,1023.990748
Chrysolophus pictus,KZ861785.1,3.170602,7,2.20778262298453,1023.990748
Chrysolophus pictus,KZ861224.1,3.15528,26,8.24015618265257,1023.990748
Chrysolophus pictus,KZ861679.1,3.148864,33,10.4799699193106,1023.990748
Chrysolophus pictus,KZ861738.1,3.072706,22,7.1598128815448,1023.990748
Chrysolophus pictus,KZ861211.1,3.054134,33,10.80502689142,1023.990748
Chrysolophus pictus,KZ860683.1,3.049468,9,2.95133446227342,1023.990748
Chrysolophus pictus,KZ860517.1,3.043411,43,14.1288836769007,1023.990748
Chrysolophus pictus,KZ860094.1,3.023564,20,6.61471032199087,1023.990748
Chrysolophus pictus,KZ860871.1,3.002926,8,2.66406831203966,1023.990748
Chrysolophus pictus,KZ861778.1,2.975772,22,7.3930395205009,1023.990748
Chrysolophus pictus,KZ861064.1,2.929332,19,6.48612038512535,1023.990748
Chrysolophus pictus,KZ860236.1,2.926305,45,15.377754540282,1023.990748
Chrysolophus pictus,KZ860623.1,2.867495,87,30.3400703401401,1023.990748
Chrysolophus pictus,KZ860155.1,2.796363,30,10.7282209069423,1023.990748
Chrysolophus pictus,KZ860477.1,2.796049,108,38.6259325212112,1023.990748
Chrysolophus pictus,KZ860435.1,2.793294,17,6.08600455233141,1023.990748
Chrysolophus pictus,KZ859911.1,2.765454,56,20.2498396285022,1023.990748
Chrysolophus pictus,KZ861440.1,2.73488,17,6.21599485169368,1023.990748
Chrysolophus pictus,KZ860973.1,2.678051,25,9.33514709017864,1023.990748
Chrysolophus pictus,KZ860692.1,2.654615,32,12.0544787097187,1023.990748
Chrysolophus pictus,KZ860476.1,2.652692,19,7.1625352660618,1023.990748
Chrysolophus pictus,KZ860430.1,2.646401,12,4.5344601970752,1023.990748
Chrysolophus pictus,KZ861519.1,2.644467,29,10.9662930185932,1023.990748
Chrysolophus pictus,KZ860534.1,2.639208,48,18.1872743641274,1023.990748
Chrysolophus pictus,KZ860868.1,2.62562,23,8.75983577212239,1023.990748
Chrysolophus pictus,KZ861080.1,2.62083,30,11.446755417177,1023.990748
Chrysolophus pictus,KZ860241.1,2.604233,38,14.5916283220434,1023.990748
Chrysolophus pictus,KZ860469.1,2.60348,23,8.83432943598568,1023.990748
Chrysolophus pictus,KZ861690.1,2.591519,19,7.33160744721532,1023.990748
Chrysolophus pictus,KZ861732.1,2.577871,49,19.0079332906883,1023.990748
Chrysolophus pictus,KZ860457.1,2.552839,35,13.7102261443044,1023.990748
Chrysolophus pictus,KZ860173.1,2.55099,9,3.52804205426129,1023.990748
Chrysolophus pictus,KZ860976.1,2.533782,26,10.2613405573171,1023.990748
Chrysolophus pictus,KZ861799.1,2.529688,34,13.4403926492121,1023.990748
Chrysolophus pictus,KZ861524.1,2.525931,34,13.4603835179979,1023.990748
Chrysolophus pictus,KZ860207.1,2.522386,53,21.0118514771332,1023.990748
Chrysolophus pictus,KZ860722.1,2.502025,10,3.99676262227596,1023.990748
Chrysolophus pictus,KZ861267.1,2.501833,70,27.9794854412745,1023.990748
Chrysolophus pictus,KZ859965.1,2.476216,22,8.8845238056777,1023.990748
Clupea harengus,1,33.084258,1565,47.3034637802667,786.308905
Clupea harengus,2,33.010319,1272,38.5334052663956,786.308905
Clupea harengus,3,32.527562,1267,38.9515820460199,786.308905
Clupea harengus,4,32.267647,1379,42.7363048814808,786.308905
Clupea harengus,5,31.586861,1270,40.2065909619826,786.308905
Clupea harengus,6,31.461554,1124,35.7261437244963,786.308905
Clupea harengus,7,30.990621,1310,42.2708534946751,786.308905
Clupea harengus,8,30.729556,1392,45.2984091276815,786.308905
Clupea harengus,9,30.477381,1180,38.7172375474126,786.308905
Clupea harengus,10,30.227731,1206,39.8971394842703,786.308905
Clupea harengus,11,30.096327,1351,44.8891986055308,786.308905
Clupea harengus,12,30.02248,1165,38.8042560108292,786.308905
Clupea harengus,13,29.845739,1029,34.477283340178,786.308905
Clupea harengus,14,29.332771,1134,38.6598320356437,786.308905
Clupea harengus,15,28.713521,1150,40.0508178707864,786.308905
Clupea harengus,16,27.773822,954,34.3488915569488,786.308905
Clupea harengus,17,27.56851,996,36.1281766769405,786.308905
Clupea harengus,18,27.247294,1183,43.4171554797331,786.308905
Clupea harengus,19,27.130643,1115,41.097441000569,786.308905
Clupea harengus,20,26.694162,1056,39.5592114860171,786.308905
Clupea harengus,21,26.465981,982,37.1042358112477,786.308905
Clupea harengus,22,25.664052,1100,42.8615091646479,786.308905
Clupea harengus,23,25.292897,1065,42.1066831529816,786.308905
Clupea harengus,24,20.091098,959,47.7325828583386,786.308905
Clupea harengus,25,14.924191,747,50.052964344935,786.308905
Clupea harengus,26,12.443209,646,51.9158683262493,786.308905
Clupea harengus,CAADHV010001990.1,0.450286,12,26.6497292831667,786.308905
Clupea harengus,CAADHV010001991.1,0.396991,11,27.70843671519,786.308905
Clupea harengus,CAADHV010001992.1,0.391441,3,7.66399023096712,786.308905
Clupea harengus,CAADHV010001993.1,0.331978,19,57.2327081915067,786.308905
Clupea harengus,CAADHV010001994.1,0.300806,3,9.97320532170236,786.308905
Clupea harengus,CAADHV010001995.1,0.29101,10,34.3630803065187,786.308905
Clupea harengus,CAADHV010001996.1,0.28173,12,42.5939729528272,786.308905
Clupea harengus,CAADHV010001997.1,0.257832,6,23.2709671413944,786.308905
Clupea harengus,CAADHV010001998.1,0.241791,10,41.3580323502529,786.308905
Clupea harengus,CAADHV010001999.1,0.233362,11,47.1370660176036,786.308905
Clupea harengus,CAADHV010002000.1,0.223575,2,8.94554400089455,786.308905
Clupea harengus,CAADHV010002001.1,0.222808,6,26.9290151161538,786.308905
Clupea harengus,CAADHV010002002.1,0.216221,10,46.2489767413896,786.308905
Clupea harengus,CAADHV010002003.1,0.214772,7,32.5927029594174,786.308905
Clupea harengus,CAADHV010002004.1,0.209929,5,23.8175764186939,786.308905
Clupea harengus,CAADHV010002005.1,0.207554,34,163.812790888154,786.308905
Clupea harengus,CAADHV010002007.1,0.202819,9,44.3745408467649,786.308905
Clupea harengus,CAADHV010002008.1,0.200284,3,14.9787302031116,786.308905
Clupea harengus,CAADHV010002009.1,0.198445,3,15.1175388646728,786.308905
Clupea harengus,CAADHV010002010.1,0.198038,4,20.1981437905856,786.308905
Clupea harengus,CAADHV010002011.1,0.196235,9,45.8633780925931,786.308905
Clupea harengus,CAADHV010002012.1,0.195091,15,76.8871962315022,786.308905
Clupea harengus,CAADHV010002013.1,0.194912,8,41.0441635199475,786.308905
Clupea harengus,CAADHV010002014.1,0.190107,10,52.6019557407144,786.308905
Clupea harengus,CAADHV010002015.1,0.185982,6,32.2611865664419,786.308905
Colobus angolensis palliatus,KN983729.1,35.326507,194,5.49162700971257,2970.124662
Colobus angolensis palliatus,KN985655.1,30.450947,302,9.91758975509038,2970.124662
Colobus angolensis palliatus,KN981601.1,30.138891,279,9.25714220871631,2970.124662
Colobus angolensis palliatus,KN984781.1,27.971852,235,8.40130285259625,2970.124662
Colobus angolensis palliatus,KN980495.1,27.49615,270,9.81955655609967,2970.124662
Colobus angolensis palliatus,KN979718.1,24.277319,145,5.97265291113899,2970.124662
Colobus angolensis palliatus,KN980051.1,23.783011,136,5.71836761964244,2970.124662
Colobus angolensis palliatus,KN979385.1,23.512408,249,10.5901530800248,2970.124662
Colobus angolensis palliatus,KN979829.1,23.502949,144,6.12689071486306,2970.124662
Colobus angolensis palliatus,KN980829.1,21.726897,98,4.51053825127445,2970.124662
Colobus angolensis palliatus,KN980162.1,20.575453,184,8.94269496763935,2970.124662
Colobus angolensis palliatus,KN979384.1,19.716903,287,14.5560385421585,2970.124662
Colobus angolensis palliatus,KN985766.1,19.515036,274,14.0404557798407,2970.124662
Colobus angolensis palliatus,KN981158.1,19.480255,123,6.31408572423718,2970.124662
Colobus angolensis palliatus,KN981269.1,19.47499,122,6.26444480844406,2970.124662
Colobus angolensis palliatus,KN979496.1,19.13933,246,12.8531145029633,2970.124662
Colobus angolensis palliatus,KN979940.1,18.128975,153,8.43952843445369,2970.124662
Colobus angolensis palliatus,KN979607.1,17.680267,173,9.78492010329934,2970.124662
Colobus angolensis palliatus,KN982784.1,16.882541,103,6.10097733510613,2970.124662
Colobus angolensis palliatus,KN982681.1,16.685579,294,17.6200058745339,2970.124662
Colobus angolensis palliatus,KN980384.1,16.670845,176,10.5573532715348,2970.124662
Colobus angolensis palliatus,KN980496.1,15.470603,81,5.23573644802339,2970.124662
Colobus angolensis palliatus,KN983522.1,14.925541,120,8.03990957513701,2970.124662
Colobus angolensis palliatus,KN981490.1,14.84085,67,4.51456621419932,2970.124662
Colobus angolensis palliatus,KN983836.1,14.569982,154,10.5696767504586,2970.124662
Colobus angolensis palliatus,KN983310.1,14.554755,101,6.93931295992272,2970.124662
Colobus angolensis palliatus,KN980938.1,14.522853,198,13.6336847863157,2970.124662
Colobus angolensis palliatus,KN984570.1,14.185119,102,7.19063407222738,2970.124662
Colobus angolensis palliatus,KN985644.1,13.750039,53,3.8545345216839,2970.124662
Colobus angolensis palliatus,KN984046.1,13.651311,74,5.42072479339164,2970.124662
Colobus angolensis palliatus,KN985711.1,13.488606,82,6.07920492302911,2970.124662
Colobus angolensis palliatus,KN981935.1,13.430856,126,9.38138269072351,2970.124662
Colobus angolensis palliatus,KN984364.1,13.284376,80,6.02211199080785,2970.124662
Colobus angolensis palliatus,KN985833.1,13.276302,73,5.49851909063232,2970.124662
Colobus angolensis palliatus,KN985767.1,13.27313,101,7.60935815440669,2970.124662
Colobus angolensis palliatus,KN980273.1,13.246081,195,14.721335314196,2970.124662
Colobus angolensis palliatus,KN985689.1,12.978727,54,4.16065458499898,2970.124662
Colobus angolensis palliatus,KN984465.1,12.95376,110,8.49174293795778,2970.124662
Colobus angolensis palliatus,KN985700.1,12.846578,66,5.13755491929446,2970.124662
Colobus angolensis palliatus,KN981824.1,12.79721,263,20.5513545530627,2970.124662
Colobus angolensis palliatus,KN985878.1,12.675881,208,16.409115863426,2970.124662
Colobus angolensis palliatus,KN985778.1,12.620302,75,5.94280548912379,2970.124662
Colobus angolensis palliatus,KN981602.1,12.438654,130,10.4512915947336,2970.124662
Colobus angolensis palliatus,KN984991.1,12.418398,63,5.07311812683085,2970.124662
Corvus moneduloides,1,165.740467,1432,8.64001427002133,1112.734094
Corvus moneduloides,2,123.340174,1242,10.0697117550685,1112.734094
Corvus moneduloides,3,122.098567,1317,10.7863673780872,1112.734094
Corvus moneduloides,Z,77.816073,784,10.0750393816455,1112.734094
Corvus moneduloides,4,74.699841,978,13.0923973452634,1112.734094
Corvus moneduloides,5,74.461389,832,11.1735761469612,1112.734094
Corvus moneduloides,6,63.8056,992,15.5472246950111,1112.734094
Corvus moneduloides,7,39.60954,553,13.9612830646354,1112.734094
Corvus moneduloides,8,37.231433,586,15.7393888115991,1112.734094
Corvus moneduloides,9,32.87783,565,17.1848324539667,1112.734094
Corvus moneduloides,10,28.582475,499,17.4582502040149,1112.734094
Corvus moneduloides,11,21.791607,367,16.841346303648,1112.734094
Corvus moneduloides,W,21.203907,100,4.71611198822934,1112.734094
Corvus moneduloides,12,21.200103,404,19.0565111877051,1112.734094
Corvus moneduloides,13,20.922009,436,20.8392989411294,1112.734094
Corvus moneduloides,14,20.680512,385,18.6165603636893,1112.734094
Corvus moneduloides,15,19.370643,405,20.907927527238,1112.734094
Corvus moneduloides,16,17.823271,432,24.2379751730196,1112.734094
Corvus moneduloides,17,15.78426,417,26.4187234624873,1112.734094
Corvus moneduloides,18,14.829806,412,27.7818873692616,1112.734094
Corvus moneduloides,19,12.479413,356,28.5269827995916,1112.734094
Corvus moneduloides,20,11.25883,345,30.6426156181415,1112.734094
Corvus moneduloides,21,11.163919,312,27.9471751810453,1112.734094
Corvus moneduloides,22,8.050423,261,32.4206566536938,1112.734094
Corvus moneduloides,23,7.320952,264,36.0608838850466,1112.734094
Corvus moneduloides,24,7.308453,293,40.0905636254348,1112.734094
Corvus moneduloides,25,6.846114,185,27.0226291878867,1112.734094
Corvus moneduloides,26,6.151477,355,57.7097175198737,1112.734094
Corvus moneduloides,27,5.850513,238,40.680193343729,1112.734094
Corvus moneduloides,28,5.795124,318,54.8737179739381,1112.734094
Corvus moneduloides,29,3.332324,306,91.8278054594931,1112.734094
Corvus moneduloides,30,2.735592,212,77.4969366776917,1112.734094
Corvus moneduloides,31,1.421766,95,66.8183090607034,1112.734094
Corvus moneduloides,32,1.18481,115,97.0619761818351,1112.734094
Corvus moneduloides,33,1.15633,29,25.0793458614755,1112.734094
Corvus moneduloides,34,1.064302,123,115.568701364838,1112.734094
Corvus moneduloides,WHPO01000038.1,0.731315,26,35.5523953426362,1112.734094
Corvus moneduloides,WHPO01000034.1,0.491886,15,30.4948707627377,1112.734094
Corvus moneduloides,WHPO01000041.1,0.357944,22,61.4621281541247,1112.734094
Corvus moneduloides,WHPO01000039.1,0.299843,13,43.3560229853623,1112.734094
Corvus moneduloides,WHPO01000043.1,0.281132,13,46.2416231521136,1112.734094
Corvus moneduloides,WHPO01000040.1,0.257524,13,50.4807318929498,1112.734094
Corvus moneduloides,WHPO01000042.1,0.236333,6,25.3879060478224,1112.734094
Corvus moneduloides,WHPO01000045.1,0.233436,6,25.7029764046677,1112.734094
Corvus moneduloides,WHPO01000046.1,0.208299,27,129.621361600392,1112.734094
Corvus moneduloides,WHPO01000047.1,0.169415,4,23.6106602130862,1112.734094
Corvus moneduloides,WHPO01000048.1,0.163736,23,140.470024918161,1112.734094
Corvus moneduloides,WHPO01000049.1,0.152246,4,26.2732682632056,1112.734094
Corvus moneduloides,WHPO01000050.1,0.145865,9,61.700887807219,1112.734094
Corvus moneduloides,WHPO01000051.1,0.145028,12,82.742642800011,1112.734094
Corvus moneduloides,WHPO01000052.1,0.136298,3,22.010594432787,1112.734094
Corvus moneduloides,WHPO01000044.1,0.121934,6,49.2069480210606,1112.734094
Corvus moneduloides,WHPO01000053.1,0.112326,10,89.0265833377847,1112.734094
Corvus moneduloides,WHPO01000054.1,0.094345,9,95.3945625099369,1112.734094
Corvus moneduloides,WHPO01000055.1,0.076014,2,26.3109427210777,1112.734094
Corvus moneduloides,WHPO01000056.1,0.074117,2,26.9843625618954,1112.734094
Corvus moneduloides,WHPO01000058.1,0.066668,1,14.9997000059999,1112.734094
Corvus moneduloides,WHPO01000059.1,0.065715,12,182.606710796622,1112.734094
Corvus moneduloides,WHPO01000061.1,0.060406,5,82.7732344469093,1112.734094
Corvus moneduloides,WHPO01000064.1,0.051725,3,57.9990333494442,1112.734094
Corvus moneduloides,WHPO01000065.1,0.050156,2,39.8755881649254,1112.734094
Corvus moneduloides,WHPO01000067.1,0.039145,7,178.822327244859,1112.734094
Corvus moneduloides,WHPO01000068.1,0.038868,2,51.4562107646393,1112.734094
Corvus moneduloides,WHPO01000069.1,0.031553,1,31.6927075080024,1112.734094
Corvus moneduloides,WHPO01000070.1,0.031357,2,63.7816117613292,1112.734094
Corvus moneduloides,WHPO01000071.1,0.030817,2,64.8992439238083,1112.734094
Corvus moneduloides,WHPO01000072.1,0.030422,1,32.8709486555782,1112.734094
Corvus moneduloides,WHPO01000073.1,0.027921,3,107.446008380789,1112.734094
Corvus moneduloides,WHPO01000075.1,0.025784,1,38.7837418554142,1112.734094
Corvus moneduloides,WHPO01000076.1,0.025779,1,38.7912642073005,1112.734094
Corvus moneduloides,WHPO01000077.1,0.024147,3,124.239035905081,1112.734094
Corvus moneduloides,WHPO01000078.1,0.023939,2,83.5456785997744,1112.734094
Corvus moneduloides,WHPO01000079.1,0.023372,1,42.7862399452336,1112.734094
Corvus moneduloides,WHPO01000080.1,0.022711,2,88.0630531460526,1112.734094
Cottoperca gobio,5,30.479438,1182,38.780242601586,609.391784
Cottoperca gobio,9,30.072547,1190,39.5709748163333,609.391784
Cottoperca gobio,3,30.028995,936,31.1698743164731,609.391784
Cottoperca gobio,4,28.949045,1058,36.5469741747958,609.391784
Cottoperca gobio,13,27.742916,994,35.8289662124919,609.391784
Cottoperca gobio,6,27.680345,1156,41.7624852580414,609.391784
Cottoperca gobio,10,27.438269,914,33.3111392704839,609.391784
Cottoperca gobio,1,27.055867,1204,44.5005144355566,609.391784
Cottoperca gobio,16,26.581398,1123,42.2475898370733,609.391784
Cottoperca gobio,14,25.704503,1006,39.1371115014362,609.391784
Cottoperca gobio,17,25.156145,1107,44.0051526177799,609.391784
Cottoperca gobio,15,24.96321,950,38.0560032143302,609.391784
Cottoperca gobio,21,24.104793,906,37.585885927334,609.391784
Cottoperca gobio,8,23.432536,1216,51.8936576049643,609.391784
Cottoperca gobio,7,23.06968,1000,43.3469384924282,609.391784
Cottoperca gobio,12,22.902521,866,37.8124312166333,609.391784
Cottoperca gobio,22,22.609112,977,43.2126657606013,609.391784
Cottoperca gobio,24,22.44182,1010,45.0052624965355,609.391784
Cottoperca gobio,11,22.193419,975,43.9319421671803,609.391784
Cottoperca gobio,19,21.060126,912,43.3045842175873,609.391784
Cottoperca gobio,20,17.599799,613,34.8299432283289,609.391784
Cottoperca gobio,23,15.932363,533,33.4539201749295,609.391784
Cottoperca gobio,18,14.930383,670,44.8749372336932,609.391784
Cottoperca gobio,2,12.923129,600,46.428384333237,609.391784
Cottoperca gobio,CAAAFJ010000140.1,1.172307,45,38.3858494404623,609.391784
Cottoperca gobio,CAAAFJ010000280.1,0.806285,32,39.6881995820337,609.391784
Cottoperca gobio,CAAAFJ010000226.1,0.803058,35,43.5834024441572,609.391784
Cottoperca gobio,CAAAFJ010000282.1,0.778149,50,64.2550462700588,609.391784
Cottoperca gobio,CAAAFJ010000014.1,0.707491,22,31.0958019253955,609.391784
Cottoperca gobio,CAAAFJ010000059.1,0.676065,15,22.1872157262985,609.391784
Cottoperca gobio,CAAAFJ010000089.1,0.623917,27,43.2749868972956,609.391784
Cottoperca gobio,CAAAFJ010000086.1,0.554085,17,30.6812131712643,609.391784
Cottoperca gobio,CAAAFJ010000035.1,0.549575,23,41.8505208570259,609.391784
Cottoperca gobio,CAAAFJ010000158.1,0.546009,21,38.4609044905853,609.391784
Cottoperca gobio,CAAAFJ010000052.1,0.503677,19,37.7225880872067,609.391784
Cottoperca gobio,CAAAFJ010000083.1,0.4686,23,49.082373026035,609.391784
Cottoperca gobio,CAAAFJ010000032.1,0.44526,32,71.8681219961371,609.391784
Cottoperca gobio,CAAAFJ010000003.1,0.433245,17,39.2387679026879,609.391784
Cottoperca gobio,CAAAFJ010000108.1,0.397345,2,5.03340925392291,609.391784
Cottoperca gobio,CAAAFJ010000122.1,0.362407,32,88.2985152052803,609.391784
Cottoperca gobio,CAAAFJ010000079.1,0.360989,26,72.0243553127658,609.391784
Cottoperca gobio,CAAAFJ010000143.1,0.357577,17,47.5422076923292,609.391784
Cottoperca gobio,CAAAFJ010000211.1,0.357099,6,16.8020632933724,609.391784
Cottoperca gobio,CAAAFJ010000130.1,0.342161,14,40.9164106955498,609.391784
Cottoperca gobio,CAAAFJ010000256.1,0.340063,20,58.8126317770531,609.391784
Cottoperca gobio,CAAAFJ010000054.1,0.333546,17,50.9674827460081,609.391784
Cottoperca gobio,CAAAFJ010000029.1,0.320233,16,49.9636202390135,609.391784
Cottoperca gobio,CAAAFJ010000049.1,0.281212,20,71.1207203106553,609.391784
Coturnix japonica,1,175.656249,2849,16.2191781745265,927.64026
Coturnix japonica,2,134.823679,1994,14.7896869065559,927.64026
Coturnix japonica,3,100.941466,1728,17.1188320169632,927.64026
Coturnix japonica,4,82.189922,1555,18.9195945459104,927.64026
Coturnix japonica,Z,67.000979,1095,16.343044778495,927.64026
Coturnix japonica,5,54.019043,1227,22.7142120973894,927.64026
Coturnix japonica,7,33.419797,682,20.4070659076714,927.64026
Coturnix japonica,6,31.416776,708,22.5357305918341,927.64026
Coturnix japonica,8,26.894524,656,24.3915824648914,927.64026
Coturnix japonica,9,21.326773,598,28.039872698978,927.64026
Coturnix japonica,10,18.4837,518,28.0246920259472,927.64026
Coturnix japonica,11,17.799862,506,28.4271866826833,927.64026
Coturnix japonica,12,17.221944,426,24.7358834751756,927.64026
Coturnix japonica,13,15.706747,453,28.8411088559585,927.64026
Coturnix japonica,14,12.824963,460,35.867549871294,927.64026
Coturnix japonica,20,12.446475,430,34.5479342544777,927.64026
Coturnix japonica,15,11.69726,424,36.2478050415226,927.64026
Coturnix japonica,18,9.547476,343,35.925725291166,927.64026
Coturnix japonica,17,8.971062,333,37.1193510868613,927.64026
Coturnix japonica,19,8.760791,358,40.8638900300213,927.64026
Coturnix japonica,21,5.945,284,47.771236333053,927.64026
Coturnix japonica,24,5.496777,191,34.7476348412897,927.64026
Coturnix japonica,23,5.051087,280,55.4336126065538,927.64026
Coturnix japonica,26,4.932196,295,59.811086177435,927.64026
Coturnix japonica,27,4.7799,332,69.4575200317998,927.64026
Coturnix japonica,22,4.126574,208,50.4050090947115,927.64026
Coturnix japonica,28,4.019625,316,78.614298597506,927.64026
Coturnix japonica,25,2.511919,258,102.710318286537,927.64026
Coturnix japonica,LGE22C19W28_E50C23,1.780026,177,99.4367498002838,927.64026
Coturnix japonica,KQ966684.1,0.620475,51,82.195092469479,927.64026
Coturnix japonica,LGE64,0.58453,32,54.7448377328794,927.64026
Coturnix japonica,KQ966658.1,0.556983,49,87.9739597079265,927.64026
Coturnix japonica,16,0.344938,45,130.458227275626,927.64026
Coturnix japonica,KQ966686.1,0.28031,11,39.2422674895651,927.64026
Coturnix japonica,KQ966688.1,0.270125,4,14.807959278112,927.64026
Coturnix japonica,KQ966700.1,0.21175,12,56.6706021251476,927.64026
Coturnix japonica,KQ966687.1,0.20859,13,62.3232177956757,927.64026
Coturnix japonica,KQ966691.1,0.200809,13,64.738134246971,927.64026
Coturnix japonica,KQ966689.1,0.196254,8,40.7635003617761,927.64026
Coturnix japonica,KQ966690.1,0.187889,6,31.9337481172394,927.64026
Coturnix japonica,KQ966697.1,0.174981,12,68.5788742777787,927.64026
Coturnix japonica,KQ966692.1,0.173694,21,120.902276417147,927.64026
Coturnix japonica,KQ966693.1,0.159395,5,31.3686125662662,927.64026
Coturnix japonica,KQ966699.1,0.155229,17,109.515618859878,927.64026
Coturnix japonica,KQ966694.1,0.154463,9,58.2663809455986,927.64026
Coturnix japonica,KQ966696.1,0.152998,6,39.2161989045609,927.64026
Coturnix japonica,KQ966695.1,0.152966,19,124.21060889348,927.64026
Coturnix japonica,KQ966807.1,0.139629,4,28.6473440331163,927.64026
Coturnix japonica,KQ966698.1,0.132747,8,60.2650154052446,927.64026
Coturnix japonica,KQ966701.1,0.131347,2,15.2268418768605,927.64026
Coturnix japonica,KQ966702.1,0.128542,6,46.6773505935803,927.64026
Coturnix japonica,KQ966703.1,0.12634,7,55.4060471742916,927.64026
Coturnix japonica,KQ966733.1,0.125169,5,39.9459930174404,927.64026
Coturnix japonica,W,0.122254,5,40.8984573101903,927.64026
Coturnix japonica,KQ966704.1,0.120772,3,24.8401947471268,927.64026
Coturnix japonica,KQ966705.1,0.117646,2,17.000153001377,927.64026
Coturnix japonica,KQ966708.1,0.117005,6,51.2798598350498,927.64026
Coturnix japonica,KQ966706.1,0.112409,20,177.921696661299,927.64026
Coturnix japonica,KQ966707.1,0.111873,6,53.6322437049154,927.64026
Coturnix japonica,KQ966709.1,0.10953,8,73.0393499497855,927.64026
