species,divergence,sequence.lengths.Mbp,percent.of.genome,repeat.group
Astyanax mexicanus,44,0.059853,0.00448256763798981,DNA
Astyanax mexicanus,45,0.041069,0.00307577849605874,DNA
Astyanax mexicanus,46,0.023438,0.00175534092358286,DNA
Astyanax mexicanus,47,0.020765,0.00155515207262557,DNA
Astyanax mexicanus,48,0.020686,0.0015492355297054,DNA
Astyanax mexicanus,49,0.008477,0.000634867523219214,DNA
Astyanax mexicanus,50,0.005255,0.000393562443614129,DNA
Astyanax mexicanus,51,0.003463,0.000259354280159035,DNA
Astyanax mexicanus,52,0.015682,0.00117447121612879,DNA
Astyanax mexicanus,53,0.000824,6.17117894458691e-05,DNA
Astyanax mexicanus,54,0.000137,1.02603339248593e-05,DNA
Astyanax mexicanus,55,8.2e-05,6.14122176524426e-06,DNA
Astyanax mexicanus,56,6.1e-05,4.56846984975487e-06,DNA
Astyanax mexicanus,57,0,0,DNA
Astyanax mexicanus,58,0,0,DNA
Astyanax mexicanus,59,0,0,DNA
Astyanax mexicanus,60,0,0,DNA
Astyanax mexicanus,61,0,0,DNA
Astyanax mexicanus,62,0,0,DNA
Astyanax mexicanus,63,0,0,DNA
Astyanax mexicanus,64,0,0,DNA
Astyanax mexicanus,65,0,0,DNA
Astyanax mexicanus,66,0,0,DNA
Astyanax mexicanus,67,0,0,DNA
Astyanax mexicanus,68,0,0,DNA
Astyanax mexicanus,69,0,0,DNA
Astyanax mexicanus,70,0,0,DNA
Astyanax mexicanus,0,2.313262,0.173247011501371,LINE
Astyanax mexicanus,1,3.699773,0.277086908220281,LINE
Astyanax mexicanus,2,3.57526,0.267761762541551,LINE
Astyanax mexicanus,3,2.874431,0.215274612437717,LINE
Astyanax mexicanus,4,2.111878,0.158164769989518,LINE
Astyanax mexicanus,5,2.120782,0.158831616801686,LINE
Astyanax mexicanus,6,1.737423,0.130120731012634,LINE
Astyanax mexicanus,7,1.18051,0.0884118744644939,LINE
Astyanax mexicanus,8,0.929516,0.0696141937846681,LINE
Astyanax mexicanus,9,0.79805,0.0597683174360144,LINE
Astyanax mexicanus,10,0.717845,0.0537615285130703,LINE
Astyanax mexicanus,11,0.710584,0.0532177308150528,LINE
Astyanax mexicanus,12,0.710515,0.0532125632016161,LINE
Astyanax mexicanus,13,0.737013,0.0551970765471703,LINE
Astyanax mexicanus,14,0.694589,0.0520198181060883,LINE
Astyanax mexicanus,15,0.687021,0.0514530282729253,LINE
Astyanax mexicanus,16,0.609757,0.0456664995110981,LINE
Astyanax mexicanus,17,0.540179,0.04045559795034,LINE
Astyanax mexicanus,18,0.481646,0.0360718890041809,LINE
Astyanax mexicanus,19,0.468486,0.0350862978038076,LINE
Astyanax mexicanus,20,0.39921,0.0298980139134532,LINE
Astyanax mexicanus,21,0.417641,0.0312783658446144,LINE
Astyanax mexicanus,22,0.436387,0.0326823090545079,LINE
Astyanax mexicanus,23,0.530608,0.0397387975416186,LINE
Astyanax mexicanus,24,0.431069,0.0322840283551473,LINE
Astyanax mexicanus,25,0.387687,0.0290350224695396,LINE
Astyanax mexicanus,26,0.436398,0.0326831328769398,LINE
Astyanax mexicanus,27,0.310807,0.0232772525998814,LINE
Astyanax mexicanus,28,0.234067,0.017529967742993,LINE
Astyanax mexicanus,29,0.217882,0.0163178253738408,LINE
Astyanax mexicanus,30,0.192394,0.0144089539061269,LINE
Astyanax mexicanus,31,0.188139,0.0140902844108694,LINE
Astyanax mexicanus,32,0.195739,0.0146594708183798,LINE
Astyanax mexicanus,33,0.251215,0.0188142320214126,LINE
Astyanax mexicanus,34,0.247354,0.0185250703478077,LINE
Astyanax mexicanus,35,0.186845,0.0139933729356959,LINE
Astyanax mexicanus,36,0.177193,0.0132705061981576,LINE
Astyanax mexicanus,37,0.148042,0.0110873018606133,LINE
Astyanax mexicanus,38,0.151466,0.0113437353157864,LINE
Astyanax mexicanus,39,0.140727,0.0105394599433845,LINE
Astyanax mexicanus,40,0.091377,0.00684349294198445,LINE
Astyanax mexicanus,41,0.076886,0.00575821922734841,LINE
Astyanax mexicanus,42,0.071352,0.00534376165114278,LINE
Astyanax mexicanus,43,0.067811,0.00507856572101193,LINE
Astyanax mexicanus,44,0.041505,0.00310843182154223,LINE
Astyanax mexicanus,45,0.028849,0.00216058666714063,LINE
Astyanax mexicanus,46,0.018761,0.00140506660411887,LINE
Astyanax mexicanus,47,0.01267,0.000948893655678595,LINE
Astyanax mexicanus,48,0.009635,0.0007215935574162,LINE
Astyanax mexicanus,49,0.002349,0.000175923535689741,LINE
Astyanax mexicanus,50,0.000992,7.42938047697842e-05,LINE
Astyanax mexicanus,51,0.000711,5.32488862815691e-05,LINE
Astyanax mexicanus,52,0.000976,7.3095517596078e-05,LINE
Astyanax mexicanus,53,0.000668,5.00284895022337e-05,LINE
Astyanax mexicanus,54,0.000576,4.31383382534231e-05,LINE
Astyanax mexicanus,55,0.000287,2.14942761783549e-05,LINE
Astyanax mexicanus,56,0,0,LINE
Astyanax mexicanus,57,0,0,LINE
Astyanax mexicanus,58,0,0,LINE
Astyanax mexicanus,59,0,0,LINE
Astyanax mexicanus,60,0,0,LINE
Astyanax mexicanus,61,0,0,LINE
Astyanax mexicanus,62,0,0,LINE
Astyanax mexicanus,63,0,0,LINE
Astyanax mexicanus,64,0,0,LINE
Astyanax mexicanus,65,0,0,LINE
Astyanax mexicanus,66,0,0,LINE
Astyanax mexicanus,67,0,0,LINE
Astyanax mexicanus,68,0,0,LINE
Astyanax mexicanus,69,0,0,LINE
Astyanax mexicanus,70,0,0,LINE
Astyanax mexicanus,0,0.361974,0.0271093000884454,LTR
Astyanax mexicanus,1,0.657618,0.0492509509123951,LTR
Astyanax mexicanus,2,0.54729,0.040988161706104,LTR
Astyanax mexicanus,3,0.612196,0.0458491634121399,LTR
Astyanax mexicanus,4,0.368562,0.027602694832219,LTR
Astyanax mexicanus,5,0.363478,0.0272219390827738,LTR
Astyanax mexicanus,6,0.397375,0.0297605853532187,LTR
Astyanax mexicanus,7,0.400664,0.0300069082603637,LTR
Astyanax mexicanus,8,0.419561,0.0314221603054591,LTR
Astyanax mexicanus,9,0.464393,0.0347797609661839,LTR
Astyanax mexicanus,10,0.481197,0.0360382620703688,LTR
Astyanax mexicanus,11,0.45663,0.0341983670080913,LTR
Astyanax mexicanus,12,0.405045,0.0303350142671142,LTR
Astyanax mexicanus,13,0.428673,0.0321045848508848,LTR
Astyanax mexicanus,14,0.565441,0.0423475436117253,LTR
Astyanax mexicanus,15,0.415582,0.031124161263948,LTR
Astyanax mexicanus,16,0.471869,0.0353396606480981,LTR
Astyanax mexicanus,17,0.473834,0.0354868252916189,LTR
Astyanax mexicanus,18,0.435608,0.0326239674477381,LTR
Astyanax mexicanus,19,0.307848,0.0230556443656941,LTR
Astyanax mexicanus,20,0.372293,0.0278821204225376,LTR
Astyanax mexicanus,21,0.2764,0.0207004109257745,LTR
Astyanax mexicanus,22,0.25691,0.0192407473623037,LTR
Astyanax mexicanus,23,0.230021,0.0172269508739421,LTR
Astyanax mexicanus,24,0.215841,0.0161649688662449,LTR
Astyanax mexicanus,25,0.263978,0.0197700907212884,LTR
Astyanax mexicanus,26,0.197942,0.0148244599836095,LTR
Astyanax mexicanus,27,0.203242,0.0152213926098997,LTR
Astyanax mexicanus,28,0.18386,0.0137698174848513,LTR
Astyanax mexicanus,29,0.166939,0.0125025539057087,LTR
Astyanax mexicanus,30,0.211004,0.0158027116750439,LTR
Astyanax mexicanus,31,0.18208,0.0136365080367765,LTR
Astyanax mexicanus,32,0.174595,0.0130759343183271,LTR
Astyanax mexicanus,33,0.189846,0.0142181266737142,LTR
Astyanax mexicanus,34,0.167515,0.0125456922439621,LTR
Astyanax mexicanus,35,0.154796,0.011593128833814,LTR
Astyanax mexicanus,36,0.138757,0.0103919208351219,LTR
Astyanax mexicanus,37,0.122393,0.00916637262821391,LTR
Astyanax mexicanus,38,0.075182,0.0056306016433487,LTR
Astyanax mexicanus,39,0.08118,0.00607980954759182,LTR
Astyanax mexicanus,40,0.058856,0.00440789936847824,LTR
Astyanax mexicanus,41,0.040218,0.00301204459700724,LTR
Astyanax mexicanus,42,0.041542,0.00311120286063143,LTR
Astyanax mexicanus,43,0.028674,0.00214748040117822,LTR
Astyanax mexicanus,44,0.017179,0.00128658595981867,LTR
Astyanax mexicanus,45,0.012285,0.000920059870561289,LTR
Astyanax mexicanus,46,0.005937,0.000444639434393356,LTR
Astyanax mexicanus,47,0.002382,0.00017839500298551,LTR
Astyanax mexicanus,48,0.001506,0.000112788780225096,LTR
Astyanax mexicanus,49,0.000498,3.72966882816054e-05,LTR
Astyanax mexicanus,50,0.000647,4.84557375867443e-05,LTR
Astyanax mexicanus,51,0,0,LTR
Astyanax mexicanus,52,0,0,LTR
Astyanax mexicanus,53,0,0,LTR
Astyanax mexicanus,54,0,0,LTR
Astyanax mexicanus,55,0,0,LTR
Astyanax mexicanus,56,0,0,LTR
Astyanax mexicanus,57,0,0,LTR
Astyanax mexicanus,58,0,0,LTR
Astyanax mexicanus,59,0,0,LTR
Astyanax mexicanus,60,0,0,LTR
Astyanax mexicanus,61,0,0,LTR
Astyanax mexicanus,62,0,0,LTR
Astyanax mexicanus,63,0,0,LTR
Astyanax mexicanus,64,0,0,LTR
Astyanax mexicanus,65,0,0,LTR
Astyanax mexicanus,66,0,0,LTR
Astyanax mexicanus,67,0,0,LTR
Astyanax mexicanus,68,0,0,LTR
Astyanax mexicanus,69,0,0,LTR
Astyanax mexicanus,70,0,0,LTR
Astyanax mexicanus,0,5.166007,0.386897495461027,Unknown
Astyanax mexicanus,1,6.727684,0.503856090371775,Unknown
Astyanax mexicanus,2,10.206017,0.764358704107962,Unknown
Astyanax mexicanus,3,12.976219,0.971827299431416,Unknown
Astyanax mexicanus,4,15.69888,1.17573540909705,Unknown
Astyanax mexicanus,5,16.050475,1.2020673952745,Unknown
Astyanax mexicanus,6,16.299221,1.22069671660642,Unknown
Astyanax mexicanus,7,15.805279,1.18370394390924,Unknown
Astyanax mexicanus,8,14.930625,1.11819852705732,Unknown
Astyanax mexicanus,9,14.018692,1.0499011759836,Unknown
Astyanax mexicanus,10,13.713318,1.02703081677214,Unknown
Astyanax mexicanus,11,13.161038,0.985668939253741,Unknown
Astyanax mexicanus,12,12.609125,0.944334547447384,Unknown
Astyanax mexicanus,13,11.613788,0.869790824908934,Unknown
Astyanax mexicanus,14,10.721335,0.802952388469208,Unknown
Astyanax mexicanus,15,10.297016,0.771173887515468,Unknown
Astyanax mexicanus,16,9.708891,0.72712747226322,Unknown
Astyanax mexicanus,17,9.208949,0.689685341875907,Unknown
Astyanax mexicanus,18,8.725657,0.653490179078731,Unknown
Astyanax mexicanus,19,8.267345,0.619165842131504,Unknown
Astyanax mexicanus,20,7.535582,0.564361953563206,Unknown
Astyanax mexicanus,21,7.016491,0.52548569810781,Unknown
Astyanax mexicanus,22,6.371318,0.477166789937714,Unknown
Astyanax mexicanus,23,5.662999,0.424118691650689,Unknown
Astyanax mexicanus,24,5.107372,0.382506147434135,Unknown
Astyanax mexicanus,25,4.532439,0.339447719956609,Unknown
Astyanax mexicanus,26,3.712049,0.278006294054307,Unknown
Astyanax mexicanus,27,3.002384,0.224857389858794,Unknown
Astyanax mexicanus,28,2.488937,0.186403830203924,Unknown
Astyanax mexicanus,29,1.989382,0.148990683387624,Unknown
Astyanax mexicanus,30,1.600653,0.119877622465897,Unknown
Astyanax mexicanus,31,1.312271,0.0982798442329128,Unknown
Astyanax mexicanus,32,1.021852,0.0765295090641265,Unknown
Astyanax mexicanus,33,0.814491,0.0609996323999459,Unknown
Astyanax mexicanus,34,0.664719,0.0497827657386756,Unknown
Astyanax mexicanus,35,0.514287,0.0385164697314899,Unknown
Astyanax mexicanus,36,0.366978,0.027484064402022,Unknown
Astyanax mexicanus,37,0.255401,0.0191277339032335,Unknown
Astyanax mexicanus,38,0.170995,0.0128063197042432,Unknown
Astyanax mexicanus,39,0.110175,0.00825133058519251,Unknown
Astyanax mexicanus,40,0.090131,0.00675017632833208,Unknown
Astyanax mexicanus,41,0.062017,0.00464463597823358,Unknown
Astyanax mexicanus,42,0.038037,0.00284870307664141,Unknown
Astyanax mexicanus,43,0.038999,0.0029207500929605,Unknown
Astyanax mexicanus,44,0.031477,0.00235740533542187,Unknown
Astyanax mexicanus,45,0.01977,0.00148063358901072,Unknown
Astyanax mexicanus,46,0.011969,0.000896393698880592,Unknown
Astyanax mexicanus,47,0.007495,0.000561322647932996,Unknown
Astyanax mexicanus,48,0.005847,0.000437899069041258,Unknown
Astyanax mexicanus,49,0.005221,0.000391016083370003,Unknown
Astyanax mexicanus,50,0.002031,0.00015210757811233,Unknown
Astyanax mexicanus,51,0.005502,0.000412061001858218,Unknown
Astyanax mexicanus,52,0.002019,0.000151208862732051,Unknown
Astyanax mexicanus,53,0.000663,4.96540247604505e-05,Unknown
Astyanax mexicanus,54,0.001819,0.000136230273060723,Unknown
Astyanax mexicanus,55,0.000602,4.50855549106956e-05,Unknown
Astyanax mexicanus,56,1e-06,7.48929483566373e-08,Unknown
Astyanax mexicanus,57,0.00054,4.04421921125841e-05,Unknown
Astyanax mexicanus,58,0,0,Unknown
Astyanax mexicanus,59,0,0,Unknown
Astyanax mexicanus,60,0.001222,9.15191828918108e-05,Unknown
Astyanax mexicanus,61,0,0,Unknown
Astyanax mexicanus,62,0.000494,3.69971164881788e-05,Unknown
Astyanax mexicanus,63,0,0,Unknown
Astyanax mexicanus,64,0,0,Unknown
Astyanax mexicanus,65,6.7e-05,5.0178275398947e-06,Unknown
Astyanax mexicanus,66,0,0,Unknown
Astyanax mexicanus,67,0,0,Unknown
Astyanax mexicanus,68,0,0,Unknown
Astyanax mexicanus,69,0,0,Unknown
Astyanax mexicanus,70,0,0,Unknown
Astyanax mexicanus,0,0.055346,0.00414502511974645,Other
Astyanax mexicanus,1,0.020331,0.00152264853303879,Other
Astyanax mexicanus,2,0.01272,0.000952638303096426,Other
Astyanax mexicanus,3,0.031575,0.00236474484436082,Other
Astyanax mexicanus,4,0.039488,0.00295737274470689,Other
Astyanax mexicanus,5,0.032012,0.00239747306279267,Other
Astyanax mexicanus,6,0.034917,0.0026150370777687,Other
Astyanax mexicanus,7,0.033301,0.00249401007322438,Other
Astyanax mexicanus,8,0.038693,0.00289783285076337,Other
Astyanax mexicanus,9,0.038177,0.00285918808941134,Other
Astyanax mexicanus,10,0.063735,0.00477330206351028,Other
Astyanax mexicanus,11,0.054713,0.0040976178834367,Other
Astyanax mexicanus,12,0.064169,0.00480580560309706,Other
Astyanax mexicanus,13,0.128764,0.00964351560219404,Other
Astyanax mexicanus,14,0.063758,0.00477502460132248,Other
Astyanax mexicanus,15,0.062316,0.00466702896979221,Other
Astyanax mexicanus,16,0.069705,0.0052204129651994,Other
Astyanax mexicanus,17,0.074988,0.00561607241136752,Other
Astyanax mexicanus,18,0.081305,0.0060891711661364,Other
Astyanax mexicanus,19,0.07807,0.00584689247820267,Other
Astyanax mexicanus,20,0.082725,0.00619551915280282,Other
Astyanax mexicanus,21,0.073759,0.00552402897783721,Other
Astyanax mexicanus,22,0.066687,0.00499438604705907,Other
Astyanax mexicanus,23,0.070231,0.00525980665603499,Other
Astyanax mexicanus,24,0.065025,0.00486991396689034,Other
Astyanax mexicanus,25,0.059851,0.0044824178520931,Other
Astyanax mexicanus,26,0.053852,0.00403313505490163,Other
Astyanax mexicanus,27,0.045734,0.00342515410014245,Other
Astyanax mexicanus,28,0.027189,0.00203626437286861,Other
Astyanax mexicanus,29,0.028528,0.00213654603071815,Other
Astyanax mexicanus,30,0.026122,0.00195635359697208,Other
Astyanax mexicanus,31,0.012201,0.000913768862899332,Other
Astyanax mexicanus,32,0.00481,0.000360235081595425,Other
Astyanax mexicanus,33,0.011577,0.00086703566312479,Other
Astyanax mexicanus,34,0.001303,9.75855117086984e-05,Other
Astyanax mexicanus,35,0.001697,0.000127093333361213,Other
Astyanax mexicanus,36,0.000732,5.48216381970585e-05,Other
Astyanax mexicanus,37,0.001005,7.52674130984205e-05,Other
Astyanax mexicanus,38,7e-05,5.24250638496461e-06,Other
Astyanax mexicanus,39,0.00033,2.47146729576903e-05,Other
Astyanax mexicanus,40,0,0,Other
Astyanax mexicanus,41,0,0,Other
Astyanax mexicanus,42,0.000372,2.78601767886691e-05,Other
Astyanax mexicanus,43,0.000323,2.41904223191938e-05,Other
Astyanax mexicanus,44,8.4e-05,6.29100766195753e-06,Other
Astyanax mexicanus,45,0.000158,1.18330858403487e-05,Other
Astyanax mexicanus,46,0,0,Other
Astyanax mexicanus,47,0,0,Other
Astyanax mexicanus,48,0,0,Other
Astyanax mexicanus,49,0,0,Other
Astyanax mexicanus,50,0,0,Other
Astyanax mexicanus,51,0,0,Other
Astyanax mexicanus,52,0,0,Other
Astyanax mexicanus,53,0,0,Other
Astyanax mexicanus,54,0,0,Other
Astyanax mexicanus,55,0,0,Other
Astyanax mexicanus,56,0,0,Other
Astyanax mexicanus,57,0,0,Other
Astyanax mexicanus,58,0,0,Other
Astyanax mexicanus,59,0,0,Other
Astyanax mexicanus,60,0,0,Other
Astyanax mexicanus,61,0,0,Other
Astyanax mexicanus,62,0,0,Other
Astyanax mexicanus,63,0,0,Other
Astyanax mexicanus,64,0,0,Other
Astyanax mexicanus,65,0,0,Other
Astyanax mexicanus,66,0,0,Other
Astyanax mexicanus,67,0,0,Other
Astyanax mexicanus,68,0,0,Other
Astyanax mexicanus,69,0,0,Other
Astyanax mexicanus,70,0,0,Other
Balaenoptera musculus,0,0.019528,0.000820505587231914,DNA
Balaenoptera musculus,1,0.036435,0.00153088493807839,DNA
Balaenoptera musculus,2,0.245478,0.0103142190978347,DNA
Balaenoptera musculus,3,1.227034,0.0515561374807212,DNA
Balaenoptera musculus,4,1.995306,0.083836528125633,DNA
Balaenoptera musculus,5,1.261432,0.0530014340389762,DNA
Balaenoptera musculus,6,0.772062,0.032439634611299,DNA
Balaenoptera musculus,7,1.08079,0.0454114212220596,DNA
Balaenoptera musculus,8,1.757652,0.0738510490787253,DNA
Balaenoptera musculus,9,2.207004,0.0927314170956157,DNA
Balaenoptera musculus,10,1.992826,0.0837323262689997,DNA
Balaenoptera musculus,11,1.714405,0.0720339451699267,DNA
Balaenoptera musculus,12,1.483449,0.0623298951696843,DNA
Balaenoptera musculus,13,1.45434,0.0611068258774509,DNA
Balaenoptera musculus,14,1.728108,0.0726097024447034,DNA
Balaenoptera musculus,15,2.036444,0.0855650184394156,DNA
Balaenoptera musculus,16,2.414054,0.101431011618166,DNA
Balaenoptera musculus,17,2.624484,0.110272623187257,DNA
Balaenoptera musculus,18,2.726934,0.114577252305032,DNA
Balaenoptera musculus,19,2.767587,0.116285364433143,DNA
Balaenoptera musculus,20,2.758587,0.11590721253407,DNA
Balaenoptera musculus,21,2.637975,0.110839472883967,DNA
Balaenoptera musculus,22,2.562213,0.107656190197575,DNA
Balaenoptera musculus,23,2.451802,0.103017064716632,DNA
Balaenoptera musculus,24,2.329659,0.0978849972268084,DNA
Balaenoptera musculus,25,2.247088,0.0944156216203291,DNA
Balaenoptera musculus,26,2.063298,0.0866933396724925,DNA
Balaenoptera musculus,27,1.90823,0.0801778664852292,DNA
Balaenoptera musculus,28,1.718703,0.0722145337101727,DNA
Balaenoptera musculus,29,1.542489,0.0648105716275997,DNA
Balaenoptera musculus,30,1.380241,0.0579934172586319,DNA
Balaenoptera musculus,31,1.219013,0.0512191201048923,DNA
Balaenoptera musculus,32,0.989273,0.0415661626279024,DNA
Balaenoptera musculus,33,0.820528,0.0344760246046819,DNA
Balaenoptera musculus,34,0.686871,0.028860174785312,DNA
Balaenoptera musculus,35,0.532483,0.0223732730748674,DNA
Balaenoptera musculus,36,0.423859,0.0178092317543287,DNA
Balaenoptera musculus,37,0.336941,0.0141572087805975,DNA
Balaenoptera musculus,38,0.251103,0.010550564034755,DNA
Balaenoptera musculus,39,0.189533,0.00796358487632253,DNA
Balaenoptera musculus,40,0.134595,0.00565526165062881,DNA
Balaenoptera musculus,41,0.107892,0.00453328496608079,DNA
Balaenoptera musculus,42,0.071999,0.0030251731757021,DNA
Balaenoptera musculus,43,0.052257,0.00219567597664779,DNA
Balaenoptera musculus,44,0.034676,0.00145697725024856,DNA
Balaenoptera musculus,45,0.023995,0.00100819497980488,DNA
Balaenoptera musculus,46,0.018028,0.000757480270719835,DNA
Balaenoptera musculus,47,0.010403,0.000437101578450103,DNA
Balaenoptera musculus,48,0.005246,0.000220420540281576,DNA
Balaenoptera musculus,49,0.006269,0.000263403806142814,DNA
Balaenoptera musculus,50,0.002191,9.20589789853095e-05,DNA
Balaenoptera musculus,51,0.001282,5.38656371789898e-05,DNA
Balaenoptera musculus,52,0.001057,4.4411839702178e-05,DNA
Balaenoptera musculus,53,0.000599,2.51681097271567e-05,DNA
Balaenoptera musculus,54,0.000952,4.00000675463326e-05,DNA
Balaenoptera musculus,55,0.000109,4.57983966654438e-06,DNA
Balaenoptera musculus,56,0,0,DNA
Balaenoptera musculus,57,0,0,DNA
Balaenoptera musculus,58,0,0,DNA
Balaenoptera musculus,59,0,0,DNA
Balaenoptera musculus,60,0,0,DNA
Balaenoptera musculus,61,0,0,DNA
Balaenoptera musculus,62,0,0,DNA
Balaenoptera musculus,63,0,0,DNA
Balaenoptera musculus,64,0,0,DNA
Balaenoptera musculus,65,0,0,DNA
Balaenoptera musculus,66,0,0,DNA
Balaenoptera musculus,67,0,0,DNA
Balaenoptera musculus,68,0,0,DNA
Balaenoptera musculus,69,0,0,DNA
Balaenoptera musculus,70,0,0,DNA
Balaenoptera musculus,0,2.342825,0.0984381914382737,LINE
Balaenoptera musculus,1,13.908148,0.584376953197889,LINE
Balaenoptera musculus,2,26.324388,1.10606859045784,LINE
Balaenoptera musculus,3,38.847633,1.63225624371338,LINE
Balaenoptera musculus,4,47.131771,1.98032985669987,LINE
Balaenoptera musculus,5,32.309775,1.3575558638727,LINE
Balaenoptera musculus,6,19.572145,0.822360422296864,LINE
Balaenoptera musculus,7,13.854069,0.582104722470118,LINE
Balaenoptera musculus,8,11.883521,0.499308448201955,LINE
Balaenoptera musculus,9,11.382416,0.478253580714765,LINE
Balaenoptera musculus,10,9.802305,0.411862250115287,LINE
Balaenoptera musculus,11,9.760952,0.410124726172804,LINE
Balaenoptera musculus,12,10.933327,0.459384263136703,LINE
Balaenoptera musculus,13,12.334767,0.518268396185161,LINE
Balaenoptera musculus,14,13.326371,0.559932500154924,LINE
Balaenoptera musculus,15,14.162565,0.595066761165258,LINE
Balaenoptera musculus,16,14.264216,0.59933781879777,LINE
Balaenoptera musculus,17,13.814812,0.580455265903241,LINE
Balaenoptera musculus,18,13.499622,0.567211966228946,LINE
Balaenoptera musculus,19,13.622749,0.572385378326401,LINE
Balaenoptera musculus,20,13.850643,0.581960772647204,LINE
Balaenoptera musculus,21,14.514449,0.609851828148949,LINE
Balaenoptera musculus,22,14.458991,0.607521656146864,LINE
Balaenoptera musculus,23,13.904601,0.584227919332776,LINE
Balaenoptera musculus,24,13.495119,0.567022764228777,LINE
Balaenoptera musculus,25,12.803926,0.537980992498155,LINE
Balaenoptera musculus,26,12.641101,0.531139594390769,LINE
Balaenoptera musculus,27,12.360362,0.519343818169246,LINE
Balaenoptera musculus,28,12.056969,0.50659619160088,LINE
Balaenoptera musculus,29,11.723732,0.49259461333519,LINE
Balaenoptera musculus,30,11.104766,0.466587594628379,LINE
Balaenoptera musculus,31,10.406743,0.437258847623239,LINE
Balaenoptera musculus,32,9.823711,0.412761663398792,LINE
Balaenoptera musculus,33,9.193709,0.386290946429964,LINE
Balaenoptera musculus,34,8.405765,0.353183999767435,LINE
Balaenoptera musculus,35,7.426145,0.312023426059727,LINE
Balaenoptera musculus,36,6.420232,0.269758102587317,LINE
Balaenoptera musculus,37,5.481055,0.230296817463407,LINE
Balaenoptera musculus,38,4.484114,0.188408469417495,LINE
Balaenoptera musculus,39,3.725663,0.156540726528227,LINE
Balaenoptera musculus,40,2.869968,0.120587094386358,LINE
Balaenoptera musculus,41,2.236049,0.0939517973076779,LINE
Balaenoptera musculus,42,1.659512,0.0697275127037284,LINE
Balaenoptera musculus,43,1.151057,0.0483638211656291,LINE
Balaenoptera musculus,44,0.812223,0.0341270744355933,LINE
Balaenoptera musculus,45,0.598904,0.0251640761068999,LINE
Balaenoptera musculus,46,0.360661,0.0151538491190419,LINE
Balaenoptera musculus,47,0.272012,0.0114290949300557,LINE
Balaenoptera musculus,48,0.16116,0.00677144000605772,LINE
Balaenoptera musculus,49,0.106885,0.00449097397026235,LINE
Balaenoptera musculus,50,0.068665,0.00288508890553458,LINE
Balaenoptera musculus,51,0.043354,0.00182159971470977,LINE
Balaenoptera musculus,52,0.023874,0.00100311093760624,LINE
Balaenoptera musculus,53,0.017568,0.000738152506989465,LINE
Balaenoptera musculus,54,0.010431,0.000438278051024995,LINE
Balaenoptera musculus,55,0.00627,0.000263445823020489,LINE
Balaenoptera musculus,56,0.004963,0.000208529763899631,LINE
Balaenoptera musculus,57,0.002268,9.52942785662628e-05,LINE
Balaenoptera musculus,58,0.001316,5.52942110199303e-05,LINE
Balaenoptera musculus,59,0.000519,2.18067595131792e-05,LINE
Balaenoptera musculus,60,0.000129,5.42017722003876e-06,LINE
Balaenoptera musculus,61,0,0,LINE
Balaenoptera musculus,62,0.000555,2.33193671094691e-05,LINE
Balaenoptera musculus,63,0.000451,1.89496118312983e-05,LINE
Balaenoptera musculus,64,0,0,LINE
Balaenoptera musculus,65,0,0,LINE
Balaenoptera musculus,66,0.000143,6.00841350748483e-06,LINE
Balaenoptera musculus,67,0,0,LINE
Balaenoptera musculus,68,0,0,LINE
Balaenoptera musculus,69,0,0,LINE
Balaenoptera musculus,70,0,0,LINE
Balaenoptera musculus,0,0.007761,0.000326092987633495,LTR
Balaenoptera musculus,1,0.008537,0.000358698084709077,LTR
Balaenoptera musculus,2,0.043021,0.00180760809444409,LTR
Balaenoptera musculus,3,0.109937,0.00461920948092559,LTR
Balaenoptera musculus,4,0.256969,0.0107970350391949,LTR
Balaenoptera musculus,5,0.54835,0.0230399548729322,LTR
Balaenoptera musculus,6,0.90149,0.0378777950549825,LTR
Balaenoptera musculus,7,1.257148,0.0528214337350177,LTR
Balaenoptera musculus,8,1.57375,0.0661240612405891,LTR
Balaenoptera musculus,9,1.749211,0.073496384614273,LTR
Balaenoptera musculus,10,2.089128,0.0877786356228305,LTR
Balaenoptera musculus,11,2.31876,0.0974270552770316,LTR
Balaenoptera musculus,12,2.745019,0.11533712753778,LTR
Balaenoptera musculus,13,3.27595,0.137645190418496,LTR
Balaenoptera musculus,14,3.765785,0.158226527694292,LTR
Balaenoptera musculus,15,4.373745,0.183771108645414,LTR
Balaenoptera musculus,16,4.912973,0.206427785560198,LTR
Balaenoptera musculus,17,5.3409,0.224407941972907,LTR
Balaenoptera musculus,18,5.611691,0.235785734295322,LTR
Balaenoptera musculus,19,5.572155,0.234124555019574,LTR
Balaenoptera musculus,20,5.21355,0.219057092601032,LTR
Balaenoptera musculus,21,5.013311,0.210643675032324,LTR
Balaenoptera musculus,22,4.72988,0.1987347893761,LTR
Balaenoptera musculus,23,4.577588,0.192335955041262,LTR
Balaenoptera musculus,24,4.277755,0.179737908557418,LTR
Balaenoptera musculus,25,4.1474,0.17426079846813,LTR
Balaenoptera musculus,26,3.952751,0.166082255245623,LTR
Balaenoptera musculus,27,3.721582,0.156369255650436,LTR
Balaenoptera musculus,28,3.53391,0.148483864183466,LTR
Balaenoptera musculus,29,3.358613,0.141118431577721,LTR
Balaenoptera musculus,30,3.122342,0.131191061872638,LTR
Balaenoptera musculus,31,2.887984,0.121344070454546,LTR
Balaenoptera musculus,32,2.582419,0.10850518322787,LTR
