"species","chromnum.1n","chromnum.source","chromnum.database","is.estimate","asmbly.size.Mbp","beta","pval.beta","rsq","cv","weightcv","clade","class","order","family","est.gnsz.Mbp","est.gnsz.source","est.gnsz.db","repcontent.Mbp","repcontent.percentcoverage","k2p.mean","k2p.median"
"Cavia porcellus",32,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.","",NA,2723.20284,8.72987633624886,1.57850961638038e-16,0.669107429436881,0.518534593074152,0.426760185526998,"Mammalia","Mammalia","Rodentia","Caviidae",4009.8,"Gallardo, M.H., J.W. Bickham, G. Kausel, N. Kˆhler, and R.L. Honeycutt (2002). Gradual and quantum genome size shifts in the hystricognath rodents. Journal of Evolutionary Biology 16: 163-169.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",1041.487184,38.2449360254046,17.166780113734,17.2705970378444
"Cebus imitator",27,"Amaral, P. J. S., Finotelo, L. F. M., De, C., Pissinatti, A., Nagamachi, C. Y., & Pieczarka, J. C. (2008). Phylogenetic studies of the genus Cebus(Cebidae-Primates) using chromosome painting and G-banding. BMC Evolutionary Biology, 8(1). https://doi.org/10.1186/1471-2148-8-169","",NA,2717.703182,13.8622999136185,2.69561647837378e-05,0.304547104370936,0.44773009215863,0.443172891618942,"Mammalia","Mammalia","Primates","Cebidae",NA,NA,NA,NA,NA,NA,NA
"Cercocebus atys",21,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution 11: 131-141.","",NA,2848.246356,8.57888287870824,1.60300507019427e-05,0.375554568109853,0.36298113340269,0.359657346252502,"Mammalia","Mammalia","Primates","Cercopithecidae",3657.72,"Pellicciari, C., D. Formenti, C.A. Redi, and M.G. Manfredi Romanini (1982). DNA content variability in primates. Journal of Human Evolution 11: 131-141.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",NA,NA,NA,NA
"Cervus hanglu yarkandensis",34,"Ba, H., Cai, Z., Gao, H., Qin, T., Liu, W., Xie, L., Zhang, Y., Jing, B., Wang, D., & Li, C. (2020). Chromosome-level genome assembly of Tarim red deer, Cervus elaphus yarkandensis. Scientific Data, 7(1). https://doi.org/10.1038/s41597-020-0537-0","",NA,2594.114534,11.0627520734854,1.50334928753835e-06,0.519976481606078,0.395923066604217,0.365691555637571,"Mammalia","Mammalia","Artiodactyla","Cervidae",NA,NA,NA,NA,NA,NA,NA
"Chelonoidis abingdonii",26,"Clemente, L., Mazzoleni, S., Pensabene Bellavia, E., AugstenovÔøΩ, B., Auer, M., Praschag, P., Protiva, T., VelenskÔøΩ, P., Wagner, P., Fritz, U., KratochvÔøΩl, L., & Rovatsos, M. (2020). Interstitial Telomeric Repeats Are Rare in Turtles. Genes, 11(6), 657. https://doi.org/10.3390/genes11060657","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chelydra serpentina",26,"Olmo, E. (1976). Genome size in some reptiles. Journal of Experimental Zoology 195: 305-310.","",NA,2401.360239,5.63216990926699,9.72312952573334e-11,0.570591493120638,0.409399434911258,0.373653182663813,"Sauria","Reptilia","Testudines","Chelydridae",2454.78,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",906.372956,37.7441477242682,13.7667224053847,13.4475925612238
"Chinchilla lanigera",32,"Bachmann, K. (1972). Genome size in mammals. Chromosoma 35: 85-93.","",NA,2390.852391,7.99094576731082,2.31203846841987e-09,0.440156861501201,0.364111267746443,0.348065032007789,"Mammalia","Mammalia","Rodentia","Chinchillidae",3872.88,"Bachmann, K. (1972). Genome size in mammals. Chromosoma 35: 85-93.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",NA,NA,NA,NA
"Chlorocebus sabaeus",30,"Manfredi Romanini, M.G., D. Formenti, C. Pellicciari, E. Ronchetti, and Y. Rumpler (1994). Possible meaning of C-heterochromatic DNA (ChDNA) in primates. Current Primatology, Vol. 1: Ecology and Evolution : 371-378.","",NA,2789.639778,6.09057216205995,0.00292991934000483,0.275034066683327,0.501967404487939,0.441085239911278,"Mammalia","Mammalia","Primaes","Cercopithecidae",3951.12,"Manfredi Romanini, M.G., D. Formenti, C. Pellicciari, E. Ronchetti, and Y. Rumpler (1994). Possible meaning of C-heterochromatic DNA (ChDNA) in primates. Current Primatology, Vol. 1: Ecology and Evolution : 371-378.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",NA,NA,NA,NA
"Choloepus hoffmanni",25,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chrysemys picta bellii",25,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.","",NA,2365.749696,8.62523497960267,8.18584137510743e-22,0.908046732207515,0.360621815093511,0.292484187619309,"Sauria","Reptilia","Testudines","Emydidae",2513.46,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",822.385285,34.7621426895029,15.2542781781413,15.0290882096786
"Chrysolophus pictus",41,"Tiersch, T.R. and S.S. Wachtel (1991). On the evolution of genome size of birds. Journal of Heredity 82: 363-368.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clupea harengus",26,"Ida, H., Oka, N., & Hayashigaki, K. (1991). Karyotypes and cellular DNA contents of three species of the subfamily Clupeinae. È≠öÈ°ûÂ≠¶ÈõëË™å, 38(3), 289‚Äì294. https://doi.org/10.11369/jji1950.38.289","",NA,786.308905,33.1597625092775,2.25228162532274e-08,0.734731667741583,0.110235549258292,0.0985188227445336,"Actinopterygii","Actinopterygii","Clupeiformes","Clupeidae",850,"Ì Kongsstovu, S., Mikalsen, S.-O., Homrum, E. Ì, Jacobsen, J. A., Flicek, P., & Dahl, H. A. (2019). Using long and linked reads to improve an Atlantic herring (Clupea harengus) genome assembly. Scientific Reports, 9(1), 17716. https://doi.org/10.1038/s41598-019-54151-9","",NA,NA,NA,NA
"Colobus angolensis palliatus",22,"Bigoni F;Stanyon R;Koehler U;Morescalchi AM;Wienberg J. (2020). Mapping homology between human and black and white colobine monkey chromosomes by fluorescent in situ hybridization. American Journal of Primatology, 42(4). https://doi.org/10.1002/(SICI)1098-2345(1997)42:4%3C289::AID-AJP4%3E3.0.CO;2-T","",NA,2970.124662,7.4184692352513,7.08296166037994e-05,0.316326388091787,0.449956663713162,0.419949989418348,"Mammalia","Mammalia","Primates","Cercopithecidae",NA,NA,NA,NA,NA,NA,NA
"Corvus moneduloides",40,"Mittal OP;Sakhuja S. (2024). Bone marrow chromosomes in Corvus species (Corvidae: Passeriformes: Aves). Cytobios, 29(114). https://pubmed.ncbi.nlm.nih.gov/7471815/#:~:text=The%20diploid%20number%20of%2080","",NA,1112.734094,8.00769099781458,6.42745778992197e-13,0.91870586338101,0.402621671607149,0.398926264644214,"Sauria","Aves","Passeriformes","Corvidae",NA,NA,NA,NA,NA,NA,NA
"Cottoperca gobio",24,"Pisano, E., Ozouf-Costaz, C., Hureau, J-C., & Williams, R. (1995). Chromosome differentiation in the subantarctic Bovichtidae species Cottoperca gobio (GÔøΩnther, 1861) and Pseudaphritis urvillii (Valenciennes, 1832) (Pisces, Perciformes). Antarctic Science, 7(4), 381ÔøΩ386. https://doi.org/10.1017/s0954102095000526","",NA,609.391784,32.9964191590574,1.11358520206895e-06,0.667358871199237,0.121761220806942,0.118149019096654,"Actinopterygii","Actinopterygii","Perciformes","Bovichtidae",NA,NA,NA,NA,NA,NA,NA
"Coturnix japonica",39,"Nakamura, D., T.R. Tiersch, M. Douglass, and R.W. Chandler (1990). Rapid identification of sex in birds by flow cytometry. Cytogenetics and Cell Genetics 53: 201-205.","",NA,927.64026,14.3195239193721,6.48819464625711e-15,0.984139378451707,0.281312306735867,0.270621959302978,"Sauria","Aves","Galliformes","Phasianidae",1378.98,"Nakamura, D., T.R. Tiersch, M. Douglass, and R.W. Chandler (1990). Rapid identification of sex in birds by flow cytometry. Cytogenetics and Cell Genetics 53: 201-205.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",NA,NA,NA,NA
"Cricetulus griseus",11,"Kato, H., M. Harada, K. Tsuchiya, and K. Moriwaki (1980). Absence of correlation between DNA repair in ultraviolet irradiated mammalian cells and life span of the donor species. Japanese Journal of Genetics 55: 99-108.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crocodylus porosus",17,"Olmo E., Signorino G.G. (2005) ChromoRep: A reptiles chromosomes database.","",NA,2049.519336,6.4612363738008,9.32638744986906e-19,0.922311874980754,0.374246836740219,0.332185127423195,"Sauria","Reptilia","Crocodilia","Crocodylidae",NA,NA,NA,NA,NA,NA,NA
"Cyanistes caeruleus",40,"Li and Bian 1988; Castroviejo et al. 1969; Jiang et al. 1996; Bulatova 1981","Degrandi T, M, Barcellos S, A, Costa A, L, Garnero A, D, V, Hass I, Gunski R, J: Introducing the Bird Chromosome Database: An Overview of Cytogenetic Studies in Birds. Cytogenet Genome Res 2020. doi: 10.1159/000507768",NA,1186.98063,13.2125730111319,1.03877604487166e-11,0.708194480823469,0.298273395383121,0.26997855363532,"Sauria","Aves","Passeriformes","Paridae",NA,NA,NA,NA,NA,NA,NA
"Cyclopterus lumpus",25,"Li, M. F., & S. Clyburne. (1977). New Cell Line from the Marine Lumpfish, Cyclopterus lumpus. Journal of the Fisheries Research Board of Canada, 34(1), 134ÔøΩ139. https://doi.org/10.1139/f77-017","",NA,572.885595,36.117926172224,3.25886989353829e-06,0.617352183496759,0.157919778571415,0.15019673971366,"Actinopterygii","Actinopterygii","Scorpaeniformes","Cyclopteridae",NA,NA,NA,NA,NA,NA,NA
"Cynoglossus semilaevis",21,"Wang, X. L., Wang, N., Sha, Z., & Chen, S. L. (2010). Establishment, characterization of a new cell line from heart of half smooth tongue sole (Cynoglossus semilaevis). Fish Physiology and Biochemistry, 36(4), 1181‚Äì1189. https://doi.org/10.1007/s10695-010-9396-5","",NA,470.182763,41.1200239076079,9.59514201424888e-07,0.707003653145966,0.167520443173487,0.15138200621017,"Actinopterygii","Actinopterygii","Pleuronectiformes","Cynoglossidae",606,"Wang, X., Zhang, Q., Sun, X., Chen, Y., Zhai, T., Zhuang, W., Qi, J., & Wang, Z. (2008). Fosmid Library Construction and Initial Analysis of End Sequences in Female Half-smooth Tongue Sole (Cynoglossus semilaevis). Marine Biotechnology, 11(2), 236ñ242. https://doi.org/10.1007/s10126-008-9137-2","",NA,NA,NA,NA
"Cyprinodon variegatus",24,"Duggins, C. F., Karlin, A. A., & Relyea, K. G. (1983). Electrophoretic Comparison of Cyprinodon variegatus Lac√©p√®de and Cyprinodon hubbsi Carr, with Comments on the Genus Cyprinodon (Atheriniformes: Cyprinodontidae). Northeast Gulf Science, 6(2). https://doi.org/10.18785/negs.0602.03","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cyprinus carpio carpio",50,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",NA,1460.348793,36.4422417275727,1.22757953030401e-19,0.822353179155623,0.0841913422810903,0.0836482127165964,"Actinopterygii","Actinopterygii","Cypriniformes","Cyprinidae",1682.16,"Collares-Pereira, M.J. and L. Moreira da Costa (1999). Intraspecific and interspecific genome size variation in Iberian Cyprinidae and the problem of diploidy and polyploidy, with review of genome sizes within the family. Folia Zoologica 48: 61-76.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",NA,NA,NA,NA
"Danio rerio",24,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",NA,1373.454788,26.8481330696683,5.87449488631578e-08,0.728406634481907,0.129323234941783,0.126632808523371,"Actinopterygii","Actinopterygii","Cypriniformes","Cyprinidae",1643.04,"Ciudad, J., E. Cid, A. Velasco, J.M. Lara, J. AijÛn, and A. Orfao (2002). Flow cytometry measurement of the DNA contents of G0/G1 diploid cells from three different teleost fish species. Cytometry 48: 20-25.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",NA,NA,NA,NA
"Dasypus novemcinctus",32,"Beath, M. M., Benirschke, K., & Brownhill, L. E. (1962). The chromosomes of the nine-banded armadillo, Dasypus novemcinctus. Chromosoma, 13(1), 27ÔøΩ38. https://doi.org/10.1007/bf00349617","",NA,3631.522711,14.5958184547999,0.12895650334986,0.476623705690401,0.467403926320864,0.409078249322146,"Mammalia","Mammalia","Cingulata","Dasypodidae",5290.98,"Redi, C.A., H. Zacharias, S. Merani, M. Oliveira-Miranda, M. Aguilera, M. Zuccotti, S. Garagna, and E. Capanna (2005). Genome sizes in Afrotheria, Xenartha, Euarchontoglires, and Laurasiatheria. Journal of Heredity 96: 485-493.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",1668.036823,45.9321600260811,16.4896448554002,17.015018719332
"Delphinapterus leucas",22,"Jarrell, G. H., & √Årnason, √ö. (2009). Banded karyotypes of a belukha whale, Delphinapterus leucas. Hereditas, 95(1), 37‚Äì41. https://doi.org/10.1111/j.1601-5223.1981.tb01326.x","",NA,2362.758273,6.02163966525227,4.34409531519671e-07,0.459294670082765,0.597582176585206,0.528118140248759,"Mammalia","Mammalia","Artiodactyla","Monodontidae",3471.9,"Oziolor, E. M., T. R. Gregory, J. W. Bickham, J. St. Leger, and C. W. Matson (2019). Cetacean genome size diversity. Marine Mammal Science 35: 1133-1140.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",855.902875,36.2247329648859,16.4056855995489,16.459513533696
"Denticeps clupeoides",NA,"","",NA,567.401054,45.7917401257258,4.22028727020131e-09,0.85955026714117,0.109723590789692,0.105648520353212,"Actinopterygii","Actinopterygii","Clupeiformes","Denticipitidae",NA,NA,NA,NA,NA,NA,NA
"Dicentrarchus labrax",24,"Arai R. (2011) Fish Karyotypes, Springer.","",NA,695.892153,35.2565149514862,1.21200326754906e-07,0.727154469211116,0.129909463890409,0.124363929560594,"Actinopterygii","Actinopterygii","Moroniformes","Moronidae",762.84,"Peruzzi, S., B. Chatain, and B. Menu (2005). Flow cytometric determination of genome size in European seabass (Dicentrarchus labrax), gilthead seabream (Sparus aurata), thinlip mullet (Liza ramada), and European eel (Anguilla anguilla). Aquatic Living Resources 18: 77-81.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",134.107119,19.2712503542198,11.2506358368641,11.4713138598013
"Dipodomys ordii",37,"Hatch, F.T., A.J. Bodner, J.A. Mazrimas, and D.H. Moore (1976). Satellite DNA and cytogenetic evolution: DNA quantity, satellite DNA and karyotypic variations in kangaroo rats (Genus Dipodomys). Chromosoma 58: 155-168.","",NA,2236.368823,7.28458043200524,3.55944998704593e-10,0.44642295914385,0.489024328193883,0.47088765123682,"Mammalia","Mammalia","Rodentia","Heteromyidae",4616.16,"Hatch, F.T., A.J. Bodner, J.A. Mazrimas, and D.H. Moore (1976). Satellite DNA and cytogenetic evolution: DNA quantity, satellite DNA and karyotypic variations in kangaroo rats (Genus Dipodomys). Chromosoma 58: 155-168.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",717.493421,32.0829647427078,16.0653407259605,16.1980511247341
"Dromaius novaehollandiae",40,"Nakamura, D., T.R. Tiersch, M. Douglass, and R.W. Chandler (1990). Rapid identification of sex in birds by flow cytometry. Cytogenetics and Cell Genetics 53: 201-205.","",NA,1192.237364,-4.85808345994219,0.955585209505778,0.00485948505080144,0.225907018393665,0.182678877595322,"Sauria","Aves","Casuariiformes","Casuariidae",1594.14,"Nakamura, D., T.R. Tiersch, M. Douglass, and R.W. Chandler (1990). Rapid identification of sex in birds by flow cytometry. Cytogenetics and Cell Genetics 53: 201-205.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",NA,NA,NA,NA
"Echeneis naucrates",24,"Gao, T., Liu, K., Liu, Q., & Wang, D. (2024). An improved chromosome-level genome assembly and annotation of Echeneis naucrates. Scientific Data, 11(1). https://doi.org/10.1038/s41597-024-03309-w","",TRUE,544.212633,34.4668070928897,0.000156990272470879,0.484933652228265,0.126088519348856,0.123407932595098,"Actinopterygii","Actinopterygii","Carangiformes","Echeneidae",NA,NA,NA,NA,NA,NA,NA
"Echinops telfairi",15,"SÔøΩnchez-JimÔøΩnez, I., Hidalgo, O., ÔøΩngel Canela, M., Siljak-Yakovlev, S., Edita ÔøΩoli?, M., VallÔøΩs, J., & Garnatje, T. (2012). Genome size and chromosome number in Echinops (Asteraceae, Cardueae) in the Aegean and Balkan regions: technical aspects of nuclear DNA amount assessment and genome evolution in a phylogenetic frame. Plant Systematics and Evolution, 298(6), 1085ÔøΩ1099. https://doi.org/10.1007/s00606-012-0618-4","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Electrophorus electricus",26,"Fonteles, S. B. A., Lopes, C. E., Akama, A., Fernandes, F. M. C., Porto-Foresti, F., Senhorini, J. A., Daniel-Silva, M. de F. Z., Foresti, F., & de Almeida-Toledo, L. F. (2008). Cytogenetic characterization of the strongly electric Amazonian eel, Electrophorus electricus (Teleostei, Gymnotiformes), from the Brazilian rivers Amazon and Araguaia. 31(1 suppl), 227‚Äì230. https://doi.org/10.1590/s1415-47572008000200010","",NA,589.358956,39.1506800669678,9.08767986830846e-13,0.88503545694536,0.128105833670434,0.119032224568001,"Actinopterygii","Actinopterygii","Gymnotiformes","Gymnotidae",799,"Cheng, F., Dennis, A. B., Ijeoma Osuoha, J., Canitz, J., Kirschbaum, F., & Tiedemann, R. (2023). A new genome assembly of an African weakly electric fish (Campylomormyrus compressirostris, Mormyridae) indicates rapid gene family evolution in Osteoglossomorpha. BMC Genomics, 24(1). https://doi.org/10.1186/s12864-023-09196-6","",101.798219,17.2727024784536,14.2924505486682,14.4689289688226
"Eptatretus burgeri",18,"Nakai, Y., S. Kubota, Y. Goto, T. Ishibashi, W. Davison, and S. Kohno (1995). Chromosome elimination in three Baltic, south Pacific and north-east Pacific hagfish species. Chromosome Research 3: 321-330.","",NA,2608.383542,-9.64094759409414,0.0734871672639043,0.986734215481593,0.615396344172532,0.583391172010198,"Others","Myxini","Myxiniformes","Myxinidae",2914.44,"Nakai, Y., S. Kubota, Y. Goto, T. Ishibashi, W. Davison, and S. Kohno (1995). Chromosome elimination in three Baltic, south Pacific and north-east Pacific hagfish species. Chromosome Research 3: 321-330.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",NA,NA,NA,NA
"Equus asinus",31,"Vialli, M. and G. Gerzeli (1955). Il tenore di acide desossiribonucleico nei linfociti dell'asino, del cavallo e del mulo. Rendiconti Instituto Lombardo Scienze e Lettere, Sezione B 88: 273-281.","",NA,2431.907375,10.7616416145997,4.72867801647382e-09,0.686702140500106,0.49691418177799,0.402496313124702,"Mammalia","Mammalia","Perissodactyla","Equidae",4029.36,"Vialli, M. and G. Gerzeli (1955). Il tenore di acide desossiribonucleico nei linfociti dell'asino, del cavallo e del mulo. Rendiconti Instituto Lombardo Scienze e Lettere, Sezione B 88: 273-281.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",802.957411,33.0175984190187,20.2158168585606,21.1547294365949
"Equus caballus",32,"Tiersch, T.R., R.W. Chandler, S.S. Wachtel, and S. Elias (1989a). Reference standards for flow cytometry and application in comparative studies of nuclear DNA content. Cytometry 10: 706-710.","",NA,2506.949475,14.594379121604,1.56683781447654e-11,0.785007633051467,0.27267039329856,0.239393931910618,"Mammalia","Mammalia","Perissodactyla","Equidae",3080.7,"Tiersch, T.R., R.W. Chandler, S.S. Wachtel, and S. Elias (1989a). Reference standards for flow cytometry and application in comparative studies of nuclear DNA content. Cytometry 10: 706-710.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",830.423478,33.1248589682885,20.020474607776,21.0099257652436
"Erinaceus europaeus",24,"Pardo-Manuel de Villena F., Sapienza C. (2001) Female meiosis drives karyotype evolution in mammals. Genetics 159: 1179-1189.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erpetoichthys calabaricus",18,"Hinegardner, R. (1976a). The cellular DNA content of sharks, rays and some other fishes. Comparative Biochemistry and Physiology 55B: 367-370.","",NA,3811.022027,4.45221007432809,8.67320257759422e-06,0.719569124295541,0.258724682292822,0.236763444510951,"Actinopterygii","Actinopterygii","Polypteriformes","Polypteridae",4792.2,"Hinegardner, R. (1976a). The cellular DNA content of sharks, rays and some other fishes. Comparative Biochemistry and Physiology 55B: 367-370.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",1959.290206,51.4111488235699,11.3136351976436,10.0325149721629
"Erythrura gouldiae",40,"Malinovskaya, L. P., Slobodchikova, A. Y., Grishko, E. O., Pristyazhnyuk, I. E., Torgasheva, A. A., & Borodin, P. M. (2022). Germline-Restricted Chromosomes and Autosomal Variants Revealed by Pachytene Karyotyping of 17 Avian Species. Cytogenetic and Genome Research, 162(3), 148ÔøΩ160. https://doi.org/10.1159/000524681","",NA,1070.78514,9.08857671955606,2.05797219343455e-10,0.833013711596044,0.28016400383515,0.263120846162704,"Sauria","Aves","Passeriformes","Estrildidae",NA,NA,NA,NA,NA,NA,NA
"Esox lucius",25,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.","",NA,918.731919,30.0729922709456,1.61901158416789e-07,0.703774429863882,0.147559637033039,0.138156098416288,"Actinopterygii","Actinopterygii","Esociformes","Esocidae",1105.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",346.827646,37.7506907975405,10.3757545037226,8.48975267210291
"Falco tinnunculus",26,"Mingli, W., & Fengying, C. (1998). Study on karyotype of Hobby (Falco subbuteo) and Kestrel (Falco tinnunculus). Journal of Forestry Research, 9(2), 108‚Äì110. https://doi.org/10.1007/bf02864996","",NA,1179.901403,12.0142676570269,1.00670265433371e-09,0.69349794404311,0.334626778857494,0.314825349004064,"Sauria","Aves","Falconiformes","falconidae",2601.48,"Venturini, G., DíAmbrogi, R., & Capanna, E. (1986). Size and structure of the bird genomeóI DNA content of 48 species of neognathae. Comparative Biochemistry and Physiology Part B: Comparative Biochemistry, 85(1), 61ñ65. https://doi.org/10.1016/0305-0491(86)90221-x","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",61.653575,5.22531584785309,21.4159597557806,18.5214387870212
"Felis catus",19,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.","",NA,2521.846836,3.80981555463486,4.47390326829094e-06,0.719501771865772,0.281305254394546,0.246876551807364,"Mammalia","Mammalia","Carnivora","Felidae",2845.98,"Vinogradov, A.E. (1998a). Genome size and GC-percent in vertebrates as determined by flow cytometry: the triangular relationship. Cytometry 31: 100-109.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",815.82523,32.350308446726,17.3042794925575,17.2751794348599
"Ficedula albicollis",40,"Malinovskaya, L. P., Slobodchikova, A. Y., Grishko, E. O., Pristyazhnyuk, I. E., Torgasheva, A. A., & Borodin, P. M. (2022b). Germline-Restricted Chromosomes and Autosomal Variants Revealed by Pachytene Karyotyping of 17 Avian Species. Cytogenetic and Genome Research, 162(3), 148ÔøΩ160. https://doi.org/10.1159/000524681","",NA,1118.3268,8.05440785379115,1.93893451691856e-14,0.949518064246305,0.361949051059174,0.38468165738633,"Sauria","Aves","Passeriformes","Muscicapidae",NA,NA,NA,NA,NA,NA,NA
"Fukomys damarensis",40,"McDonough, M. M., & Soteri-Caio, C. (2019). New Karyotypic Information for Small Mammals from Botswana with Implications for Regional Biogeography. ResearchGate. https://www.researchgate.net/publication/337669462_New_Karyotypic_Information_for_Small_Mammals_from_Botswana_with_Implications_for_Regional_Biogeography","",NA,2333.892479,14.5089469917358,2.12273795811525e-05,0.426341352265719,0.273117454288473,0.277236062321183,"Mammalia","Mammalia","Rodentia","Bathyergidae",NA,NA,NA,NA,NA,NA,NA
"Fundulus heteroclitus",24,"Hinegardner, R. (1968). Evolution of cellular DNA content in teleost fishes. American Naturalist 102: 517-523.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gadus morhua",23,"Gr√∏svik, B.E. and A.J. Raae (1992). The genome size and the structure and content of ribosomal RNA genes in Atlantic cod (Gadus morhua L.). Comparative Biochemistry and Physiology 101B: 407-411.","",NA,669.949713,34.9219937023633,3.13053134043047e-05,0.570019698283379,0.124905761754728,0.122273611093077,"Actinopterygii","Actinopterygii","Gadiformes","Gadidae",909.54,"Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",201.317062,30.0495780643763,9.32524661024509,7.21444884291851
"Gallus gallus",39,"Groenen, M. A. M., Crooijmans, R. P. M. A., Veenendaal, A., Cheng, H. H., Siwek, M., & van der Poel, J. J. (1998). A Comprehensive Microsatellite Linkage Map of the Chicken Genome. Genomics, 49(2), 265‚Äì274. https://doi.org/10.1006/geno.1998.5225","",NA,1053.315467,21.2144056000711,4.87920170832274e-18,0.985629500867044,0.259310563535027,0.230502007902944,"Sauria","Aves","Galliformes","Phasianidae",1251.84,"Kasai, F., P.C.M. O'Brien, and M.A. Ferguson-Smith (2012). Reassessment of genome size in turtle and crocodile based on chromosome measurement by flow karyotyping: close similarity to chicken. Biology Letters 8: 631-635.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",NA,NA,NA,NA
"Gambusia affinis",24,"Lamatsch, D.K., C. Steinlein, M. Schmid, and M. Schartl (2000). Noninvasive determination of genome size and ploidy level in fishes by flow cytometry: detection of triploid Poecilia formosa. Cytometry 39: 91-95.","",NA,598.663367,42.3676424069222,3.43366703345933e-08,0.927320709058926,0.113901800888809,0.106437478703493,"Actinopterygii","Actinopterygii","Cyprinodontiformes","Poeciliidae",919.32,"Lamatsch, D.K., C. Steinlein, M. Schmid, and M. Schartl (2000). Noninvasive determination of genome size and ploidy level in fishes by flow cytometry: detection of triploid Poecilia formosa. Cytometry 39: 91-95.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",NA,NA,NA,NA
