"species","clade","class","order","family","chromnum.1n","chromnum.est","chromnum.source","chromnum.database","est.gnsz.Mbp","est.gnsz.source","est.gnsz.db","asmblysize.Mbp","beta","pval.beta","rsq","cv","weightcv","repcontent.Mbp","repcontent.pctcvrg","k2p.mean","k2p.median","name","size.Mbp","genecount","genedens"
"Balaenoptera musculus","Mammalia","Mammalia","Artiodactyla","Balaenoptera",22,NA,"Árnason, Ú., Spilliaert, R., Pálsdóttir, Á., & Árnason, A. (1991). Molecular identification of hybrids between the two largest whale species, the blue whale (Balaenoptera musculus) and the fin whale (B. physalus). Hereditas, 115(2), 183–189. https://doi.org/10.1111/j.1601-5223.1991.tb03554.x","",2700,"Bukhman, Y. V., Morin, P. A., Meyer, S., Chu, L.-F., Jacobsen, J. K., Antosiewicz-Bourget, J., Mamott, D., Gonzales, M., Argus, C., Bolin, J., Berres, M. E., Olivier Fedrigo, Steill, J., Swanson, S. A., Jiang, P., Arang Rhie, Giulio Formenti, Phillippy, A. M., Harris, R. S., & Wood, J. M. D. (2024). A high-quality blue whale genome, segmental duplications, and historical demography. Molecular Biology and Evolution. https://doi.org/10.1093/molbev/msae036","",2379.995981,8.32078710453584,0.0004654271759,0.46587713629592,0.434553005229197,0.36716345574753,860.734798,36.16538871794,16.3730827332021,17.1019813808839,"14",90.457485,799,8.83287878277845
"Balaenoptera musculus","Mammalia","Mammalia","Artiodactyla","Balaenoptera",22,NA,"Árnason, Ú., Spilliaert, R., Pálsdóttir, Á., & Árnason, A. (1991). Molecular identification of hybrids between the two largest whale species, the blue whale (Balaenoptera musculus) and the fin whale (B. physalus). Hereditas, 115(2), 183–189. https://doi.org/10.1111/j.1601-5223.1991.tb03554.x","",2700,"Bukhman, Y. V., Morin, P. A., Meyer, S., Chu, L.-F., Jacobsen, J. K., Antosiewicz-Bourget, J., Mamott, D., Gonzales, M., Argus, C., Bolin, J., Berres, M. E., Olivier Fedrigo, Steill, J., Swanson, S. A., Jiang, P., Arang Rhie, Giulio Formenti, Phillippy, A. M., Harris, R. S., & Wood, J. M. D. (2024). A high-quality blue whale genome, segmental duplications, and historical demography. Molecular Biology and Evolution. https://doi.org/10.1093/molbev/msae036","",2379.995981,8.32078710453584,0.0004654271759,0.46587713629592,0.434553005229197,0.36716345574753,860.734798,36.16538871794,16.3730827332021,17.1019813808839,"4",145.217739,972,6.69339714757575
"Balaenoptera musculus","Mammalia","Mammalia","Artiodactyla","Balaenoptera",22,NA,"Árnason, Ú., Spilliaert, R., Pálsdóttir, Á., & Árnason, A. (1991). Molecular identification of hybrids between the two largest whale species, the blue whale (Balaenoptera musculus) and the fin whale (B. physalus). Hereditas, 115(2), 183–189. https://doi.org/10.1111/j.1601-5223.1991.tb03554.x","",2700,"Bukhman, Y. V., Morin, P. A., Meyer, S., Chu, L.-F., Jacobsen, J. K., Antosiewicz-Bourget, J., Mamott, D., Gonzales, M., Argus, C., Bolin, J., Berres, M. E., Olivier Fedrigo, Steill, J., Swanson, S. A., Jiang, P., Arang Rhie, Giulio Formenti, Phillippy, A. M., Harris, R. S., & Wood, J. M. D. (2024). A high-quality blue whale genome, segmental duplications, and historical demography. Molecular Biology and Evolution. https://doi.org/10.1093/molbev/msae036","",2379.995981,8.32078710453584,0.0004654271759,0.46587713629592,0.434553005229197,0.36716345574753,860.734798,36.16538871794,16.3730827332021,17.1019813808839,"3",171.879439,1717,9.9895601823555
"Balaenoptera musculus","Mammalia","Mammalia","Artiodactyla","Balaenoptera",22,NA,"Árnason, Ú., Spilliaert, R., Pálsdóttir, Á., & Árnason, A. (1991). Molecular identification of hybrids between the two largest whale species, the blue whale (Balaenoptera musculus) and the fin whale (B. physalus). Hereditas, 115(2), 183–189. https://doi.org/10.1111/j.1601-5223.1991.tb03554.x","",2700,"Bukhman, Y. V., Morin, P. A., Meyer, S., Chu, L.-F., Jacobsen, J. K., Antosiewicz-Bourget, J., Mamott, D., Gonzales, M., Argus, C., Bolin, J., Berres, M. E., Olivier Fedrigo, Steill, J., Swanson, S. A., Jiang, P., Arang Rhie, Giulio Formenti, Phillippy, A. M., Harris, R. S., & Wood, J. M. D. (2024). A high-quality blue whale genome, segmental duplications, and historical demography. Molecular Biology and Evolution. https://doi.org/10.1093/molbev/msae036","",2379.995981,8.32078710453584,0.0004654271759,0.46587713629592,0.434553005229197,0.36716345574753,860.734798,36.16538871794,16.3730827332021,17.1019813808839,"X",129.330052,952,7.36101149947732
"Balaenoptera musculus","Mammalia","Mammalia","Artiodactyla","Balaenoptera",22,NA,"Árnason, Ú., Spilliaert, R., Pálsdóttir, Á., & Árnason, A. (1991). Molecular identification of hybrids between the two largest whale species, the blue whale (Balaenoptera musculus) and the fin whale (B. physalus). Hereditas, 115(2), 183–189. https://doi.org/10.1111/j.1601-5223.1991.tb03554.x","",2700,"Bukhman, Y. V., Morin, P. A., Meyer, S., Chu, L.-F., Jacobsen, J. K., Antosiewicz-Bourget, J., Mamott, D., Gonzales, M., Argus, C., Bolin, J., Berres, M. E., Olivier Fedrigo, Steill, J., Swanson, S. A., Jiang, P., Arang Rhie, Giulio Formenti, Phillippy, A. M., Harris, R. S., & Wood, J. M. D. (2024). A high-quality blue whale genome, segmental duplications, and historical demography. Molecular Biology and Evolution. https://doi.org/10.1093/molbev/msae036","",2379.995981,8.32078710453584,0.0004654271759,0.46587713629592,0.434553005229197,0.36716345574753,860.734798,36.16538871794,16.3730827332021,17.1019813808839,"13",90.777659,732,8.06365804167741
"Balaenoptera musculus","Mammalia","Mammalia","Artiodactyla","Balaenoptera",22,NA,"Árnason, Ú., Spilliaert, R., Pálsdóttir, Á., & Árnason, A. (1991). Molecular identification of hybrids between the two largest whale species, the blue whale (Balaenoptera musculus) and the fin whale (B. physalus). Hereditas, 115(2), 183–189. https://doi.org/10.1111/j.1601-5223.1991.tb03554.x","",2700,"Bukhman, Y. V., Morin, P. A., Meyer, S., Chu, L.-F., Jacobsen, J. K., Antosiewicz-Bourget, J., Mamott, D., Gonzales, M., Argus, C., Bolin, J., Berres, M. E., Olivier Fedrigo, Steill, J., Swanson, S. A., Jiang, P., Arang Rhie, Giulio Formenti, Phillippy, A. M., Harris, R. S., & Wood, J. M. D. (2024). A high-quality blue whale genome, segmental duplications, and historical demography. Molecular Biology and Evolution. https://doi.org/10.1093/molbev/msae036","",2379.995981,8.32078710453584,0.0004654271759,0.46587713629592,0.434553005229197,0.36716345574753,860.734798,36.16538871794,16.3730827332021,17.1019813808839,"17",81.249696,514,6.32617751579034
"Balaenoptera musculus","Mammalia","Mammalia","Artiodactyla","Balaenoptera",22,NA,"Árnason, Ú., Spilliaert, R., Pálsdóttir, Á., & Árnason, A. (1991). Molecular identification of hybrids between the two largest whale species, the blue whale (Balaenoptera musculus) and the fin whale (B. physalus). Hereditas, 115(2), 183–189. https://doi.org/10.1111/j.1601-5223.1991.tb03554.x","",2700,"Bukhman, Y. V., Morin, P. A., Meyer, S., Chu, L.-F., Jacobsen, J. K., Antosiewicz-Bourget, J., Mamott, D., Gonzales, M., Argus, C., Bolin, J., Berres, M. E., Olivier Fedrigo, Steill, J., Swanson, S. A., Jiang, P., Arang Rhie, Giulio Formenti, Phillippy, A. M., Harris, R. S., & Wood, J. M. D. (2024). A high-quality blue whale genome, segmental duplications, and historical demography. Molecular Biology and Evolution. https://doi.org/10.1093/molbev/msae036","",2379.995981,8.32078710453584,0.0004654271759,0.46587713629592,0.434553005229197,0.36716345574753,860.734798,36.16538871794,16.3730827332021,17.1019813808839,"6",116.686506,1058,9.06702956724062
"Balaenoptera musculus","Mammalia","Mammalia","Artiodactyla","Balaenoptera",22,NA,"Árnason, Ú., Spilliaert, R., Pálsdóttir, Á., & Árnason, A. (1991). Molecular identification of hybrids between the two largest whale species, the blue whale (Balaenoptera musculus) and the fin whale (B. physalus). Hereditas, 115(2), 183–189. https://doi.org/10.1111/j.1601-5223.1991.tb03554.x","",2700,"Bukhman, Y. V., Morin, P. A., Meyer, S., Chu, L.-F., Jacobsen, J. K., Antosiewicz-Bourget, J., Mamott, D., Gonzales, M., Argus, C., Bolin, J., Berres, M. E., Olivier Fedrigo, Steill, J., Swanson, S. A., Jiang, P., Arang Rhie, Giulio Formenti, Phillippy, A. M., Harris, R. S., & Wood, J. M. D. (2024). A high-quality blue whale genome, segmental duplications, and historical demography. Molecular Biology and Evolution. https://doi.org/10.1093/molbev/msae036","",2379.995981,8.32078710453584,0.0004654271759,0.46587713629592,0.434553005229197,0.36716345574753,860.734798,36.16538871794,16.3730827332021,17.1019813808839,"21",36.476527,229,6.27800996514827
"Balaenoptera musculus","Mammalia","Mammalia","Artiodactyla","Balaenoptera",22,NA,"Árnason, Ú., Spilliaert, R., Pálsdóttir, Á., & Árnason, A. (1991). Molecular identification of hybrids between the two largest whale species, the blue whale (Balaenoptera musculus) and the fin whale (B. physalus). Hereditas, 115(2), 183–189. https://doi.org/10.1111/j.1601-5223.1991.tb03554.x","",2700,"Bukhman, Y. V., Morin, P. A., Meyer, S., Chu, L.-F., Jacobsen, J. K., Antosiewicz-Bourget, J., Mamott, D., Gonzales, M., Argus, C., Bolin, J., Berres, M. E., Olivier Fedrigo, Steill, J., Swanson, S. A., Jiang, P., Arang Rhie, Giulio Formenti, Phillippy, A. M., Harris, R. S., & Wood, J. M. D. (2024). A high-quality blue whale genome, segmental duplications, and historical demography. Molecular Biology and Evolution. https://doi.org/10.1093/molbev/msae036","",2379.995981,8.32078710453584,0.0004654271759,0.46587713629592,0.434553005229197,0.36716345574753,860.734798,36.16538871794,16.3730827332021,17.1019813808839,"1",185.157308,2156,11.6441528735123
"Balaenoptera musculus","Mammalia","Mammalia","Artiodactyla","Balaenoptera",22,NA,"Árnason, Ú., Spilliaert, R., Pálsdóttir, Á., & Árnason, A. (1991). Molecular identification of hybrids between the two largest whale species, the blue whale (Balaenoptera musculus) and the fin whale (B. physalus). Hereditas, 115(2), 183–189. https://doi.org/10.1111/j.1601-5223.1991.tb03554.x","",2700,"Bukhman, Y. V., Morin, P. A., Meyer, S., Chu, L.-F., Jacobsen, J. K., Antosiewicz-Bourget, J., Mamott, D., Gonzales, M., Argus, C., Bolin, J., Berres, M. E., Olivier Fedrigo, Steill, J., Swanson, S. A., Jiang, P., Arang Rhie, Giulio Formenti, Phillippy, A. M., Harris, R. S., & Wood, J. M. D. (2024). A high-quality blue whale genome, segmental duplications, and historical demography. Molecular Biology and Evolution. https://doi.org/10.1093/molbev/msae036","",2379.995981,8.32078710453584,0.0004654271759,0.46587713629592,0.434553005229197,0.36716345574753,860.734798,36.16538871794,16.3730827332021,17.1019813808839,"7",113.67027,783,6.88834468326679
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"15",19.576149,1112,56.8038177478114
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"17",18.063741,1236,68.4243645876012
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"11",16.885281,1008,59.6969632900986
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"3",20.129463,980,48.6848556267994
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"8",16.455974,1311,79.6671166349679
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"22",16.788622,1069,63.6740764072239
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"24",14.918949,953,63.8784943899198
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"7",18.668249,1218,65.2444693661414
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"14",17.358772,1147,66.0761026183189
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"21",18.688203,1101,58.9141716836017
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"19",18.759158,1163,61.9963859785178
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"5",21.146536,1363,64.4550010460342
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"6",19.902465,1203,60.4447740518574
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"2",29.498272,1759,59.6306115829429
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"4",34.863213,1841,52.8063778860543
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"16",21.788636,1306,59.9395024085032
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"10",21.190454,1038,48.984320958862
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"12",14.654323,975,66.5332680329211
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"13",21.545776,1137,52.7713645588815
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"9",32.137567,1821,56.6626589996685
"Betta splendens","Actinopterygii","Actinopterygii","Anabantiformes","Osphronemidae",21,NA,"Hinegardner, R. and D.E. Rosen (1972). Cellular DNA content and the evolution of teleostean fishes. American Naturalist 106: 621-644.","",616.14,"Hardie, D.C. and P.D.N. Hebert (2004). Genome-size evolution in fishes. Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",441.371523,45.6756245100089,6.10036978275385e-08,0.79390622683666,0.118023122373905,0.114156565724931,84.771336,19.2063446739404,9.16560217949143,7.41678149623007,"1",22.294991,1531,68.6701331254182
"Bison bison bison","Mammalia","Mammalia","Artiodactyla","Bovidae",30,NA,"Eapen, K.J. and M.M. Raza Nasir (1964). Deoxyribonucleic acid in hariana, buffalo and ram semen - part I.. Indian Journal of Dairy Science 17: 107-108.","",4792.2,"Eapen, K.J. and M.M. Raza Nasir (1964). Deoxyribonucleic acid in hariana, buffalo and ram semen - part I.. Indian Journal of Dairy Science 17: 107-108.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",2953.606,6.45826162805572,0.00162921716707465,0.158530543936769,0.609063235418432,0.594937260818975,1308.664536,44.3073495923288,14.0080233579433,12.1030789113403,"KN265203.1",20.155498,196,9.72439381056226
"Bison bison bison","Mammalia","Mammalia","Artiodactyla","Bovidae",30,NA,"Eapen, K.J. and M.M. Raza Nasir (1964). Deoxyribonucleic acid in hariana, buffalo and ram semen - part I.. Indian Journal of Dairy Science 17: 107-108.","",4792.2,"Eapen, K.J. and M.M. Raza Nasir (1964). Deoxyribonucleic acid in hariana, buffalo and ram semen - part I.. Indian Journal of Dairy Science 17: 107-108.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",2953.606,6.45826162805572,0.00162921716707465,0.158530543936769,0.609063235418432,0.594937260818975,1308.664536,44.3073495923288,14.0080233579433,12.1030789113403,"KN265197.1",19.272227,205,10.6370685650392
"Bison bison bison","Mammalia","Mammalia","Artiodactyla","Bovidae",30,NA,"Eapen, K.J. and M.M. Raza Nasir (1964). Deoxyribonucleic acid in hariana, buffalo and ram semen - part I.. Indian Journal of Dairy Science 17: 107-108.","",4792.2,"Eapen, K.J. and M.M. Raza Nasir (1964). Deoxyribonucleic acid in hariana, buffalo and ram semen - part I.. Indian Journal of Dairy Science 17: 107-108.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",2953.606,6.45826162805572,0.00162921716707465,0.158530543936769,0.609063235418432,0.594937260818975,1308.664536,44.3073495923288,14.0080233579433,12.1030789113403,"KN265183.1",13.171286,45,3.4165228816685
"Bison bison bison","Mammalia","Mammalia","Artiodactyla","Bovidae",30,NA,"Eapen, K.J. and M.M. Raza Nasir (1964). Deoxyribonucleic acid in hariana, buffalo and ram semen - part I.. Indian Journal of Dairy Science 17: 107-108.","",4792.2,"Eapen, K.J. and M.M. Raza Nasir (1964). Deoxyribonucleic acid in hariana, buffalo and ram semen - part I.. Indian Journal of Dairy Science 17: 107-108.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",2953.606,6.45826162805572,0.00162921716707465,0.158530543936769,0.609063235418432,0.594937260818975,1308.664536,44.3073495923288,14.0080233579433,12.1030789113403,"KN264778.1",16.403806,230,14.0211363143407
"Bison bison bison","Mammalia","Mammalia","Artiodactyla","Bovidae",30,NA,"Eapen, K.J. and M.M. Raza Nasir (1964). Deoxyribonucleic acid in hariana, buffalo and ram semen - part I.. Indian Journal of Dairy Science 17: 107-108.","",4792.2,"Eapen, K.J. and M.M. Raza Nasir (1964). Deoxyribonucleic acid in hariana, buffalo and ram semen - part I.. Indian Journal of Dairy Science 17: 107-108.","Gregory, T.R. (2024). Animal Genome Size Database. http://www.genomesize.com.",2953.606,6.45826162805572,0.00162921716707465,0.158530543936769,0.609063235418432,0.594937260818975,1308.664536,44.3073495923288,14.0080233579433,12.1030789113403,"KN265099.1",17.727126,112,6.31800101155709
