species,contig.name,contig.size_bp,contig.gene.count,contig.gene.dens_genes.per.bp,asmbly.size_bp,asmbly.gene.count,species.rsquared,species.pvalue
Buteo japonicus,ML988633.1,11520814,115,9.98193356823572e-06,1259715124,16450,0.344591926815385,0.000246117982935449
Buteo japonicus,ML988735.1,11290490,105,9.29986209633063e-06,1259715124,16450,0.344591926815385,0.000246117982935449
Buteo japonicus,ML991458.1,11237945,106,9.43232948728615e-06,1259715124,16450,0.344591926815385,0.000246117982935449
Buteo japonicus,ML989075.1,11153887,145,1.29999523932778e-05,1259715124,16450,0.344591926815385,0.000246117982935449
Buteo japonicus,ML990251.1,11034588,73,6.61556190407834e-06,1259715124,16450,0.344591926815385,0.000246117982935449
Buteo japonicus,ML990978.1,10913896,65,5.95571004158368e-06,1259715124,16450,0.344591926815385,0.000246117982935449
Buteo japonicus,ML990169.1,10836041,122,1.12587244732647e-05,1259715124,16450,0.344591926815385,0.000246117982935449
Buteo japonicus,ML989709.1,10738667,116,1.08020855847378e-05,1259715124,16450,0.344591926815385,0.000246117982935449
Buteo japonicus,ML989996.1,10644967,194,1.82245750503501e-05,1259715124,16450,0.344591926815385,0.000246117982935449
Buteo japonicus,ML987941.1,10369412,178,1.71658720860932e-05,1259715124,16450,0.344591926815385,0.000246117982935449
Buteo japonicus,ML991767.1,10263540,29,2.82553582876863e-06,1259715124,16450,0.344591926815385,0.000246117982935449
Buteo japonicus,ML991498.1,10203200,117,1.14669907480006e-05,1259715124,16450,0.344591926815385,0.000246117982935449
Cairina moschata domestica,1,177537710,1972,1.11074993588686e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,2,140096818,1307,9.32926256754811e-06,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,3,108114341,1258,1.16358291449975e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,4,70524095,824,1.16839500031869e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,5,58542804,874,1.49292473247438e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,Z,58129904,625,1.07517810454323e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,7,37958812,552,1.4542077871141e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,6,36378439,544,1.49539126733833e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,8,32135176,566,1.76130978713171e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,9,24761136,484,1.95467606978937e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,11,21927962,440,2.00657042364448e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,13,20846689,356,1.70770523798767e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,12,18946492,336,1.77341536364621e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,10,17656320,347,1.96530194287371e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,14,17081835,344,2.01383516466469e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,15,16665718,440,2.64015027735379e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,16,13614650,386,2.83518122022968e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,19,11640300,322,2.76625172890733e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,21,11568491,301,2.60189509591182e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,QZEJ01000008.1,11205378,125,1.11553577219796e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,20,11134891,308,2.76608006310973e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Cairina moschata domestica,18,10034176,253,2.52138292172671e-05,1109207201,17614,0.961446383603578,7.9823457386813e-16
Calidris pugnax,KQ483353.1,51414391,658,1.2797973236715e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482239.1,40645462,521,1.28181591342227e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ483357.1,34411917,303,8.80508923696404e-06,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ483356.1,30765690,296,9.62110714890516e-06,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482152.1,26452829,253,9.56419443833399e-06,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482133.1,23484652,209,8.89942929535426e-06,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482305.1,22606799,381,1.68533369098385e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482309.1,21100594,308,1.45967454755065e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482135.1,20546090,345,1.67915160500124e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482164.1,20362364,320,1.57152676378833e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482211.1,20041607,354,1.7663254249023e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ483354.1,19207094,253,1.31722164737675e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482161.1,18932696,242,1.27821204122223e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482181.1,17183596,272,1.58290499846482e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482126.1,16942903,206,1.21584831123686e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482237.1,16870807,183,1.08471396774321e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482528.1,16708690,164,9.81525182405084e-06,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482183.1,16422543,157,9.56002977127233e-06,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482128.1,15728076,176,1.1190179905031e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482203.1,15567401,157,1.00851773523403e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482116.1,15453083,193,1.24894171603168e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ483355.1,15208774,192,1.262429174107e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482117.1,13648204,357,2.6157287801384e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482198.1,13250018,176,1.32830008230932e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482370.1,12913425,123,9.52497110565168e-06,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482123.1,12458357,162,1.30033197796467e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482106.1,11430413,252,2.20464474905675e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482097.1,11215226,173,1.54254582118987e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482150.1,11128364,149,1.33892097706365e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482387.1,10992358,181,1.64659848232745e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482179.1,10146976,96,9.46094678848161e-06,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482187.1,10122270,126,1.24478007403478e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482109.1,10060041,99,9.84091416724842e-06,1229094286,20052,0.709724188343821,2.53528959644848e-10
Calidris pugnax,KQ482173.1,10005352,186,1.85900506049163e-05,1229094286,20052,0.709724188343821,2.53528959644848e-10
Callithrix jacchus,1,216975769,2844,1.31074544088838e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,2,202808461,2551,1.25783706824736e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,3,189455076,1992,1.05143659492132e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,4,173414057,2322,1.33899179811012e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,5,161716902,3076,1.90208936849409e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,6,159674559,2071,1.29701313281849e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,7,156129252,2389,1.53014247451848e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,X,146897247,1716,1.16816348505156e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,10,136971485,2219,1.62004522328133e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,9,132900640,1895,1.42587725687401e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,11,128529401,2251,1.75135026109707e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,8,126104592,1576,1.24975623409495e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,12,123697827,1834,1.48264528527247e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,13,117638787,1360,1.15608128465316e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,14,112969529,1348,1.19324211752711e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,15,98621277,1396,1.41551604528504e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,16,98110366,1247,1.27101758034416e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,17,74700100,912,1.22088189975649e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,21,50614742,573,1.13208124225942e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,19,50540917,796,1.57496153067425e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,22,49900457,1861,3.72942476258284e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,18,47063576,990,2.10353756374144e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Callithrix jacchus,20,44412365,684,1.54011163332554e-05,2829711198,40162,0.701868702786084,3.71782505443254e-07
Camelus dromedarius,1,124992380,885,7.08043162311175e-06,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,2,122214054,779,6.37406234801768e-06,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,X,119869850,971,8.10045228220441e-06,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,3,119848902,903,7.53448704936821e-06,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,6,98422860,1189,1.20805268207e-05,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,5,97585432,734,7.52161449672119e-06,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,7,86599670,734,8.47578287538509e-06,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,11,84733476,758,8.94569697577378e-06,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,8,81142383,503,6.19897988453211e-06,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,9,76897086,1444,1.87783448647196e-05,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,10,75021453,1210,1.61287198743005e-05,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,14,70248310,401,5.70832237814689e-06,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,13,70124664,911,1.29911495903923e-05,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,4,68091223,720,1.05740500504742e-05,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,12,67762057,847,1.24996205472334e-05,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,15,57329957,495,8.63422939598577e-06,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,16,55323184,1272,2.29921690696616e-05,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,17,51074832,557,1.09055669532109e-05,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,19,44995842,609,1.35345839288884e-05,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,20,42364670,670,1.58150647697716e-05,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,25,40721713,302,7.41619096426518e-06,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,23,34501429,328,9.50685260022128e-06,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,18,33149302,555,1.67424339734212e-05,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,21,31977610,648,2.02641785924589e-05,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,27,28629510,293,1.02341954158489e-05,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,22,27993734,729,2.60415420107943e-05,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,26,27960160,211,7.54645180857334e-06,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,35,27101552,240,8.85558140729358e-06,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,29,26133222,185,7.07911179111401e-06,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,30,25857028,159,6.1491985853904e-06,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,32,24922612,469,1.88182522762863e-05,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,24,24820305,145,5.84199106336526e-06,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,33,22470471,283,1.25943065456883e-05,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,34,22447909,298,1.32751785478104e-05,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,31,17414143,181,1.03938505615809e-05,2154386959,22444,0.455260788683841,3.84669277917642e-06
Camelus dromedarius,28,16096629,213,1.32325842883004e-05,2154386959,22444,0.455260788683841,3.84669277917642e-06
Canis lupus dingo,QKWQ01000848.1,123300533,1639,1.32927243712726e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01000898.1,92661007,731,7.8889710317955e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001577.1,78367222,788,1.00552243640843e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001014.1,72331038,949,1.31202320088369e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01002178.1,65364457,616,9.42408195940494e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001090.1,64621675,839,1.29832598737188e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001382.1,64341734,749,1.16409669655468e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01002225.1,57596979,825,1.43236679132077e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001938.1,56891541,533,9.36870386407709e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001844.1,54467416,631,1.15849079383535e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001821.1,51693008,508,9.82724781657125e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01002044.1,47981342,647,1.34844081684918e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001620.1,46459968,360,7.74860628401638e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01000243.1,44189516,634,1.43472945030672e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01002203.1,43945211,293,6.66739317738172e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01002069.1,42614794,407,9.5506738810001e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001042.1,41514594,474,1.1417671578337e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01000609.1,40759409,360,8.83231648427483e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001293.1,40460870,503,1.24317643194524e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01002035.1,37286409,193,5.17614876777219e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001993.1,35597290,208,5.84314143014819e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001345.1,34446301,248,7.19961194091639e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01000714.1,31941072,598,1.87219765197611e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001689.1,31606094,236,7.46691445010573e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01000410.1,31598887,285,9.019305015395e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01002355.1,30892997,290,9.38724073938181e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001341.1,30105513,365,1.21240252574337e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001619.1,28943202,450,1.55476923389472e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001430.1,28283210,488,1.72540528461939e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01000163.1,27709824,177,6.38762628012361e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01000528.1,27699283,274,9.89195279892263e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01002043.1,26726472,218,8.1567069533158e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01000695.1,26452959,128,4.83877814954463e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01000706.1,25472688,155,6.08494871055618e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001282.1,24971813,227,9.09024907402598e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01000023.1,24502922,150,6.1217188709167e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001746.1,24283992,230,9.47125991476195e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01000458.1,24254295,457,1.88420236498319e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01002411.1,24149776,192,7.95038430170118e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001603.1,24034524,267,1.11090196751972e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01000558.1,23844688,183,7.67466531749126e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01000010.1,22732171,165,7.25843563291865e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01000972.1,22687927,525,2.31400603501589e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01002368.1,22448187,276,1.22949795455642e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001902.1,22222897,130,5.84982237014373e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01000669.1,22000683,261,1.1863268063087e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001883.1,21602666,113,5.23083586072201e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001964.1,20766918,180,8.6676318556273e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001968.1,20605139,512,2.48481701579397e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001007.1,20032989,194,9.68402668218906e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01002038.1,19969091,167,8.36292448164015e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001483.1,19188597,161,8.39039977753454e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001454.1,18901958,175,9.25830011896122e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01002290.1,18203327,196,1.07672624899833e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01002063.1,17401832,295,1.69522381321691e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01000751.1,17042650,664,3.8961077062546e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01002226.1,16181890,185,1.14325335297669e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001565.1,14861265,145,9.75690831164103e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001739.1,14232560,97,6.81535858622764e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001491.1,14198927,206,1.45081385375106e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01002087.1,13248682,258,1.94736351887682e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01000159.1,12952762,66,5.09543833199437e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001453.1,12717346,92,7.23421380530183e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001846.1,12440549,93,7.47555433445903e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01000284.1,11107560,71,6.39204289690985e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01001535.1,10543620,96,9.10503223750477e-06,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus dingo,QKWQ01002314.1,10428527,154,1.47671861999303e-05,2439831507,26557,0.748445866620094,2.28322374789264e-21
Canis lupus familiaris,X,127069619,1402,1.1033321820222e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,1,123313939,1808,1.46617650418255e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,3,92870237,890,9.58326401169839e-06,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,5,89573405,1399,1.56184751489574e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,4,89007665,906,1.01788986375499e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,2,86187811,1122,1.30180821044405e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,7,81039452,944,1.16486473773293e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,6,78268176,1270,1.6226262893874e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,11,75541347,837,1.10800248240212e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,8,75260524,1101,1.46291832887052e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,12,73497294,878,1.19460180397934e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,10,70361000,951,1.35160102897912e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,17,65471548,890,1.35936911099154e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,15,65200600,808,1.2392523995178e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,13,64037277,622,9.71309257887402e-06,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,22,62106979,467,7.51928378290627e-06,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,16,62021213,685,1.10446082375074e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,9,62002293,1434,2.31281768885548e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,14,61043064,600,9.82912653270485e-06,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,20,58896461,1229,2.08671281624205e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,18,56883407,1017,1.78786759379585e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,19,55265241,413,7.47305164198958e-06,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,23,53282923,549,1.03034887932105e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,21,52140716,833,1.59759984883982e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,25,51941001,652,1.25527037878997e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,24,48838997,735,1.50494491113321e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,27,46248802,758,1.63896137244809e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,34,42263871,403,9.5353310159403e-06,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,29,42049852,361,8.58504805201217e-06,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,28,41862212,513,1.22544886065743e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,26,40674351,632,1.55380475523752e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,30,40414903,599,1.48212653139363e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,31,39518933,371,9.38790528580314e-06,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,32,39023732,384,9.84016597899965e-06,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,33,31649084,382,1.20698595889853e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,36,31065185,337,1.08481568675673e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,37,30932408,338,1.09270510074741e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
Canis lupus familiaris,35,26942268,355,1.31763220527685e-05,2396858295,30556,0.67695937809702,7.92375547384971e-11
